,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda_Ash_T,Liquid Chlorine,Sodium Silico Fluoride,Month,Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Sodium Aluminosilicate,Liquid Aluminium Sulphate,Liquid_Chlorine_T,Hydrated_Lime_Pow_T,Flopam FO 4290 PWG,Microsand,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Sodium Silico Fluoride (mg/L)
2591,Kuala Kubu Bharu,7.24,2021-10-12,3.89,17.04,0.04,0.16,0.02,0.0,,,2.64,0.52,10,2.0,,,,,,,,,,,
2592,Kuala Kubu Bharu,7.19,2021-10-13,4.72,19.88,0.07,0.06,0.03,0.0,,,2.59,0.52,10,2.0,,,,,,,,,,,
2593,Kuala Kubu Bharu,7.23,2021-10-14,2.83,10.5,0.03,0.07,0.01,0.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2594,Kuala Kubu Bharu,7.22,2021-10-15,2.3,10.25,0.05,0.09,0.0,0.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2595,Kuala Kubu Bharu,7.22,2021-10-16,1.94,6.54,0.02,0.12,0.02,0.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2596,Kuala Kubu Bharu,7.22,2021-10-17,2.76,9.33,0.04,0.12,0.02,0.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2597,Kuala Kubu Bharu,7.23,2021-10-18,3.55,13.33,0.03,0.11,0.01,0.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2598,Kuala Kubu Bharu,7.2,2021-10-19,4.32,19.04,0.03,0.15,0.03,12.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2599,Kuala Kubu Bharu,7.06,2021-10-20,28.67,157.71,0.07,0.13,0.02,14.86,,,2.51,0.51,10,2.0,,,,,,,,,,,
2600,Kuala Kubu Bharu,7.0,2021-10-21,19.13,99.42,0.19,0.19,0.06,13.17,,,2.44,0.53,10,2.0,,,,,,,,,,,
2601,Kuala Kubu Bharu,7.06,2021-10-22,12.89,65.79,0.14,0.1,0.03,11.5,,,2.5,0.51,10,2.0,,,,,,,,,,,
2602,Kuala Kubu Bharu,7.09,2021-10-23,11.94,59.71,0.07,0.01,0.04,11.17,,,2.5,0.51,10,2.0,,,,,,,,,,,
2603,Kuala Kubu Bharu,7.0,2021-10-24,17.78,95.71,0.09,0.1,0.05,9.33,,,2.5,0.51,10,2.0,,,,,,,,,,,
2604,Kuala Kubu Bharu,6.96,2021-10-25,18.2,94.42,0.18,0.09,0.03,12.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2605,Kuala Kubu Bharu,7.1,2021-10-26,11.71,61.46,0.1,0.11,0.03,10.33,,,2.5,0.51,10,2.0,,,,,,,,,,,
2606,Kuala Kubu Bharu,7.12,2021-10-27,10.57,50.29,0.17,0.11,0.03,10.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2607,Kuala Kubu Bharu,7.17,2021-10-28,24.34,128.67,0.14,0.1,0.03,12.17,,,2.5,0.51,10,2.0,,,,,,,,,,,
2608,Kuala Kubu Bharu,7.08,2021-10-29,10.01,50.21,0.09,0.07,0.03,11.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2609,Kuala Kubu Bharu,7.16,2021-10-30,11.31,58.33,0.13,0.18,0.02,10.83,,,2.5,0.51,10,2.0,,,,,,,,,,,
2610,Kuala Kubu Bharu,7.08,2021-10-31,5.87,31.25,0.12,0.16,0.01,10.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2611,Rasa,6.88,2021-10-01,28.67,16.33,0.91,0.04,0.07,,,,,,10,,,,,,2.87,0.0,,,27.75,0.04,0.53
2612,Rasa,6.83,2021-10-02,29.83,13.33,0.86,0.03,0.07,,,,,,10,,,,,,2.87,9.64,,,25.25,0.05,0.62
2613,Rasa,6.93,2021-10-03,8.93,15.0,0.45,0.01,0.04,,,,,,10,,,,,,3.03,9.9,,,31.36,0.05,0.59
2614,Rasa,6.86,2021-10-04,11.68,14.67,0.46,0.0,0.04,,,,,,10,,,,,,2.94,6.64,,,29.59,0.05,0.32
2615,Rasa,6.85,2021-10-05,5.74,12.17,0.3,0.0,0.02,,,,,,10,,,,,,2.89,5.54,,,24.53,0.04,0.25
2616,Rasa,6.83,2021-10-06,5.92,12.92,0.29,0.05,0.02,,,,,,10,,,,,,2.89,10.66,,,26.34,0.04,0.59
2617,Rasa,6.86,2021-10-07,7.44,13.18,0.32,0.02,0.03,,,,,,10,,,,,,3.04,10.37,,,26.7,0.0,1.32
2618,Rasa,6.88,2021-10-08,6.96,11.83,0.36,0.02,0.03,,,,,,10,,,,,,3.13,2.55,,,27.23,0.05,0.0
2619,Rasa,6.82,2021-10-09,17.43,13.42,0.58,0.0,0.04,,,,,,10,,,,,,3.17,9.97,,,25.58,0.04,0.0
2620,Rasa,6.92,2021-10-10,10.48,14.5,0.59,0.0,0.04,,,,,,10,,,,,,3.05,8.78,,,24.89,0.05,0.0
2621,Rasa,6.96,2021-10-11,7.74,21.83,0.61,0.0,0.04,,,,,,10,,,,,,3.08,5.63,,,25.9,0.04,0.22
2622,Rasa,6.98,2021-10-12,20.5,23.25,1.01,0.02,0.05,,,,,,10,,,,,,2.73,9.38,,,24.65,0.05,0.31
2623,Rasa,7.0,2021-10-13,7.96,22.08,0.87,0.02,0.06,,,,,,10,,,,,,2.86,9.06,,,28.43,0.04,0.52
2624,Rasa,7.07,2021-10-14,5.75,25.36,0.73,0.0,0.06,,,,,,10,,,,,,3.17,5.4,,,23.74,0.04,0.17
2625,Rasa,7.09,2021-10-15,6.37,75.0,0.71,0.0,0.04,,,,,,10,,,,,,2.92,10.7,,,25.17,0.06,0.2
2626,Rasa,7.13,2021-10-16,5.27,24.92,0.72,0.0,0.04,,,,,,10,,,,,,2.62,11.04,,,29.04,0.05,0.45
2627,Rasa,6.96,2021-10-17,9.03,23.5,0.75,0.0,0.05,,,,,,10,,,,,,3.25,11.79,,,23.82,0.05,0.32
2628,Rasa,6.99,2021-10-18,11.53,20.67,0.75,0.02,0.05,,,,,,10,,,,,,3.4,7.26,,,25.78,0.05,0.0
2629,Rasa,6.83,2021-10-19,9.83,24.25,0.72,0.03,0.05,,,,,,10,,,,,,3.86,7.6,,,19.21,0.05,0.48
2630,Rasa,6.92,2021-10-20,46.86,39.83,1.28,0.09,0.12,,,,,,10,,,,,,3.21,5.48,,,22.6,0.06,0.0
2631,Rasa,6.9,2021-10-21,21.0,27.83,0.72,0.05,0.05,,,,,,10,,,,,,3.2,10.12,,,30.77,0.04,0.29
2632,Rasa,6.94,2021-10-22,16.21,19.25,0.56,0.0,0.04,,,,,,10,,,,,,3.93,6.41,,,28.37,0.06,0.22
2633,Rasa,6.97,2021-10-23,25.23,22.67,0.64,0.02,0.05,,,,,,10,,,,,,3.58,10.34,,,26.2,0.05,0.0
2634,Rasa,6.88,2021-10-24,20.88,18.75,0.46,0.0,0.04,,,,,,10,,,,,,3.72,9.59,,,33.52,0.05,0.0
2635,Rasa,6.8,2021-10-25,13.13,18.92,0.44,0.0,0.04,,,,,,10,,,,,,3.07,6.2,,,32.46,0.05,0.46
2636,Rasa,6.88,2021-10-26,12.3,17.0,0.45,0.0,0.04,,,,,,10,,,,,,2.79,10.23,,,36.95,0.04,0.37
2637,Rasa,6.73,2021-10-27,9.98,15.17,0.5,0.0,0.04,,,,,,10,,,,,,2.88,5.02,,,30.57,0.05,0.34
2638,Rasa,6.79,2021-10-28,32.44,15.42,1.03,0.03,0.08,,,,,,10,,,,,,3.64,10.6,,,34.11,0.05,0.0
2639,Rasa,6.8,2021-10-29,9.72,14.67,0.43,0.02,0.04,,,,,,10,,,,,,3.79,10.5,,,29.41,0.04,0.14
2640,Rasa,6.85,2021-10-30,4.53,13.5,0.32,0.0,0.03,,,,,,10,,,,,,3.11,6.02,,,33.2,0.05,0.0
2641,Rasa,6.79,2021-10-31,4.37,13.75,0.27,0.0,0.03,,,,,,10,,,,,,3.14,6.71,,,28.7,0.05,1.93
2642,Sungai Selangor Fasa 1,5.91,2021-10-01,91.23,866.67,1.79,0.06,0.21,,,,,,10,,,,,,6.218236678999999,10.4878,,,35.08026075,0.05,0.833565102
2643,Sungai Selangor Fasa 1,5.92,2021-10-02,61.37,509.33,1.75,0.09,0.17,,,,,,10,,,,,,6.442195931,14.14640377,,,32.68331241,0.047848615,0.916292256
2644,Sungai Selangor Fasa 1,5.92,2021-10-03,44.78,391.67,1.37,0.05,0.11,,,,,,10,,,,,,6.218821,10.38247757,,,35.11195855,0.047931495,0.737848557
2645,Sungai Selangor Fasa 1,5.93,2021-10-04,53.15,480.08,1.47,0.04,0.09,,,,,,10,,,,,,6.075936218000001,12.01828827,,,27.38221989,0.04775007,0.743743297
2646,Sungai Selangor Fasa 1,5.94,2021-10-05,49.38,406.58,1.66,0.05,0.13,,,,,,10,,,,,,6.404344505000001,14.12643296,,,30.13978838,0.048236237,0.772452499
2647,Sungai Selangor Fasa 1,5.97,2021-10-06,49.62,411.33,1.45,0.06,0.11,,,,,,10,,,,,,5.80338408,15.3293342,,,22.58832364,0.048395835,0.849733638
2648,Sungai Selangor Fasa 1,6.0,2021-10-07,68.86,533.08,1.48,0.06,0.19,,,,,,10,,,,,,4.402306922,13.35589156,,,29.91369365,0.069148707,0.827181763
2649,Sungai Selangor Fasa 1,5.98,2021-10-08,64.45,587.58,1.58,0.05,0.19,,,,,,10,,,,,,6.237994902,10.07757421,,,29.42161038,0.050892622,0.721210802
2650,Sungai Selangor Fasa 1,5.87,2021-10-09,32.76,267.83,1.41,0.04,0.09,,,,,,10,,,,,,6.643844894999999,11.34917664,,,29.28169028,0.047521995,0.608597217
2651,Sungai Selangor Fasa 1,5.87,2021-10-10,30.42,243.92,1.31,0.04,0.07,,,,,,10,,,,,,6.194643087999999,15.95703932,,,26.95432703,0.047507842,0.846818038
2652,Sungai Selangor Fasa 1,5.87,2021-10-11,26.61,233.17,1.29,0.04,0.07,,,,,,10,,,,,,6.2447234179999995,11.31448279,,,31.84001736,0.07771485,0.941707695
2653,Sungai Selangor Fasa 1,5.87,2021-10-12,31.69,245.0,1.35,0.04,0.07,,,,,,10,,,,,,4.692014552,13.72286994,,,15.77428404,0.085231394,1.100436776
2654,Sungai Selangor Fasa 1,5.94,2021-10-14,23.48,215.17,1.16,0.05,0.05,,,,,,10,,,,,,6.010884553,12.7559993,,,27.09739571,0.053808149,1.054361649
2655,Sungai Selangor Fasa 1,5.86,2021-10-15,26.18,233.5,1.47,0.05,0.05,,,,,,10,,,,,,6.078712015,11.92434386,,,33.09752453,0.049246025,0.729500384
2656,Sungai Selangor Fasa 1,5.87,2021-10-16,23.86,212.17,1.21,0.03,0.07,,,,,,10,,,,,,6.364716125999999,13.46138114,,,31.40354253,0.046060719,0.586828817
2657,Sungai Selangor Fasa 1,5.89,2021-10-17,55.79,366.08,1.14,0.04,0.05,,,,,,10,,,,,,6.39376549,10.8064887,,,30.43070464,0.04657084,0.817063125
2658,Sungai Selangor Fasa 1,5.79,2021-10-18,214.67,1692.5,4.18,0.11,0.66,,,,,,10,,,,,,6.5327085700000005,10.14429978,,,38.08509366,0.078352113,0.8051837
2659,Sungai Selangor Fasa 1,5.87,2021-10-19,73.1,594.33,1.45,0.15,0.11,,,,,,10,,,,,,6.14516581,11.98703483,,,38.86952875,0.04622169,0.834322861
2660,Sungai Selangor Fasa 1,5.94,2021-10-20,302.67,2076.42,1.39,0.25,0.2,,,,,,10,,,,,,7.408065977,12.23565463,,,43.86989036,0.045870483,0.654713961
2661,Sungai Selangor Fasa 1,5.89,2021-10-21,219.25,2217.5,2.29,0.13,0.67,,,,,,10,,,,,,6.100503324,11.83823509,,,26.0988532,0.046502491,0.708168993
2662,Sungai Selangor Fasa 1,5.85,2021-10-22,73.2,679.75,1.38,0.1,0.19,,,,,,10,,,,,,6.273935073,10.43650611,,,29.39128073,0.076315339,0.828495598
2663,Sungai Selangor Fasa 1,5.89,2021-10-23,152.46,1147.5,2.29,0.16,0.26,,,,,,10,,,,,,5.746456937,11.55726151,,,30.9236387,0.046729229,0.840708844
2664,Sungai Selangor Fasa 1,5.9,2021-10-24,104.24,943.5,1.66,0.14,0.29,,,,,,10,,,,,,6.118985308,12.19706165,,,34.58619216,0.046446856,0.698774341
2665,Sungai Selangor Fasa 1,5.86,2021-10-25,149.22,809.75,1.6,0.15,0.19,,,,,,10,,,,,,5.907936977,12.98846924,,,31.9954156,0.046099967,0.709283205
2666,Sungai Selangor Fasa 1,5.87,2021-10-26,73.73,626.42,1.62,0.11,0.19,,,,,,10,,,,,,5.972638829999999,13.426546,,,30.54743771,0.047402841,0.766782844
2667,Sungai Selangor Fasa 1,5.87,2021-10-27,57.86,525.92,1.28,0.08,0.1,,,,,,10,,,,,,6.15368095,12.44001612,,,34.36854324,0.046433691,0.759624854
2668,Sungai Selangor Fasa 1,5.96,2021-10-28,55.63,497.83,1.58,0.11,0.15,,,,,,10,,,,,,6.055319738,12.49910981,,,33.88499314,0.051387619,0.769668102
2669,Sungai Selangor Fasa 1,5.98,2021-10-29,68.5,581.08,1.43,0.1,0.19,,,,,,10,,,,,,6.0304213440000005,10.06663372,,,33.63699386,0.051121173,0.690354918
2670,Sungai Selangor Fasa 1,5.95,2021-10-30,81.78,732.08,1.48,0.06,0.11,,,,,,10,,,,,,6.180251612,13.06109466,,,35.90456367,0.047505602,0.845230956
2671,Sungai Selangor Fasa 1,5.86,2021-10-31,65.63,518.67,1.91,0.09,0.18,,,,,,10,,,,,,6.516243148000001,12.90754155,,,37.15546342,0.0514954,0.846491016
2672,Sungai Selangor Fasa 2 Stream C,6.17,2021-10-01,104.58,6.83,1.71,0.2,0.23,,,,,0.59,10,,,,,33.67,7.109999999999999,12.5,0.36,461.5,,,
2673,Sungai Selangor Fasa 2 Stream C,6.05,2021-10-02,71.82,8.18,1.58,0.17,0.19,,,,,0.48,10,,,,,35.0,7.6899999999999995,16.5,0.36,0.0,,,
2674,Sungai Selangor Fasa 2 Stream C,6.11,2021-10-03,57.5,4.0,1.5,0.16,0.15,,,,,0.48,10,,,,,36.67,7.6899999999999995,18.0,0.36,230.8,,,
2675,Sungai Selangor Fasa 2 Stream C,6.18,2021-10-04,50.0,6.33,1.22,0.15,0.13,,,,,0.46,10,,,,,35.67,7.66,16.37,0.37,0.0,,,
2676,Sungai Selangor Fasa 2 Stream C,6.18,2021-10-05,55.83,5.83,1.45,0.17,0.13,,,,,0.45,10,,,,,34.0,7.449999999999999,14.1,0.34,235.3,,,
2677,Sungai Selangor Fasa 2 Stream C,6.27,2021-10-06,54.17,6.83,1.44,0.18,0.14,,,,,0.57,10,,,,,32.83,7.77,14.1,0.34,230.8,,,
2678,Sungai Selangor Fasa 2 Stream C,6.4,2021-10-07,50.0,4.75,1.22,0.17,0.16,,,,,0.57,10,,,,,31.83,8.03,14.1,0.36,230.8,,,
2679,Sungai Selangor Fasa 2 Stream C,6.24,2021-10-08,91.82,9.64,1.71,0.33,0.21,,,,,0.57,10,,,,,32.17,8.03,14.1,0.34,230.8,,,
2680,Sungai Selangor Fasa 2 Stream C,6.26,2021-10-09,84.17,5.17,1.51,0.25,0.25,,,,,0.57,10,,,,,29.83,8.0,14.1,0.38,230.8,,,
2681,Sungai Selangor Fasa 2 Stream C,6.35,2021-10-10,40.0,5.67,1.46,0.29,0.17,,,,,0.57,10,,,,,30.0,8.87,14.1,0.34,0.0,,,
2682,Sungai Selangor Fasa 2 Stream C,6.28,2021-10-11,42.5,6.58,1.41,0.24,0.14,,,,,0.57,10,,,,,30.33,7.93,14.1,0.41,235.0,,,
2683,Sungai Selangor Fasa 2 Stream C,6.38,2021-10-12,43.33,5.42,1.57,0.22,0.16,,,,,0.57,10,,,,,32.17,7.93,14.1,0.42,235.0,,,
2684,Sungai Selangor Fasa 2 Stream C,6.33,2021-10-13,40.0,5.42,1.69,0.16,0.15,,,,,0.57,10,,,,,30.17,7.93,14.1,0.35,0.0,,,
2685,Sungai Selangor Fasa 2 Stream C,6.29,2021-10-14,38.18,7.18,1.4,0.14,0.11,,,,,0.64,10,,,,,36.5,10.26,13.05,0.4,0.0,,,
2686,Sungai Selangor Fasa 2 Stream C,6.25,2021-10-15,40.0,6.08,1.52,0.28,0.17,,,,,0.56,10,,,,,30.67,7.15,9.77,0.33,235.0,,,
2687,Sungai Selangor Fasa 2 Stream C,6.3,2021-10-16,40.0,6.67,1.68,0.31,0.15,,,,,0.57,10,,,,,29.17,7.779999999999999,14.1,0.37,461.5,,,
2688,Sungai Selangor Fasa 2 Stream C,6.37,2021-10-17,35.83,7.83,1.51,0.23,0.14,,,,,0.57,10,,,,,30.0,7.449999999999999,14.1,0.34,0.0,,,
2689,Sungai Selangor Fasa 2 Stream C,6.33,2021-10-18,115.83,10.25,1.42,0.27,0.11,,,,,0.57,10,,,,,33.83,7.8100000000000005,14.1,0.34,240.0,,,
2690,Sungai Selangor Fasa 2 Stream C,6.24,2021-10-19,259.17,5.75,3.79,0.44,0.44,,,,,0.6,10,,,,,37.0,9.11,22.9,0.47,240.0,,,
2691,Sungai Selangor Fasa 2 Stream C,6.17,2021-10-20,126.25,8.58,1.79,0.31,0.19,,,,,0.54,10,,,,,31.33,9.04,19.6,0.41,240.0,,,
2692,Sungai Selangor Fasa 2 Stream C,6.29,2021-10-21,401.36,12.92,2.29,0.51,0.64,,,,,0.54,10,,,,,43.83,10.459999999999999,20.1,0.52,0.0,,,
2693,Sungai Selangor Fasa 2 Stream C,6.08,2021-10-22,243.33,11.92,2.43,0.37,0.52,,,,,0.53,10,,,,,35.0,7.93,20.1,0.48,240.0,,,
2694,Sungai Selangor Fasa 2 Stream C,6.14,2021-10-23,85.08,7.42,1.5,0.22,0.23,,,,,0.48,10,,,,,32.0,7.99,19.93,0.46,480.0,,,
2695,Sungai Selangor Fasa 2 Stream C,6.27,2021-10-24,199.17,9.92,1.89,0.3,0.26,,,,,0.43,10,,,,,36.0,8.17,20.4,0.48,480.0,,,
2696,Sungai Selangor Fasa 2 Stream C,6.17,2021-10-25,126.67,6.67,1.9,0.24,0.31,,,,,0.49,10,,,,,34.67,7.5,20.0,0.43,480.0,,,
2697,Sungai Selangor Fasa 2 Stream C,6.18,2021-10-26,120.83,8.08,1.82,0.26,0.29,,,,,0.49,10,,,,,34.0,8.1,20.4,0.37,240.0,,,
2698,Sungai Selangor Fasa 2 Stream C,6.26,2021-10-27,89.17,6.5,1.72,0.19,0.23,,,,,0.49,10,,,,,35.33,8.1,20.4,0.43,255.3,,,
2699,Sungai Selangor Fasa 2 Stream C,6.14,2021-10-28,118.33,8.75,2.1,0.19,0.29,,,,,0.53,10,,,,,32.67,7.66,15.51,0.46,255.3,,,
2700,Sungai Selangor Fasa 2 Stream C,6.29,2021-10-29,57.5,7.75,1.5,0.15,0.15,,,,,0.48,10,,,,,33.17,8.129999999999999,19.82,0.36,255.3,,,
2701,Sungai Selangor Fasa 2 Stream C,6.31,2021-10-30,85.83,5.42,1.89,0.19,0.17,,,,,0.49,10,,,,,31.17,8.6,11.9,0.34,233.5,,,
2702,Sungai Selangor Fasa 2 Stream C,6.23,2021-10-31,96.67,8.89,1.64,0.22,0.19,,,,,0.48,10,,,,,37.5,8.36,15.58,0.37,0.0,,,
2703,Sungai Selangor Fasa 3,5.53,2021-10-01,87.0,37.0,1.61,0.1,0.2,,,,,,10,,,,,,4.432355954,9.122046145999999,,,37.03441984,0.070245637,0.48
2704,Sungai Selangor Fasa 3,5.58,2021-10-02,63.28,40.33,1.17,0.08,0.1,,,,,,10,,,,,,4.292561207,8.400484279,,,37.91068878,0.071003845,0.52
2705,Sungai Selangor Fasa 3,5.58,2021-10-03,60.38,40.25,1.23,0.08,0.12,,,,,,10,,,,,,4.441549504,9.548117591,,,35.13673138,0.067764536,0.51
2706,Sungai Selangor Fasa 3,5.59,2021-10-04,60.33,39.42,1.42,0.08,0.13,,,,,,10,,,,,,4.014405126,9.394503368,,,31.6573822,0.064965548,0.505
2707,Sungai Selangor Fasa 3,5.58,2021-10-05,65.67,37.67,1.51,0.07,0.2,,,,,,10,,,,,,5.212145539,9.501863402,,,29.92845698,0.064996082,0.51
2708,Sungai Selangor Fasa 3,5.67,2021-10-06,53.03,34.75,1.32,0.07,0.16,,,,,,10,,,,,,3.947651488,9.43047401,,,27.82528378,0.064394687,0.525
2709,Sungai Selangor Fasa 3,5.62,2021-10-07,77.48,43.0,1.72,0.12,0.27,,,,,,10,,,,,,4.983293556,9.378983036,,,29.0339193,0.064077695,0.525
2710,Sungai Selangor Fasa 3,5.61,2021-10-08,85.38,43.42,1.66,0.11,0.21,,,,,,10,,,,,,5.151210642,9.594991493,,,28.04639537,0.064114638,0.52
2711,Sungai Selangor Fasa 3,5.64,2021-10-09,48.51,40.42,1.36,0.06,0.11,,,,,,10,,,,,,4.402727099,9.755851719999999,,,28.0985246,0.067530587,0.485
2712,Sungai Selangor Fasa 3,5.63,2021-10-10,44.18,39.83,1.12,0.06,0.13,,,,,,10,,,,,,5.0538227330000005,9.724815071,,,29.10770935,0.065578102,0.49
2713,Sungai Selangor Fasa 3,5.62,2021-10-11,50.25,41.83,1.33,0.07,0.11,,,,,,10,,,,,,4.872509673,9.918809821,,,28.27626871,0.065729164,0.485
2714,Sungai Selangor Fasa 3,5.68,2021-10-12,49.14,44.58,1.43,0.11,0.13,,,,,,10,,,,,,5.1689451239999995,9.390292012,,,28.53278254,0.066489256,0.485
2715,Sungai Selangor Fasa 3,5.69,2021-10-13,45.1,42.25,1.48,0.08,0.11,,,,,,10,,,,,,4.777054827000001,8.598327952,,,28.3356026,0.065501218,0.47
2716,Sungai Selangor Fasa 3,5.68,2021-10-14,35.94,38.67,1.37,0.07,0.1,,,,,,10,,,,,,4.209541628,8.66118636,,,33.3831129,0.070757142,0.45
2717,Sungai Selangor Fasa 3,5.77,2021-10-15,39.38,38.25,1.33,0.05,0.1,,,,,,10,,,,,,4.837703621,9.15770479,,,27.09327577,0.065803098,0.435
2718,Sungai Selangor Fasa 3,5.65,2021-10-16,38.95,42.25,1.24,0.05,0.09,,,,,,10,,,,,,5.102580754,9.186287773,,,26.8202333,0.065125326,0.45
2719,Sungai Selangor Fasa 3,5.64,2021-10-17,66.54,40.92,1.27,0.07,0.11,,,,,,10,,,,,,4.989425111,7.98790334,,,25.84722237,0.068930188,0.43
2720,Sungai Selangor Fasa 3,5.52,2021-10-18,220.78,26.25,3.15,0.1,0.56,,,,,,10,,,,,,4.485121992,9.438614126000001,,,32.08135954,0.064594669,0.465
2721,Sungai Selangor Fasa 3,5.65,2021-10-19,101.77,30.92,1.57,0.09,0.27,,,,,,10,,,,,,5.205556695,9.955556100999999,,,31.61503493,0.068664575,0.455
2722,Sungai Selangor Fasa 3,5.62,2021-10-20,386.95,30.75,2.35,0.16,0.59,,,,,,10,,,,,,3.9321906669999995,9.862179801,,,35.58424841,0.066786636,0.465
2723,Sungai Selangor Fasa 3,5.53,2021-10-21,257.67,28.75,2.61,0.18,0.51,,,,,,10,,,,,,6.274735735,9.806162038,,,38.23560165,0.066959813,0.455
2724,Sungai Selangor Fasa 3,5.54,2021-10-22,86.17,36.42,1.53,0.08,0.21,,,,,,10,,,,,,6.164862033,9.758396043,,,29.77863279,0.066948175,0.455
2725,Sungai Selangor Fasa 3,5.61,2021-10-23,149.83,37.92,1.58,0.17,0.21,,,,,,10,,,,,,4.660151692,9.63942647,,,30.51588297,0.064994841,0.44
2726,Sungai Selangor Fasa 3,5.58,2021-10-24,130.6,37.08,1.45,0.09,0.23,,,,,,10,,,,,,4.392806578,9.924064005,,,36.21624318,0.06807251,0.44
2727,Sungai Selangor Fasa 3,5.61,2021-10-25,104.04,35.92,1.51,0.11,0.2,,,,,,10,,,,,,4.531901453,10.109866422000001,,,37.60588571,0.069491003,0.49
2728,Sungai Selangor Fasa 3,5.55,2021-10-26,88.75,35.75,1.4,0.08,0.19,,,,,,10,,,,,,5.245250562,10.372341532,,,32.15108688,0.070074455,0.505
2729,Sungai Selangor Fasa 3,5.57,2021-10-27,93.23,36.08,1.2,0.07,0.15,,,,,,10,,,,,,4.925692131,11.045329826,,,32.96241835,0.068630242,0.525
2730,Sungai Selangor Fasa 3,5.57,2021-10-28,62.83,37.75,1.45,0.08,0.16,,,,,,10,,,,,,4.392812888,11.369731118,,,33.92399494,0.068352291,0.55
2731,Sungai Selangor Fasa 3,5.58,2021-10-29,88.56,33.83,1.39,0.07,0.15,,,,,,10,,,,,,4.829470239,10.959300247,,,32.70644173,0.066357018,0.5
2732,Sungai Selangor Fasa 3,5.6,2021-10-30,59.99,39.0,1.3,0.06,0.11,,,,,,10,,,,,,5.0660574149999995,11.297290485,,,34.0666566,0.070482703,0.455
2733,Sungai Selangor Fasa 3,5.64,2021-10-31,71.08,32.25,1.27,0.07,0.13,,,,,,10,,,,,,4.558566858,11.114777725,,,35.38539049,0.070588652,0.44
2734,Batang Kali,6.71,2021-09-01,29.15,2.83,0.24,0.11,0.02,12.23,0.02,1.04,2.64,0.51,9,,,,,,,,,,,,
2735,Batang Kali,6.7,2021-09-02,30.86,0.0,0.18,0.17,0.02,9.71,0.02,1.03,2.83,0.52,9,,,,,,,,,,,,
2736,Batang Kali,6.69,2021-09-03,4.78,0.0,0.19,0.16,0.02,9.16,0.02,0.96,2.77,0.48,9,,,,,,,,,,,,
2737,Batang Kali,6.65,2021-09-04,4.38,0.0,0.19,0.13,0.02,7.51,0.02,1.03,2.89,0.52,9,,,,,,,,,,,,
2738,Batang Kali,6.7,2021-09-05,3.66,0.0,0.16,0.09,0.01,10.19,0.02,1.05,2.85,0.51,9,,,,,,,,,,,,
2739,Batang Kali,6.61,2021-09-06,3.57,0.0,0.18,0.09,0.01,9.75,0.02,1.02,2.72,0.51,9,,,,,,,,,,,,
2740,Batang Kali,6.69,2021-09-07,3.4,0.0,0.21,0.1,0.02,9.56,0.02,1.07,2.75,0.51,9,,,,,,,,,,,,
2741,Batang Kali,6.84,2021-09-08,4.29,0.0,0.27,0.23,0.02,11.25,0.02,1.04,2.86,0.52,9,,,,,,,,,,,,
2742,Batang Kali,6.81,2021-09-09,4.05,0.0,0.25,0.0,0.02,12.73,0.02,1.04,2.84,0.52,9,,,,,,,,,,,,
2743,Batang Kali,6.62,2021-09-10,3.3,0.0,0.16,0.11,0.03,10.08,0.02,1.03,2.83,0.51,9,,,,,,,,,,,,
2744,Batang Kali,6.64,2021-09-11,2.23,0.04,0.18,0.1,0.02,10.42,0.02,1.05,2.87,0.52,9,,,,,,,,,,,,
2745,Batang Kali,6.7,2021-09-12,2.22,0.0,0.25,0.1,0.02,10.41,0.02,1.0,2.73,0.5,9,,,,,,,,,,,,
2746,Batang Kali,6.65,2021-09-13,48.36,2.38,0.25,0.09,0.02,23.09,0.02,1.92,2.8,0.49,9,,,,,,,,,,,,
2747,Batang Kali,6.59,2021-09-14,6.77,0.0,0.14,0.09,0.02,9.69,0.02,0.98,2.7,0.49,9,,,,,,,,,,,,
2748,Batang Kali,6.68,2021-09-15,10.54,0.0,0.17,0.0,0.02,10.4,0.02,1.07,2.79,0.53,9,,,,,,,,,,,,
2749,Batang Kali,6.78,2021-09-16,160.22,0.13,0.45,0.1,0.08,17.33,0.02,1.54,2.79,0.52,9,,,,,,,,,,,,
2750,Batang Kali,6.78,2021-09-17,86.87,4.29,0.33,0.09,0.06,15.98,0.02,1.02,2.8,0.51,9,,,,,,,,,,,,
2751,Batang Kali,6.84,2021-09-18,82.55,8.92,0.33,0.11,0.04,16.04,0.02,1.53,2.73,0.52,9,,,,,,,,,,,,
