,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),Month,Quarter,Water Source,Lembangan,Soda_Ash_T
0,Sungai Tengi,5.8,2021-04-01,14.23,80.79,1.05,0.21,0.07,9.0,0.0,15.0,7.2,3.24,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,22.2
1,Sungai Tengi,5.84,2021-04-02,14.15,97.7,1.15,0.2,0.04,9.0,0.0,15.0,7.2,3.5,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,22.2
2,Sungai Tengi,5.92,2021-04-03,13.28,116.25,1.22,0.2,0.03,7.0,0.0,8.0,7.2,3.5,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,15.2
3,Sungai Tengi,6.02,2021-04-04,12.44,102.08,1.16,0.04,0.05,7.0,0.0,9.0,7.59,3.65,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.53,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,16.59
4,Sungai Tengi,6.11,2021-04-05,11.93,86.83,1.28,0.16,0.04,7.0,0.0,9.0,8.1,3.56,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,17.1
5,Sungai Tengi,5.9,2021-04-06,84.12,386.5,1.74,0.54,0.14,15.75,0.0,15.25,9.63,3.7,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.54,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,24.880000000000003
6,Sungai Tengi,5.69,2021-04-07,25.8,125.0,1.14,0.24,0.06,11.92,0.0,13.0,9.11,3.6,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,22.11
7,Sungai Tengi,5.75,2021-04-08,86.65,303.35,1.81,0.45,0.2,15.0,0.0,13.7,7.86,3.64,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,21.56
8,Sungai Tengi,5.66,2021-04-09,110.2,469.17,1.5,0.45,0.16,19.25,0.0,16.33,7.09,3.52,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,23.419999999999998
9,Sungai Tengi,5.52,2021-04-10,26.64,180.85,0.94,0.25,0.07,12.0,0.0,12.4,7.27,3.44,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,19.67
10,Sungai Tengi,5.66,2021-04-11,22.14,136.92,1.06,0.21,0.05,11.83,0.0,12.92,5.61,3.45,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.62,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,18.53
11,Sungai Tengi,5.75,2021-04-12,19.67,137.66,1.09,0.13,0.05,10.0,0.0,12.0,5.61,3.5,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,17.61
12,Sungai Tengi,5.49,2021-04-13,247.03,778.17,1.56,0.43,0.21,27.33,0.0,18.22,6.93,3.46,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.49,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,25.15
13,Sungai Tengi,5.46,2021-04-14,27.86,125.1,1.1,0.18,0.08,11.8,0.0,14.6,6.5,3.47,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,21.1
14,Sungai Tengi,5.41,2021-04-15,126.25,135.21,1.17,0.54,0.16,18.83,0.0,16.67,6.51,3.27,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,23.18
15,Sungai Tengi,5.35,2021-04-16,30.01,157.5,1.02,0.16,0.08,12.42,0.0,15.0,7.48,3.19,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.53,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,22.48
16,Sungai Tengi,5.4,2021-04-17,141.27,332.13,1.45,0.62,0.21,19.42,0.0,17.67,6.9,3.18,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.54,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,24.57
17,Sungai Tengi,5.32,2021-04-18,109.8,586.37,1.16,0.64,0.29,16.6,0.0,18.8,7.63,3.14,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,26.43
18,Sungai Tengi,5.26,2021-04-19,51.44,250.16,0.65,0.27,0.1,16.2,0.0,20.6,9.5,3.11,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.58,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,30.1
19,Sungai Tengi,5.28,2021-04-20,19.72,82.05,0.58,0.0,0.05,11.0,0.0,16.9,9.46,3.13,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,1.1,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,26.36
20,Sungai Tengi,5.42,2021-04-21,123.05,667.79,1.06,0.77,0.21,18.2,0.0,15.8,7.82,3.8,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.61,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,23.62
21,Sungai Tengi,5.23,2021-04-22,55.37,293.74,0.58,0.2,0.06,16.8,0.0,19.6,7.55,3.93,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.61,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,27.150000000000002
22,Sungai Tengi,5.39,2021-04-23,17.84,100.52,0.44,0.13,0.25,11.1,0.0,16.2,7.82,3.26,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.61,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,24.02
23,Sungai Tengi,5.25,2021-04-24,15.51,68.68,0.74,0.12,0.05,10.0,0.0,16.0,5.47,3.26,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,21.47
24,Sungai Tengi,5.47,2021-04-25,14.1,59.5,0.85,0.13,0.05,10.0,0.0,16.0,6.19,3.22,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,22.19
25,Sungai Tengi,5.35,2021-04-26,103.21,398.47,1.0,0.46,0.05,14.89,0.0,16.0,6.91,3.26,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,22.91
26,Sungai Tengi,5.18,2021-04-27,41.45,145.68,1.57,0.18,0.15,15.56,0.0,19.56,5.42,3.27,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.49,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,24.979999999999997
27,Sungai Tengi,5.23,2021-04-28,17.72,82.32,0.73,0.15,0.07,8.22,0.0,17.89,5.64,3.32,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,23.53
28,Sungai Tengi,5.34,2021-04-29,14.52,66.37,0.88,0.13,0.06,10.0,0.0,16.33,6.52,3.26,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,22.849999999999998
29,Sungai Tengi,5.4,2021-04-30,13.75,73.63,0.89,0.15,0.06,8.89,0.0,16.33,6.19,3.26,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Tengi,22.52
30,Sungai Tengi,5.76,2021-08-01,30.01,222.88,1.4,0.2,0.09,12.5,0.0,15.0,7.62,4.11,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,22.62
31,Sungai Tengi,6.0,2021-08-02,17.43,131.58,1.09,0.25,0.05,10.25,0.0,12.75,7.62,4.11,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,20.37
32,Sungai Tengi,6.03,2021-08-03,13.15,96.88,0.93,0.11,0.03,9.83,0.0,11.17,7.62,4.11,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,18.79
33,Sungai Tengi,5.66,2021-08-04,66.58,296.67,1.79,0.13,0.24,18.58,0.0,17.42,7.62,4.11,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,25.040000000000003
34,Sungai Tengi,5.85,2021-08-05,28.9,174.83,1.05,0.19,0.06,12.75,0.0,12.58,7.62,4.11,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,20.2
35,Sungai Tengi,5.94,2021-08-06,11.12,80.58,1.06,0.1,0.04,11.0,0.0,11.5,7.2,3.82,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,18.7
36,Sungai Tengi,5.84,2021-08-07,14.98,124.63,0.89,0.19,0.03,10.0,0.0,11.0,6.77,3.52,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,17.77
37,Sungai Tengi,6.18,2021-08-08,20.67,163.1,0.92,0.2,0.04,10.4,0.0,12.4,6.77,3.52,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,19.17
38,Sungai Tengi,5.97,2021-08-09,88.85,544.2,1.38,0.63,0.18,16.0,0.0,15.9,6.77,3.52,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,22.67
39,Sungai Tengi,5.89,2021-08-10,30.9,224.3,1.02,0.0,0.08,12.6,0.0,15.6,6.77,3.52,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,22.369999999999997
40,Sungai Tengi,5.85,2021-08-11,43.24,307.95,0.99,0.16,0.6,13.2,0.0,15.2,6.67,3.52,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,21.869999999999997
41,Sungai Tengi,6.02,2021-08-12,12.62,118.75,0.99,0.15,0.06,11.4,0.0,13.0,6.77,3.52,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,19.77
42,Sungai Tengi,6.05,2021-08-13,17.96,141.0,0.94,0.34,0.07,10.5,0.0,11.8,6.77,3.52,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,18.57
43,Sungai Tengi,6.05,2021-08-14,11.88,106.25,0.95,0.07,0.03,9.5,0.0,10.5,6.77,3.52,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,17.27
44,Sungai Tengi,5.71,2021-08-15,99.65,297.79,1.07,0.62,0.14,17.58,0.0,15.92,6.77,3.12,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,22.689999999999998
45,Sungai Tengi,5.45,2021-08-16,92.25,358.29,0.92,0.7,0.17,17.83,0.0,18.25,6.77,3.12,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,25.02
46,Sungai Tengi,5.25,2021-08-17,89.28,412.16,0.55,0.39,0.1,19.3,0.0,18.8,8.47,3.12,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,27.270000000000003
47,Sungai Tengi,5.31,2021-08-18,184.81,595.59,1.3,1.25,0.29,21.5,0.0,19.75,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,27.75
48,Sungai Tengi,5.01,2021-08-19,51.52,331.1,0.5,0.29,0.12,16.4,0.0,19.2,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,27.2
49,Sungai Tengi,5.2,2021-08-20,102.82,543.88,0.71,0.39,0.12,18.0,0.0,18.44,7.2,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,25.64
50,Sungai Tengi,5.22,2021-08-21,25.84,167.58,0.44,0.21,0.12,12.4,0.0,16.4,7.2,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,23.599999999999998
51,Sungai Tengi,5.08,2021-08-22,37.61,253.37,0.65,1.27,0.08,9.4,0.0,14.2,7.2,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,21.4
52,Sungai Tengi,5.11,2021-08-23,106.99,629.84,1.43,0.3,0.31,19.8,0.0,21.2,7.2,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,28.4
53,Sungai Tengi,5.14,2021-08-24,33.88,220.94,0.48,0.09,0.12,11.25,0.0,18.0,8.8,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,26.8
54,Sungai Tengi,4.76,2021-08-25,31.32,116.65,0.34,0.13,0.05,12.75,0.0,18.5,6.57,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.63,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,25.07
55,Sungai Tengi,4.68,2021-08-26,10.2,68.24,0.38,0.08,0.05,9.0,0.0,16.0,8.8,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,24.8
56,Sungai Tengi,5.23,2021-08-27,10.44,64.38,0.53,0.19,0.04,8.09,0.0,11.45,9.01,3.28,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,20.46
57,Sungai Tengi,5.41,2021-08-28,10.24,75.67,0.67,0.14,0.04,10.0,0.0,14.0,8.93,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.58,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,22.93
58,Sungai Tengi,5.48,2021-08-29,84.18,458.79,0.93,0.36,0.11,20.0,0.0,18.0,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,26.0
59,Sungai Tengi,5.11,2021-08-30,12.92,99.63,0.64,0.09,0.07,8.9,0.0,13.7,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,21.7
60,Sungai Tengi,5.12,2021-08-31,11.82,85.11,0.64,0.05,0.06,7.89,0.0,11.0,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,8,3,River,Sg Tengi,19.0
61,Sungai Tengi,5.78,2021-02-01,12.86,5.21,0.89,0.1,0.04,5.25,0.0,9.5,5.62,3.59,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Tengi,15.120000000000001
62,Sungai Tengi,5.82,2021-02-02,12.28,5.71,0.88,0.13,0.03,5.0,0.0,8.0,5.19,3.73,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.49,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Tengi,13.190000000000001
63,Sungai Tengi,5.8,2021-02-03,39.27,8.25,1.68,0.5,0.11,9.75,0.0,11.33,5.05,3.67,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Tengi,16.38
64,Sungai Tengi,5.77,2021-02-04,21.94,5.29,0.97,0.12,0.08,9.67,0.0,12.0,5.01,3.72,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Tengi,17.009999999999998
65,Sungai Tengi,5.82,2021-02-05,9.04,2.0,0.65,0.21,0.02,5.0,0.0,8.0,5.37,3.73,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Tengi,13.370000000000001
66,Sungai Tengi,5.84,2021-02-06,33.13,6.04,0.89,0.36,0.05,10.0,0.0,13.5,5.37,3.73,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Tengi,18.87
67,Sungai Tengi,5.8,2021-02-07,23.26,4.58,0.92,0.31,0.05,13.0,0.0,14.5,5.24,3.05,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.53,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Tengi,19.740000000000002
68,Sungai Tengi,5.57,2021-02-08,93.95,328.67,1.09,0.21,0.06,18.5,0.0,19.33,5.19,3.08,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Tengi,24.52
69,Sungai Tengi,5.45,2021-02-09,24.68,202.71,0.74,0.17,0.07,14.0,0.0,16.0,4.91,3.05,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.49,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Tengi,20.91
