,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Flopam FA 920 PWG,Kibbled Aluminium Sulphate,Liquid Chlorine,Soda_Ash_T,Sodium Silico Fluoride,Month,Hydrated Lime,Soda Ash,Liquid Polyaluminium Chloride,Sodium Aluminosilicate,Flopam FO 4290 PWG,Hydrated_Lime_Pow_T,Liquid Aluminium Sulphate,Liquid_Chlorine_T,Microsand,Flopam FO 4190 PWG,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L)
844,Rantau Panjang New,6.65,2021-01-13,48.92,105.58,1.05,0.21,0.14,,,3.79,,0.54,1.0,11.3,,18.76,0.0,,,,,,,,
845,Rantau Panjang New,6.59,2021-01-14,81.5,175.33,1.14,0.27,0.21,,,3.79,,0.54,1.0,10.9,,20.33,0.0,,,,,,,,
846,Rantau Panjang New,6.54,2021-01-15,49.5,118.5,0.97,0.15,0.26,,,3.82,,0.55,1.0,10.6,,17.99,0.0,,,,,,,,
847,Rantau Panjang New,6.48,2021-01-16,58.67,131.0,1.08,0.26,0.27,,,3.77,,0.55,1.0,11.07,,18.66,0.0,,,,,,,,
848,Rantau Panjang New,6.4,2021-01-17,129.42,164.58,1.38,0.31,0.29,,,3.72,,0.55,1.0,10.94,,23.7,0.0,,,,,,,,
849,Rantau Panjang New,6.42,2021-01-18,81.0,176.83,1.19,0.32,0.21,,,3.99,,0.56,1.0,11.32,,21.3,0.0,,,,,,,,
850,Rantau Panjang New,6.49,2021-01-19,47.5,117.17,1.24,0.3,0.18,,,3.9,,0.54,1.0,10.57,,18.52,0.0,,,,,,,,
851,Rantau Panjang New,6.58,2021-01-20,49.55,111.09,1.32,0.3,0.22,,,3.9,,0.55,1.0,10.69,,18.35,0.0,,,,,,,,
852,Rantau Panjang New,6.49,2021-01-21,53.0,111.42,1.23,0.26,0.2,,,3.63,,0.55,1.0,10.79,,18.52,0.0,,,,,,,,
853,Rantau Panjang New,6.43,2021-01-22,135.75,284.33,0.98,0.26,0.18,,,3.66,,0.54,1.0,10.8,,24.49,0.0,,,,,,,,
854,Rantau Panjang New,6.5,2021-01-23,67.5,126.75,0.89,0.25,0.21,,,3.68,,0.55,1.0,11.13,,19.53,0.0,,,,,,,,
855,Rantau Panjang New,6.35,2021-01-24,173.0,221.92,0.95,0.31,0.26,,,3.66,,0.55,1.0,10.83,,21.96,0.0,,,,,,,,
856,Rantau Panjang New,6.39,2021-01-25,72.08,155.5,1.21,0.26,0.22,,,3.63,,0.55,1.0,10.6,,21.26,0.0,,,,,,,,
857,Rantau Panjang New,6.44,2021-01-26,41.26,82.65,0.84,0.22,0.12,,,3.63,,0.55,1.0,10.82,,18.61,0.0,,,,,,,,
858,Rantau Panjang New,6.4,2021-01-27,65.83,134.83,1.18,0.22,0.2,,,3.67,,0.55,1.0,10.61,,17.91,0.0,,,,,,,,
859,Rantau Panjang New,6.34,2021-01-28,105.17,208.21,1.01,0.25,0.3,,,3.64,,0.55,1.0,10.51,,20.55,0.0,,,,,,,,
860,Rantau Panjang New,6.41,2021-01-29,42.0,130.38,0.81,0.25,0.13,,,3.66,,0.55,1.0,10.6,,16.98,0.0,,,,,,,,
861,Rantau Panjang New,6.37,2021-01-30,35.08,84.54,0.79,0.17,0.15,,,3.64,,0.55,1.0,10.51,,16.57,0.0,,,,,,,,
862,Rantau Panjang New,6.39,2021-01-31,65.88,139.71,0.82,0.17,0.14,,,3.64,,0.55,1.0,10.85,,19.41,0.0,,,,,,,,
863,Rantau Panjang Old,6.49,2021-01-01,134.0,280.0,1.61,0.32,0.24,,,6.54,,0.54,1.0,2.8,,20.72,0.0,,,,,,,,
864,Rantau Panjang Old,6.43,2021-01-02,90.5,250.0,1.68,0.26,0.3,,,6.6,,0.49,1.0,2.74,,22.48,0.0,,,,,,,,
865,Rantau Panjang Old,6.46,2021-01-03,357.67,600.0,1.57,0.46,0.4,,,6.44,,0.52,1.0,2.68,,18.44,0.0,,,,,,,,
866,Rantau Panjang Old,6.29,2021-01-04,253.14,428.57,1.26,0.43,0.42,,,6.63,,0.5,1.0,2.74,,18.21,0.0,,,,,,,,
867,Rantau Panjang Old,6.32,2021-01-05,132.33,291.67,1.25,0.32,0.23,,,6.44,,0.5,1.0,2.71,,25.85,0.0,,,,,,,,
868,Rantau Panjang Old,6.32,2021-01-06,131.0,292.86,1.2,0.31,0.19,,,5.97,,0.48,1.0,2.64,,18.2,0.0,,,,,,,,
869,Rantau Panjang Old,6.43,2021-01-07,90.71,242.86,1.4,0.35,0.21,,,6.93,,0.5,1.0,2.73,,18.27,0.0,,,,,,,,
870,Rantau Panjang Old,6.48,2021-01-08,85.86,242.86,1.28,0.3,0.18,,,6.55,,0.5,1.0,2.69,,18.33,0.0,,,,,,,,
871,Rantau Panjang Old,6.36,2021-01-09,84.0,164.86,1.26,0.24,0.35,,,6.65,,0.55,1.0,2.75,,23.99,0.0,,,,,,,,
872,Rantau Panjang Old,6.46,2021-01-10,61.57,200.0,1.5,0.37,0.12,,,6.32,,0.51,1.0,2.64,,20.08,0.0,,,,,,,,
873,Rantau Panjang Old,6.46,2021-01-11,67.0,200.0,1.62,0.36,0.15,,,6.66,,0.54,1.0,2.76,,20.03,0.0,,,,,,,,
874,Rantau Panjang Old,6.52,2021-01-12,68.0,200.0,1.48,0.35,0.24,,,6.73,,0.55,1.0,2.79,,18.63,0.0,,,,,,,,
875,Rantau Panjang Old,6.44,2021-01-13,61.25,200.0,1.52,0.3,0.18,,,6.26,,0.52,1.0,2.64,,18.3,0.0,,,,,,,,
876,Rantau Panjang Old,6.54,2021-01-14,182.75,400.0,1.9,0.54,0.27,,,6.22,,0.54,1.0,2.62,,21.63,0.0,,,,,,,,
877,Rantau Panjang Old,6.56,2021-01-15,77.0,218.75,1.63,0.4,0.18,,,6.33,,0.52,1.0,2.7,,18.88,0.0,,,,,,,,
878,Rantau Panjang Old,6.55,2021-01-16,61.89,200.0,1.5,0.38,0.25,,,6.5,,0.52,1.0,2.78,,18.21,0.0,,,,,,,,
879,Rantau Panjang Old,6.47,2021-01-17,67.29,200.0,1.53,0.27,0.12,,,6.53,,0.52,1.0,2.79,,18.46,0.0,,,,,,,,
880,Rantau Panjang Old,6.49,2021-01-18,112.2,270.0,1.47,0.24,0.23,,,6.52,,0.52,1.0,2.79,,20.13,0.0,,,,,,,,
881,Rantau Panjang Old,6.5,2021-01-19,66.0,200.0,1.68,0.24,0.14,,,6.53,,0.52,1.0,2.79,,18.42,0.0,,,,,,,,
882,Rantau Panjang Old,6.49,2021-01-20,80.13,231.25,1.64,0.25,0.16,,,6.54,,0.52,1.0,2.79,,18.39,0.0,,,,,,,,
883,Rantau Panjang Old,6.48,2021-01-21,63.29,200.0,1.28,0.31,0.15,,,6.53,,0.52,1.0,2.79,,18.42,0.0,,,,,,,,
884,Rantau Panjang Old,6.54,2021-01-22,394.83,716.67,2.17,0.36,0.39,,,6.53,,0.52,1.0,2.8,,27.03,0.0,,,,,,,,
885,Rantau Panjang Old,6.52,2021-01-23,122.83,283.33,2.03,0.33,0.2,,,6.53,,0.52,1.0,2.8,,21.16,0.0,,,,,,,,
886,Rantau Panjang Old,6.26,2021-01-24,184.56,394.44,2.12,0.64,0.36,,,6.56,,0.5,1.0,2.73,,21.65,0.0,,,,,,,,
887,Rantau Panjang Old,6.29,2021-01-25,93.08,223.08,1.37,0.63,0.21,,,6.64,,0.51,1.0,2.76,,18.82,0.0,,,,,,,,
888,Rantau Panjang Old,6.32,2021-01-26,61.06,200.0,1.14,0.33,0.16,,,6.75,,0.51,1.0,2.78,,18.49,0.0,,,,,,,,
889,Rantau Panjang Old,6.35,2021-01-27,121.67,311.11,1.32,0.37,0.17,,,6.77,,0.51,1.0,2.77,,19.63,0.0,,,,,,,,
890,Rantau Panjang Old,6.26,2021-01-28,154.0,306.67,1.59,0.56,0.27,,,6.45,,0.5,1.0,2.64,,20.84,0.0,,,,,,,,
891,Rantau Panjang Old,6.25,2021-01-29,75.92,216.67,1.46,0.31,0.25,,,6.37,,0.49,1.0,2.63,,18.24,0.0,,,,,,,,
892,Rantau Panjang Old,6.31,2021-01-30,56.0,200.0,1.3,0.34,0.14,,,6.43,,0.5,1.0,2.63,,18.44,0.0,,,,,,,,
893,Rantau Panjang Old,6.32,2021-01-31,70.38,200.0,1.35,0.44,0.17,,,6.68,,0.5,1.0,2.77,,18.48,0.0,,,,,,,,
894,Sungai Rangkap,6.78,2021-01-01,1.87,2.67,0.1,0.02,0.03,,0.0,4.67,,0.48,1.0,0.0,0.0,,,,,,,,,,
895,Sungai Rangkap,6.74,2021-01-02,2.68,2.08,0.16,0.09,0.01,,0.0,4.82,,0.5,1.0,0.0,0.0,,,,,,,,,,
896,Sungai Rangkap,6.61,2021-01-03,16.12,17.83,0.6,0.03,0.0,,0.0,4.7,,0.46,1.0,3.73,0.0,,,,,,,,,,
897,Sungai Rangkap,6.74,2021-01-04,3.68,4.75,0.15,0.09,0.01,,0.0,4.58,,0.46,1.0,4.55,0.0,,,,,,,,,,
898,Sungai Rangkap,6.81,2021-01-05,2.66,5.58,0.08,0.04,0.0,,0.0,4.59,,0.45,1.0,4.63,0.0,,,,,,,,,,
899,Sungai Rangkap,6.73,2021-01-06,2.08,3.33,0.08,0.04,0.02,,10.0,4.58,,0.44,1.0,4.67,1.67,,,,,,,,,,
900,Sungai Rangkap,6.8,2021-01-07,2.42,4.42,0.05,0.03,0.0,,0.0,4.6,,0.46,1.0,4.58,0.0,,,,,,,,,,
901,Sungai Rangkap,6.82,2021-01-08,1.84,1.75,0.06,0.0,0.0,,0.0,4.58,,0.44,1.0,4.56,0.0,,,,,,,,,,
902,Sungai Rangkap,6.83,2021-01-09,2.33,6.67,0.05,0.03,0.03,,11.0,4.58,,0.44,1.0,3.7,4.17,,,,,,,,,,
903,Sungai Rangkap,6.85,2021-01-10,2.41,2.83,0.01,0.03,0.04,,0.0,4.56,,0.44,1.0,4.58,0.0,,,,,,,,,,
904,Sungai Rangkap,6.83,2021-01-11,2.53,4.42,0.01,0.02,0.04,,0.0,4.6,,0.44,1.0,4.51,0.0,,,,,,,,,,
905,Sungai Rangkap,6.84,2021-01-12,2.28,2.83,0.0,0.03,0.04,,0.0,4.54,,0.41,1.0,4.32,0.0,,,,,,,,,,
906,Sungai Rangkap,6.83,2021-01-13,1.96,1.08,0.11,0.02,0.03,,0.0,4.74,,0.49,1.0,0.0,0.0,,,,,,,,,,
907,Sungai Rangkap,6.84,2021-01-14,1.83,1.5,0.13,0.02,0.03,,0.0,4.76,,1.58,1.0,0.0,0.0,,,,,,,,,,
908,Sungai Rangkap,6.82,2021-01-15,3.0,5.42,0.02,0.03,0.02,,0.0,4.6,,0.51,1.0,0.0,0.0,,,,,,,,,,
909,Sungai Rangkap,6.84,2021-01-16,2.55,2.83,0.2,0.02,0.03,,0.0,4.55,,0.49,1.0,0.0,0.0,,,,,,,,,,
910,Sungai Rangkap,6.77,2021-01-17,6.93,6.75,0.04,0.06,0.03,,0.0,4.58,,0.49,1.0,0.0,0.0,,,,,,,,,,
911,Sungai Rangkap,6.82,2021-01-18,4.33,3.92,0.17,0.03,0.04,,6.67,4.74,,0.49,1.0,0.0,2.0,,,,,,,,,,
912,Sungai Rangkap,6.83,2021-01-19,2.71,1.5,0.13,0.02,0.03,,0.0,4.72,,0.49,1.0,0.0,0.0,,,,,,,,,,
913,Sungai Rangkap,6.8,2021-01-20,2.85,1.75,0.13,0.02,0.03,,0.0,4.7,,0.5,1.0,0.0,0.0,,,,,,,,,,
914,Sungai Rangkap,6.82,2021-01-21,2.31,0.83,0.12,0.02,0.03,,0.0,4.7,,0.5,1.0,0.0,0.0,,,,,,,,,,
915,Sungai Rangkap,6.74,2021-01-22,2.78,2.25,0.13,0.03,0.04,,0.0,0.0,,0.5,1.0,0.0,4.61,,,,,,,,,,
916,Sungai Rangkap,6.83,2021-01-23,3.0,0.0,0.12,0.05,0.0,,0.0,4.79,,0.49,1.0,0.0,0.0,,,,,,,,,,
917,Sungai Rangkap,6.8,2021-01-24,2.24,2.5,0.11,0.06,0.04,,0.0,4.68,,0.49,1.0,0.0,0.0,,,,,,,,,,
918,Sungai Rangkap,6.8,2021-01-25,2.54,2.08,0.04,0.02,0.04,,0.0,4.74,,0.49,1.0,0.0,0.0,,,,,,,,,,
919,Sungai Rangkap,6.86,2021-01-26,2.34,1.25,0.12,0.07,0.03,,0.0,4.66,,0.49,1.0,0.0,0.0,,,,,,,,,,
920,Sungai Rangkap,6.78,2021-01-27,2.41,1.67,0.12,0.05,0.03,,0.0,4.65,,0.49,1.0,0.0,0.0,,,,,,,,,,
921,Sungai Rangkap,6.8,2021-01-28,1.68,1.21,0.12,0.08,0.02,,0.0,45.22,,0.49,1.0,0.0,0.0,,,,,,,,,,
922,Sungai Rangkap,6.79,2021-01-29,1.56,1.46,0.13,0.05,0.02,,0.0,4.72,,0.49,1.0,0.0,0.0,,,,,,,,,,
923,Sungai Rangkap,6.8,2021-01-30,2.25,1.38,0.31,0.05,0.02,,0.0,4.72,,0.49,1.0,0.0,0.0,,,,,,,,,,
924,Sungai Rangkap,6.81,2021-01-31,2.56,1.04,0.03,0.05,0.03,,0.0,4.86,,0.51,1.0,0.0,0.0,,,,,,,,,,
925,Kuala Kubu Bharu,6.94,2021-01-01,4.06,11.92,0.08,0.1,0.04,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
926,Kuala Kubu Bharu,6.92,2021-01-02,10.72,35.71,0.06,0.06,0.04,,0.0,2.45,,0.5,1.0,0.0,2.0,,,,,,,,,,
927,Kuala Kubu Bharu,6.64,2021-01-03,63.98,208.13,0.24,0.03,0.07,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
928,Kuala Kubu Bharu,6.75,2021-01-04,8.93,27.67,0.09,0.01,0.02,,0.0,2.53,,0.5,1.0,0.0,2.0,,,,,,,,,,
929,Kuala Kubu Bharu,6.85,2021-01-05,8.91,26.08,0.09,0.01,0.01,,13.0,2.42,,0.5,1.0,0.0,2.0,,,,,,,,,,
930,Kuala Kubu Bharu,6.89,2021-01-06,6.07,18.71,0.07,0.01,0.03,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
931,Kuala Kubu Bharu,6.86,2021-01-07,5.35,15.17,0.07,0.0,0.05,,14.33,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
932,Kuala Kubu Bharu,6.96,2021-01-08,9.18,21.27,0.08,0.0,0.02,,16.0,2.49,,0.53,1.0,0.0,2.0,,,,,,,,,,
933,Kuala Kubu Bharu,6.96,2021-01-09,3.77,12.46,0.04,0.07,0.02,,13.2,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
934,Kuala Kubu Bharu,6.97,2021-01-10,3.39,8.17,0.02,0.01,0.01,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
935,Kuala Kubu Bharu,7.01,2021-01-11,3.58,6.96,0.03,0.02,0.02,,8.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
936,Kuala Kubu Bharu,7.01,2021-01-12,3.43,5.88,0.02,0.03,0.02,,0.0,2.48,,0.49,1.0,0.0,2.0,,,,,,,,,,
937,Kuala Kubu Bharu,7.03,2021-01-13,3.39,6.38,0.01,0.02,0.02,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
938,Kuala Kubu Bharu,7.02,2021-01-14,3.23,5.42,0.01,0.02,0.02,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
939,Kuala Kubu Bharu,7.05,2021-01-15,3.05,6.79,0.01,0.02,0.01,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
940,Kuala Kubu Bharu,6.97,2021-01-16,2.94,7.21,0.01,0.01,0.02,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
941,Kuala Kubu Bharu,6.92,2021-01-17,13.56,50.71,0.35,0.02,0.04,,0.0,2.51,,0.5,1.0,0.0,2.0,,,,,,,,,,
942,Kuala Kubu Bharu,6.87,2021-01-18,3.88,8.33,0.01,0.02,0.01,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
943,Kuala Kubu Bharu,6.95,2021-01-19,2.91,6.17,0.02,0.01,0.01,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
944,Kuala Kubu Bharu,6.8,2021-01-20,21.96,80.46,0.08,0.0,0.02,,16.67,2.55,,0.51,1.0,0.0,2.05,,,,,,,,,,
945,Kuala Kubu Bharu,6.72,2021-01-21,77.24,248.46,0.14,0.07,0.04,,19.11,2.53,,0.52,1.0,0.0,2.0,,,,,,,,,,
946,Kuala Kubu Bharu,6.55,2021-01-22,20.8,74.13,0.13,0.18,0.03,,11.5,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
947,Kuala Kubu Bharu,6.88,2021-01-23,6.08,16.96,0.13,0.02,0.01,,10.33,2.48,,0.51,1.0,0.0,2.0,,,,,,,,,,
948,Kuala Kubu Bharu,6.91,2021-01-24,3.93,11.04,0.02,0.02,0.02,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
949,Kuala Kubu Bharu,6.99,2021-01-25,3.82,9.33,0.04,0.02,0.01,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
950,Kuala Kubu Bharu,6.98,2021-01-26,3.45,7.67,0.02,0.0,0.02,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
951,Kuala Kubu Bharu,6.95,2021-01-27,3.08,7.21,0.01,0.0,0.01,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
952,Kuala Kubu Bharu,6.96,2021-01-28,3.16,7.17,0.01,0.03,0.02,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
953,Kuala Kubu Bharu,6.94,2021-01-29,2.61,6.33,0.05,0.04,0.02,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
954,Kuala Kubu Bharu,6.95,2021-01-30,2.72,7.33,0.02,0.0,0.03,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
955,Kuala Kubu Bharu,6.93,2021-01-31,2.61,6.96,0.06,0.02,0.02,,0.0,2.5,,0.51,1.0,0.0,2.0,,,,,,,,,,
956,Rasa,6.64,2021-01-01,5.69,20.58,0.51,0.0,0.03,,,,,,1.0,,,,,,7.0,,2.53,,0.03,31.8,
957,Rasa,6.66,2021-01-02,5.2,19.08,0.46,0.0,0.04,,,,,,1.0,,,,,,7.0,,2.52,,0.03,22.5,
958,Rasa,6.58,2021-01-03,67.58,28.92,0.89,0.08,0.08,,,,,,1.0,,,,,,7.0,,2.77,,0.03,16.6,
959,Rasa,6.6,2021-01-04,29.42,24.83,0.65,0.02,0.04,,,,,,1.0,,,,,,7.0,,2.52,,0.03,21.0,
960,Rasa,6.79,2021-01-05,23.67,22.0,0.58,0.0,0.05,,,,,,1.0,,,,,,7.0,,3.25,,0.03,24.2,
961,Rasa,6.64,2021-01-06,16.0,17.67,0.51,0.0,0.03,,,,,,1.0,,,,,,7.0,,3.47,,0.03,20.5,
962,Rasa,6.6,2021-01-07,10.51,19.55,0.48,0.0,0.03,,,,,,1.0,,,,,,7.0,,3.37,,0.03,17.1,
963,Rasa,6.66,2021-01-08,10.41,95.92,0.48,0.0,0.03,,,,,,1.0,,,,,,7.0,,2.63,,0.03,17.8,
964,Rasa,6.7,2021-01-09,13.48,21.25,0.55,0.0,0.04,,,,,,1.0,,,,,,7.0,,4.19,,0.03,20.5,
965,Rasa,6.77,2021-01-10,11.08,17.42,0.56,0.0,0.03,,,,,,1.0,,,,,,7.0,,2.72,,0.03,21.6,
966,Rasa,6.65,2021-01-11,12.08,21.67,0.57,0.0,0.03,,,,,,1.0,,,,,,7.0,,3.37,,0.03,27.9,
967,Rasa,6.62,2021-01-12,12.17,20.67,0.58,0.0,0.04,,,,,,1.0,,,,,,7.0,,2.84,,0.03,18.5,
968,Rasa,6.78,2021-01-13,6.04,21.33,0.44,0.02,0.03,,,,,,1.0,,,,,,7.0,,2.83,,0.03,24.0,
969,Rasa,6.83,2021-01-14,5.55,20.5,0.42,0.0,0.03,,,,,,1.0,,,,,,7.0,,2.7,,0.03,25.0,
970,Rasa,6.89,2021-01-15,5.2,20.08,0.38,0.0,0.03,,,,,,1.0,,,,,,7.0,,2.64,,0.03,27.3,
971,Rasa,6.87,2021-01-16,4.94,19.67,0.37,0.0,0.03,,,,,,1.0,,,,,,7.0,,2.44,,0.03,21.8,
972,Rasa,6.84,2021-01-17,15.92,20.5,0.42,0.0,0.03,,,,,,1.0,,,,,,7.0,,2.55,,0.03,27.1,
973,Rasa,6.87,2021-01-18,6.72,21.92,0.37,0.0,0.04,,,,,,1.0,,,,,,7.0,,2.65,,0.03,29.0,
974,Rasa,6.89,2021-01-19,7.97,20.67,0.54,0.0,0.04,,,,,,1.0,,,,,,7.0,,2.76,,0.03,26.4,
975,Rasa,6.87,2021-01-20,5.76,19.83,0.36,0.0,0.02,,,,,,1.0,,,,,,7.0,,2.61,,0.03,27.8,
976,Rasa,6.8,2021-01-21,34.11,30.92,0.45,0.02,0.07,,,,,,1.0,,,,,,7.0,,2.7,,0.03,23.7,
977,Rasa,6.73,2021-01-22,15.01,23.5,0.42,0.02,0.03,,,,,,1.0,,,,,,7.0,,2.63,,0.03,28.0,
978,Rasa,6.74,2021-01-23,6.94,18.5,0.34,0.0,0.03,,,,,,1.0,,,,,,7.0,,2.55,,0.03,18.3,
979,Rasa,6.84,2021-01-24,5.65,17.58,0.28,0.0,0.03,,,,,,1.0,,,,,,7.0,,2.62,,0.03,18.4,
980,Rasa,6.74,2021-01-25,5.18,18.83,0.31,0.0,0.02,,,,,,1.0,,,,,,7.0,,2.96,,0.03,21.5,
981,Rasa,6.84,2021-01-26,5.08,16.33,0.33,0.0,0.03,,,,,,1.0,,,,,,7.0,,2.66,,0.03,25.1,
982,Rasa,6.81,2021-01-27,4.71,16.67,0.3,0.0,0.03,,,,,,1.0,,,,,,7.0,,2.66,,0.03,20.6,
983,Rasa,6.79,2021-01-28,4.3,14.75,0.3,0.0,0.03,,,,,,1.0,,,,,,7.0,,2.35,,0.03,23.1,
984,Rasa,6.81,2021-01-29,4.18,15.17,0.31,0.0,0.02,,,,,,1.0,,,,,,7.0,,2.86,,0.03,24.1,
985,Rasa,6.81,2021-01-30,3.87,14.83,0.29,0.0,0.02,,,,,,1.0,,,,,,7.0,,2.53,,0.03,24.3,
986,Rasa,6.72,2021-01-31,4.08,14.5,0.31,0.0,0.02,,,,,,1.0,,,,,,7.0,,3.22,,0.03,24.9,
987,Sungai Selangor Fasa 1,6.29,2021-01-01,79.85,594.17,1.97,0.03,0.16,,,,,,1.0,,,,,,10.28,,5.32,,,33.0,0.049
988,Sungai Selangor Fasa 1,6.25,2021-01-02,41.32,333.08,1.29,0.05,0.1,,,,,,1.0,,,,,,11.64,,5.35,,,28.0,0.048
989,Sungai Selangor Fasa 1,6.29,2021-01-03,217.42,1645.58,2.63,0.04,0.35,,,,,,1.0,,,,,,10.97,,4.92,,,26.0,0.044
990,Sungai Selangor Fasa 1,6.08,2021-01-04,154.02,1218.33,2.53,0.04,0.45,,,,,,1.0,,,,,,8.17,,6.17,,,32.0,0.048
991,Sungai Selangor Fasa 1,6.07,2021-01-05,107.31,955.17,1.53,0.04,0.19,,,,,,1.0,,,,,,12.01,,6.470000000000001,,,43.0,0.048
992,Sungai Selangor Fasa 1,6.18,2021-01-06,92.75,758.25,1.56,0.04,0.26,,,,,,1.0,,,,,,9.48,,6.709999999999999,,,38.0,0.024
993,Sungai Selangor Fasa 1,6.18,2021-01-07,52.68,402.75,1.22,0.04,0.12,,,,,,1.0,,,,,,11.15,,6.529999999999999,,,42.0,0.076
994,Sungai Selangor Fasa 1,6.18,2021-01-08,58.41,453.17,1.13,0.03,0.09,,,,,,1.0,,,,,,11.69,,5.62,,,20.0,0.048
995,Sungai Selangor Fasa 1,6.26,2021-01-09,47.1,389.5,1.29,0.03,0.1,,,,,,1.0,,,,,,14.44,,6.23,,,33.0,0.005
996,Sungai Selangor Fasa 1,6.33,2021-01-10,36.88,305.5,1.12,0.05,0.08,,,,,,1.0,,,,,,10.62,,6.21,,,36.0,0.005
997,Sungai Selangor Fasa 1,6.3,2021-01-11,37.18,305.33,1.16,0.05,0.08,,,,,,1.0,,,,,,12.04,,6.39,,,62.0,0.091
998,Sungai Selangor Fasa 1,6.28,2021-01-12,29.35,243.92,1.08,0.07,0.07,,,,,,1.0,,,,,,9.03,,5.46,,,34.0,0.049
999,Sungai Selangor Fasa 1,6.26,2021-01-13,31.18,235.17,1.2,0.05,0.07,,,,,,1.0,,,,,,10.51,,5.33,,,26.0,0.024
1000,Sungai Selangor Fasa 1,6.3,2021-01-14,37.63,307.33,0.92,0.04,0.05,,,,,,1.0,,,,,,9.54,,5.3,,,29.0,0.024
1001,Sungai Selangor Fasa 1,6.32,2021-01-15,24.58,206.58,0.88,0.05,0.06,,,,,,1.0,,,,,,8.2,,5.51,,,28.0,0.048
1002,Sungai Selangor Fasa 1,6.2,2021-01-16,33.43,251.25,0.97,0.04,0.05,,,,,,1.0,,,,,,12.25,,5.39,,,34.0,0.048
1003,Sungai Selangor Fasa 1,6.2,2021-01-17,34.48,289.08,0.93,0.03,0.04,,,,,,1.0,,,,,,12.54,,5.1499999999999995,,,24.0,0.024
1004,Sungai Selangor Fasa 1,6.06,2021-01-18,60.6,472.08,1.22,0.04,0.21,,,,,,1.0,,,,,,10.5,,5.22,,,28.0,0.049
1005,Sungai Selangor Fasa 1,6.18,2021-01-19,20.38,171.58,0.89,0.04,0.05,,,,,,1.0,,,,,,11.44,,5.42,,,25.0,0.047
1006,Sungai Selangor Fasa 1,6.23,2021-01-20,20.94,173.67,0.77,0.04,0.03,,,,,,1.0,,,,,,11.83,,5.4799999999999995,,,26.0,0.024
1007,Sungai Selangor Fasa 1,6.25,2021-01-21,19.47,152.58,0.82,0.03,0.04,,,,,,1.0,,,,,,12.17,,5.2299999999999995,,,22.0,0.049
1008,Sungai Selangor Fasa 1,6.28,2021-01-22,65.82,512.17,1.1,0.02,0.09,,,,,,1.0,,,,,,10.18,,5.17,,,32.0,0.072
1009,Sungai Selangor Fasa 1,6.3,2021-01-23,26.6,213.33,0.71,0.12,0.06,,,,,,1.0,,,,,,11.75,,5.140000000000001,,,24.0,0.073
1010,Sungai Selangor Fasa 1,6.25,2021-01-24,28.43,222.5,0.69,0.08,0.04,,,,,,1.0,,,,,,11.06,,5.550000000000001,,,29.0,0.024
1011,Sungai Selangor Fasa 1,6.1,2021-01-25,154.47,808.0,1.66,0.03,0.33,,,,,,1.0,,,,,,9.51,,5.779999999999999,,,33.0,0.048
1012,Sungai Selangor Fasa 1,6.24,2021-01-26,22.14,186.42,0.72,0.03,0.05,,,,,,1.0,,,,,,10.93,,5.69,,,22.0,0.048
1013,Sungai Selangor Fasa 1,6.26,2021-01-27,23.23,190.08,0.75,0.05,0.04,,,,,,1.0,,,,,,9.52,,5.55,,,27.0,0.048
1014,Sungai Selangor Fasa 1,6.19,2021-01-28,42.06,340.0,0.85,0.05,0.08,,,,,,1.0,,,,,,12.46,,6.12,,,30.0,0.024
1015,Sungai Selangor Fasa 1,6.14,2021-01-29,30.24,374.5,1.21,0.04,0.18,,,,,,1.0,,,,,,16.31,,6.0,,,45.0,0.048
1016,Sungai Selangor Fasa 1,6.27,2021-01-30,18.21,146.17,0.74,0.02,0.04,,,,,,1.0,,,,,,9.5,,5.93,,,37.0,0.049
