,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Flopam FA 920 PWG,Kibbled Aluminium Sulphate,Liquid Chlorine,Soda_Ash_T,Sodium Silico Fluoride,Month,Hydrated Lime,Soda Ash,Liquid Polyaluminium Chloride,Sodium Aluminosilicate,Flopam FO 4290 PWG,Hydrated_Lime_Pow_T,Liquid Aluminium Sulphate,Liquid_Chlorine_T,Microsand,Flopam FO 4190 PWG,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L)
3758,Rantau Panjang Old,6.59,2022-01-25,459.08,841.67,1.63,0.45,0.59,,,6.67,,0.54,1.0,2.77,,29.0,0.0,,,,,,,,
3759,Rantau Panjang Old,6.59,2022-01-26,154.63,320.83,1.34,0.29,0.29,,,6.68,,0.54,1.0,2.77,,21.73,0.0,,,,,,,,
3760,Rantau Panjang Old,6.63,2022-01-27,158.29,314.58,1.28,0.29,0.19,,,6.61,,0.54,1.0,2.74,,21.41,0.0,,,,,,,,
3761,Rantau Panjang Old,6.66,2022-01-28,82.24,219.05,1.42,0.22,0.29,,,6.57,,0.53,1.0,2.71,,18.72,0.0,,,,,,,,
3762,Rantau Panjang Old,6.65,2022-01-29,79.17,214.58,1.0,0.26,0.21,,,6.62,,0.53,1.0,2.73,,18.21,0.0,,,,,,,,
3763,Rantau Panjang Old,6.64,2022-01-30,126.5,266.67,1.09,0.32,0.22,,,6.6,,0.53,1.0,2.74,,20.0,0.0,,,,,,,,
3764,Rantau Panjang Old,6.59,2022-01-31,444.04,766.67,1.36,0.49,0.48,,,6.66,,0.54,1.0,2.75,,27.35,0.0,,,,,,,,
3765,Rantau Panjang Old,6.45,2022-01-02,273.38,516.67,0.87,0.36,0.17,,,6.52,,0.53,1.0,2.7,,27.62,0.0,,,,,,,,
3766,Rantau Panjang Old,6.57,2022-02-02,295.13,533.33,1.08,0.3,0.21,,,6.67,,0.54,2.0,2.77,,25.57,0.0,,,,,,,,
3767,Rantau Panjang Old,6.52,2022-03-02,81.92,214.58,0.65,0.34,0.13,,,6.64,,0.54,3.0,2.75,,23.31,0.0,,,,,,,,
3768,Rantau Panjang Old,6.5,2022-04-02,114.67,247.92,0.93,0.39,0.15,,,6.61,,0.54,4.0,2.74,,21.39,0.0,,,,,,,,
3769,Rantau Panjang Old,6.57,2022-05-02,193.85,370.0,0.82,0.34,0.16,,,6.67,,0.54,5.0,2.77,,21.12,0.0,,,,,,,,
3770,Rantau Panjang Old,6.5,2022-06-02,110.33,245.83,1.2,0.34,0.19,,,6.55,,0.53,6.0,2.72,,18.17,0.0,,,,,,,,
3771,Rantau Panjang Old,6.52,2022-07-02,37.33,200.0,1.0,0.28,0.09,,,6.68,,0.54,7.0,2.77,,18.38,0.0,,,,,,,,
3772,Rantau Panjang Old,6.55,2022-08-02,89.76,221.43,1.09,0.28,0.11,,,6.65,,0.54,8.0,2.74,,18.38,0.0,,,,,,,,
3773,Rantau Panjang Old,6.59,2022-09-02,105.47,255.26,1.45,0.26,0.2,,,6.65,,0.54,9.0,2.76,,18.38,0.0,,,,,,,,
3774,Rantau Panjang Old,6.53,2022-10-02,91.5,216.67,1.31,0.31,0.17,,,6.61,,0.54,10.0,2.74,,18.36,0.0,,,,,,,,
3775,Rantau Panjang Old,6.49,2022-11-02,209.42,360.53,1.12,0.28,0.25,,,6.54,,0.53,11.0,2.71,,18.41,0.0,,,,,,,,
3776,Rantau Panjang Old,6.33,2022-12-02,328.88,633.33,1.25,0.33,0.27,,,6.57,,0.53,12.0,2.72,,19.07,0.0,,,,,,,,
3777,Rantau Panjang Old,6.55,2022-02-13,476.08,841.67,1.17,0.47,0.29,,,6.63,,0.54,2.0,2.72,,29.22,0.0,,,,,,,,
3778,Rantau Panjang Old,6.43,2022-02-14,542.88,950.0,1.3,0.56,0.34,,,6.52,,0.52,2.0,2.69,,30.06,0.0,,,,,,,,
3779,Rantau Panjang Old,6.48,2022-02-15,206.58,364.58,0.85,0.28,0.19,,,6.62,,0.53,2.0,2.74,,23.52,0.0,,,,,,,,
3780,Rantau Panjang Old,6.5,2022-02-16,70.08,214.58,0.73,0.27,0.17,,,6.68,,0.53,2.0,2.76,,18.33,0.0,,,,,,,,
3781,Rantau Panjang Old,6.51,2022-02-17,90.46,229.17,0.95,0.3,0.12,,,6.78,,0.55,2.0,2.81,,19.0,0.0,,,,,,,,
3782,Rantau Panjang Old,6.58,2022-02-18,83.92,218.75,0.7,0.37,0.08,,,6.5,,0.54,2.0,2.69,,18.99,0.0,,,,,,,,
3783,Rantau Panjang Old,6.53,2022-02-19,69.63,200.0,0.7,0.27,0.12,,,6.73,,0.54,2.0,2.79,,18.27,0.0,,,,,,,,
3784,Rantau Panjang Old,6.48,2022-02-20,129.71,266.67,1.13,0.27,0.16,,,6.61,,0.53,2.0,2.79,,20.53,0.0,,,,,,,,
3785,Rantau Panjang Old,6.52,2022-02-21,121.13,279.17,0.83,0.29,0.16,,,6.58,,0.53,2.0,2.73,,19.95,0.0,,,,,,,,
3786,Rantau Panjang Old,6.53,2022-02-22,194.17,385.42,0.84,0.38,0.17,,,6.63,,0.54,2.0,2.75,,22.29,0.0,,,,,,,,
3787,Rantau Panjang Old,6.58,2022-02-23,93.71,250.0,0.54,0.3,0.14,,,6.6,,0.54,2.0,2.74,,19.05,0.0,,,,,,,,
3788,Rantau Panjang Old,6.54,2022-02-24,195.29,338.1,0.68,0.37,0.12,,,6.66,,0.53,2.0,2.71,,22.36,0.0,,,,,,,,
3789,Rantau Panjang Old,6.45,2022-02-25,231.5,413.64,1.1,0.35,0.23,,,6.65,,0.55,2.0,2.78,,21.69,0.0,,,,,,,,
3790,Rantau Panjang Old,6.52,2022-02-26,357.6,635.0,1.03,0.48,0.24,,,6.69,,0.54,2.0,2.77,,26.37,0.0,,,,,,,,
3791,Rantau Panjang Old,6.44,2022-02-27,80.32,221.05,1.02,0.32,0.17,,,6.73,,0.55,2.0,2.82,,18.91,0.0,,,,,,,,
3792,Rantau Panjang Old,6.44,2022-02-28,62.75,200.0,0.81,0.32,0.17,,,6.73,,0.55,2.0,2.77,,18.29,0.0,,,,,,,,
3793,Rantau Panjang Old,6.5,2022-01-03,179.67,319.05,0.79,0.41,0.13,,,6.59,,0.53,1.0,2.81,,22.28,0.0,,,,,,,,
3794,Rantau Panjang Old,6.61,2022-02-03,255.4,460.42,0.93,0.27,0.21,,,6.57,,0.56,2.0,2.78,,18.92,0.0,,,,,,,,
3795,Rantau Panjang Old,6.53,2022-03-03,364.21,645.83,0.8,0.27,0.2,,,6.6,,0.56,3.0,2.78,,25.56,0.0,,,,,,,,
3796,Rantau Panjang Old,6.45,2022-04-03,295.56,621.67,1.2,0.26,0.31,,,6.63,,0.55,4.0,2.79,,26.3,0.0,,,,,,,,
3797,Rantau Panjang Old,6.56,2022-05-03,121.65,277.5,0.68,0.27,0.14,,,6.43,,0.56,5.0,2.76,,27.27,0.0,,,,,,,,
3798,Rantau Panjang Old,6.55,2022-06-03,57.58,200.0,0.86,0.33,0.09,,,6.74,,0.55,6.0,2.8,,22.83,0.0,,,,,,,,
3799,Rantau Panjang Old,6.45,2022-07-03,55.65,200.0,0.78,0.27,0.13,,,6.57,,0.54,7.0,2.76,,28.8,0.0,,,,,,,,
3800,Rantau Panjang Old,6.53,2022-08-03,124.1,269.05,1.31,0.3,0.2,,,6.66,,0.54,8.0,2.8,,26.19,0.0,,,,,,,,
3801,Rantau Panjang Old,6.65,2022-09-03,98.54,268.75,1.4,0.3,0.21,,,6.56,,0.54,9.0,2.76,,23.52,0.0,,,,,,,,
3802,Rantau Panjang Old,6.49,2022-10-03,129.96,241.67,1.11,0.34,0.22,,,6.66,,0.55,10.0,2.82,,23.78,0.0,,,,,,,,
3803,Rantau Panjang Old,6.38,2022-11-03,102.35,255.0,1.18,0.29,0.24,,,6.59,,0.52,11.0,2.81,,20.79,0.0,,,,,,,,
3804,Rantau Panjang Old,6.37,2022-12-03,157.33,318.75,1.29,0.29,0.19,,,6.74,,0.55,12.0,2.79,,18.44,0.0,,,,,,,,
3805,Rantau Panjang Old,6.45,2022-03-13,62.58,200.0,0.72,0.28,0.17,,,6.65,,0.52,3.0,2.76,,18.42,0.0,,,,,,,,
3806,Rantau Panjang Old,6.44,2022-03-14,288.46,487.5,1.31,0.33,0.21,,,6.59,,0.53,3.0,2.8,,24.02,0.0,,,,,,,,
3807,Rantau Panjang Old,6.5,2022-03-15,227.2,370.0,1.18,0.32,0.24,,,6.65,,0.55,3.0,2.78,,23.34,0.0,,,,,,,,
3808,Rantau Panjang Old,6.5,2022-03-16,282.33,495.83,1.23,0.3,0.24,,,6.69,,0.54,3.0,2.72,,25.09,0.0,,,,,,,,
3809,Rantau Panjang Old,6.5,2022-03-17,424.71,758.33,1.06,0.32,0.24,,,6.65,,0.55,3.0,2.71,,27.99,0.0,,,,,,,,
3810,Rantau Panjang Old,6.43,2022-03-18,439.42,804.17,1.9,0.42,0.34,,,6.71,,0.54,3.0,2.83,,28.28,0.0,,,,,,,,
3811,Rantau Panjang Old,6.49,2022-03-19,131.96,277.08,0.72,0.24,0.17,,,6.67,,0.55,3.0,2.8,,20.43,0.0,,,,,,,,
3812,Rantau Panjang Old,6.51,2022-03-20,103.85,270.0,0.73,0.27,0.12,,,6.73,,0.55,3.0,2.79,,19.58,0.0,,,,,,,,
3813,Rantau Panjang Old,6.5,2022-03-21,69.46,160.54,1.02,0.26,0.18,,,6.71,,0.54,3.0,2.83,,18.26,0.0,,,,,,,,
3814,Rantau Panjang Old,6.43,2022-03-22,120.37,257.89,0.81,0.4,0.16,,,6.74,,0.54,3.0,2.8,,20.63,0.0,,,,,,,,
3815,Rantau Panjang Old,6.48,2022-03-23,70.38,200.0,0.68,0.35,0.12,,,6.73,,0.55,3.0,2.84,,18.46,0.0,,,,,,,,
3816,Rantau Panjang Old,6.48,2022-03-24,65.5,200.0,0.64,0.25,0.12,,,6.81,,0.56,3.0,2.84,,18.31,0.0,,,,,,,,
3817,Rantau Panjang Old,6.46,2022-03-25,133.38,289.58,0.85,0.26,0.2,,,6.73,,0.55,3.0,2.79,,19.91,0.0,,,,,,,,
3818,Rantau Panjang Old,6.44,2022-03-26,136.21,291.67,0.66,0.3,0.15,,,6.64,,0.55,3.0,2.82,,20.94,0.0,,,,,,,,
3819,Rantau Panjang Old,6.52,2022-03-27,84.42,237.5,0.71,0.29,0.1,,,6.79,,0.55,3.0,2.81,,18.4,0.0,,,,,,,,
3820,Rantau Panjang Old,6.43,2022-03-28,65.67,200.0,0.63,0.28,0.11,,,6.61,,0.53,3.0,2.79,,18.29,0.0,,,,,,,,
3821,Rantau Panjang Old,6.5,2022-03-29,134.89,284.21,0.94,0.26,0.19,,,6.66,,0.54,3.0,2.57,,20.87,0.0,,,,,,,,
3822,Rantau Panjang Old,6.42,2022-03-30,155.33,310.42,0.84,0.3,0.18,,,6.67,,0.54,3.0,2.76,,22.25,0.0,,,,,,,,
3823,Rantau Panjang Old,6.43,2022-03-31,449.79,808.33,0.96,0.37,0.33,,,6.6,,0.55,3.0,2.85,,27.86,0.0,,,,,,,,
3824,Rantau Panjang Old,6.47,2022-01-04,361.63,722.92,0.8,0.47,0.07,,,6.69,,0.53,1.0,2.78,,18.79,0.0,,,,,,,,
3825,Rantau Panjang Old,6.59,2022-02-04,175.19,343.75,1.17,0.38,0.27,,,6.66,,0.53,2.0,2.78,,19.85,0.0,,,,,,,,
3826,Rantau Panjang Old,6.43,2022-03-04,365.42,662.5,1.03,0.34,0.17,,,6.51,,0.54,3.0,2.72,,22.8,0.0,,,,,,,,
3827,Rantau Panjang Old,6.44,2022-04-04,149.29,304.5,1.19,0.35,0.33,,,6.51,,0.53,4.0,2.7,,21.47,0.0,,,,,,,,
3828,Rantau Panjang Old,6.61,2022-05-04,68.63,222.92,0.69,0.23,0.11,,,6.49,,0.55,5.0,2.69,,21.58,0.0,,,,,,,,
3829,Rantau Panjang Old,6.43,2022-06-04,61.25,200.0,0.92,0.29,0.12,,,6.64,,0.53,6.0,2.76,,23.56,0.0,,,,,,,,
3830,Rantau Panjang Old,6.45,2022-07-04,50.58,200.0,1.22,0.26,0.1,,,6.36,,0.54,7.0,2.64,,24.29,0.0,,,,,,,,
3831,Rantau Panjang Old,6.55,2022-08-04,64.25,200.0,0.85,0.32,0.11,,,6.59,,0.53,8.0,2.73,,20.66,0.0,,,,,,,,
3832,Rantau Panjang Old,6.51,2022-09-04,61.83,200.0,0.97,0.26,0.15,,,6.67,,0.55,9.0,2.76,,20.83,0.0,,,,,,,,
3833,Rantau Panjang Old,6.48,2022-10-04,393.29,709.52,1.0,0.31,0.26,,,6.55,,0.54,10.0,2.72,,22.32,0.0,,,,,,,,
3834,Rantau Panjang Old,6.47,2022-11-04,157.1,297.5,1.04,0.34,0.26,,,6.64,,0.53,11.0,2.71,,23.39,0.0,,,,,,,,
3835,Rantau Panjang Old,6.37,2022-12-04,79.29,229.17,1.4,0.25,0.18,,,6.64,,0.54,12.0,2.71,,19.89,0.0,,,,,,,,
3836,Rantau Panjang Old,6.5,2022-04-13,75.21,225.0,0.72,0.28,0.12,,,6.67,,0.55,4.0,2.79,,18.15,0.0,,,,,,,,
3837,Rantau Panjang Old,6.46,2022-04-14,105.04,239.58,0.85,0.32,0.2,,,6.67,,0.54,4.0,2.74,,19.47,0.0,,,,,,,,
3838,Rantau Panjang Old,6.41,2022-04-15,66.67,202.08,0.67,0.25,0.11,,,6.67,,0.54,4.0,2.73,,18.22,0.0,,,,,,,,
3839,Rantau Panjang Old,6.46,2022-04-16,66.13,200.0,0.74,0.31,0.17,,,6.74,,0.54,4.0,2.75,,18.33,0.0,,,,,,,,
3840,Rantau Panjang Old,6.51,2022-04-17,234.08,458.33,0.97,0.32,0.22,,,6.59,,0.53,4.0,2.73,,23.16,0.0,,,,,,,,
3841,Rantau Panjang Old,6.39,2022-04-18,222.75,391.67,1.1,0.37,0.23,,,6.68,,0.52,4.0,2.75,,23.43,0.0,,,,,,,,
3842,Rantau Panjang Old,6.45,2022-04-19,330.5,587.5,0.97,0.31,0.23,,,6.59,,0.54,4.0,2.74,,25.99,0.0,,,,,,,,
3843,Rantau Panjang Old,6.42,2022-04-20,238.46,408.33,0.98,0.35,0.24,,,6.67,,0.55,4.0,2.76,,23.71,0.0,,,,,,,,
3844,Rantau Panjang Old,6.45,2022-04-21,248.46,458.33,0.89,0.31,0.23,,,6.69,,0.54,4.0,2.77,,23.02,0.0,,,,,,,,
3845,Rantau Panjang Old,6.48,2022-04-22,207.08,387.5,0.85,0.33,0.18,,,6.64,,0.55,4.0,2.75,,21.99,0.0,,,,,,,,
3846,Rantau Panjang Old,6.41,2022-04-23,215.0,400.0,1.02,0.46,0.21,,,6.65,,0.55,4.0,2.76,,22.59,0.0,,,,,,,,
3847,Rantau Panjang Old,6.43,2022-04-24,63.63,200.0,0.69,0.3,0.15,,,6.73,,0.54,4.0,2.75,,18.32,0.0,,,,,,,,
3848,Rantau Panjang Old,6.49,2022-04-25,167.92,329.17,0.86,0.27,0.22,,,6.7,,0.53,4.0,2.74,,20.37,0.0,,,,,,,,
3849,Rantau Panjang Old,6.51,2022-04-26,111.45,272.73,1.01,0.23,0.22,,,6.59,,0.54,4.0,2.73,,19.72,0.0,,,,,,,,
3850,Rantau Panjang Old,6.5,2022-04-27,217.71,425.0,0.67,0.23,0.13,,,6.71,,0.55,4.0,2.75,,22.67,0.0,,,,,,,,
3851,Rantau Panjang Old,6.46,2022-04-28,343.58,666.67,0.69,0.31,0.17,,,6.5,,0.53,4.0,2.69,,25.99,0.0,,,,,,,,
3852,Rantau Panjang Old,6.43,2022-04-29,250.76,447.92,1.05,0.32,0.23,,,6.75,,0.55,4.0,2.83,,23.67,0.0,,,,,,,,
3853,Rantau Panjang Old,6.44,2022-04-30,239.33,450.0,0.97,0.28,0.2,,,6.63,,0.54,4.0,2.76,,23.11,0.0,,,,,,,,
3854,Rantau Panjang Old,6.39,2022-01-05,312.71,583.33,0.85,0.45,0.16,,,6.67,,0.55,1.0,2.78,,20.99,0.0,,,,,,,,
3855,Rantau Panjang Old,6.52,2022-02-05,145.37,309.52,0.74,0.3,0.15,,,6.57,,0.54,2.0,2.77,,22.95,0.0,,,,,,,,
3856,Rantau Panjang Old,6.43,2022-03-05,417.13,733.33,1.07,0.39,0.24,,,6.63,,0.54,3.0,2.74,,20.39,0.0,,,,,,,,
3857,Rantau Panjang Old,6.46,2022-04-05,218.34,466.67,1.07,0.29,0.14,,,6.66,,0.54,4.0,2.79,,18.41,0.0,,,,,,,,
3858,Rantau Panjang Old,6.57,2022-05-05,68.67,208.33,0.76,0.26,0.1,,,6.58,,0.55,5.0,2.74,,18.48,0.0,,,,,,,,
3859,Rantau Panjang Old,6.49,2022-06-05,51.0,200.0,0.99,0.25,0.12,,,6.55,,0.55,6.0,2.72,,18.37,0.0,,,,,,,,
3860,Rantau Panjang Old,6.46,2022-07-05,49.13,200.0,1.08,0.31,0.11,,,6.65,,0.56,7.0,2.81,,18.51,0.0,,,,,,,,
3861,Rantau Panjang Old,6.53,2022-08-05,58.83,200.0,1.13,0.4,0.15,,,6.65,,0.55,8.0,2.8,,18.41,0.0,,,,,,,,
3862,Rantau Panjang Old,6.52,2022-09-05,53.86,200.0,1.25,0.23,0.1,,,6.69,,0.56,9.0,2.78,,18.3,0.0,,,,,,,,
3863,Rantau Panjang Old,6.46,2022-10-05,119.05,263.16,0.91,0.3,0.19,,,6.72,,0.53,10.0,2.77,,19.52,0.0,,,,,,,,
3864,Rantau Panjang Old,6.49,2022-11-05,99.33,244.44,1.1,0.3,0.22,,,6.66,,0.53,11.0,2.75,,26.67,0.0,,,,,,,,
3865,Rantau Panjang Old,6.46,2022-12-05,69.5,210.42,1.28,0.19,0.15,,,6.7,,0.55,12.0,2.75,,24.07,0.0,,,,,,,,
3866,Rantau Panjang Old,6.4,2022-05-13,129.8,289.58,0.61,0.34,0.15,,,6.68,,0.54,5.0,2.75,,20.44,0.0,,,,,,,,
3867,Rantau Panjang Old,6.46,2022-05-14,74.92,220.83,0.57,0.29,0.12,,,6.66,,0.55,5.0,2.77,,18.74,0.0,,,,,,,,
3868,Rantau Panjang Old,6.45,2022-05-15,216.16,383.33,0.91,0.34,0.29,,,6.7,,0.54,5.0,2.76,,23.59,0.0,,,,,,,,
3869,Rantau Panjang Old,6.28,2022-05-16,708.46,1333.33,1.28,0.52,0.37,,,6.68,,0.53,5.0,2.76,,34.42,0.0,,,,,,,,
3870,Rantau Panjang Old,6.12,2022-05-17,538.83,983.33,1.48,0.51,0.32,,,6.67,,0.54,5.0,2.77,,30.79,0.0,,,,,,,,
3871,Rantau Panjang Old,6.25,2022-05-18,158.29,320.83,0.97,0.34,0.28,,,6.68,,0.54,5.0,2.77,,22.62,0.0,,,,,,,,
3872,Rantau Panjang Old,6.3,2022-05-19,125.38,264.58,0.65,0.31,0.2,,,6.69,,0.54,5.0,2.77,,20.7,0.0,,,,,,,,
3873,Rantau Panjang Old,6.39,2022-05-20,70.5,206.25,0.52,0.26,0.14,,,6.69,,0.54,5.0,2.77,,18.44,0.0,,,,,,,,
3874,Rantau Panjang Old,6.45,2022-05-21,63.79,200.0,0.64,0.21,0.15,,,6.7,,0.54,5.0,2.77,,18.3,0.0,,,,,,,,
3875,Rantau Panjang Old,6.43,2022-05-22,63.88,200.0,0.71,0.3,0.15,,,6.63,,0.54,5.0,2.76,,18.31,0.0,,,,,,,,
3876,Rantau Panjang Old,6.42,2022-05-23,62.04,200.0,0.81,0.29,0.12,,,6.64,,0.55,5.0,2.76,,18.31,0.0,,,,,,,,
3877,Rantau Panjang Old,6.55,2022-05-24,145.13,345.83,0.83,0.31,0.13,,,6.4,,0.55,5.0,2.8,,20.48,0.0,,,,,,,,
3878,Rantau Panjang Old,6.4,2022-05-25,470.08,833.33,1.48,0.42,0.29,,,6.72,,0.55,5.0,2.75,,28.04,0.0,,,,,,,,
3879,Rantau Panjang Old,6.43,2022-05-26,190.57,363.04,1.1,0.26,0.18,,,6.68,,0.54,5.0,2.68,,24.19,0.0,,,,,,,,
3880,Rantau Panjang Old,6.43,2022-05-27,88.83,233.33,0.64,0.26,0.14,,,6.75,,0.55,5.0,2.73,,19.1,0.0,,,,,,,,
3881,Rantau Panjang Old,6.42,2022-05-28,66.83,200.0,0.54,0.27,0.14,,,6.71,,0.55,5.0,2.83,,18.34,0.0,,,,,,,,
3882,Rantau Panjang Old,6.44,2022-05-29,62.96,200.0,0.73,0.26,0.1,,,6.66,,0.55,5.0,2.73,,18.49,0.0,,,,,,,,
3883,Rantau Panjang Old,6.46,2022-05-30,52.83,200.0,0.66,0.27,0.11,,,6.69,,0.51,5.0,2.76,,18.33,0.0,,,,,,,,
3884,Rantau Panjang Old,6.44,2022-05-31,61.25,200.0,0.96,0.25,0.13,,,6.7,,0.54,5.0,2.76,,18.58,0.0,,,,,,,,
3885,Rantau Panjang Old,6.37,2022-01-06,134.29,297.92,0.66,0.24,0.11,,,6.64,,0.54,1.0,2.77,,18.75,0.0,,,,,,,,
3886,Rantau Panjang Old,6.54,2022-02-06,74.27,106.04,1.26,0.31,0.3,,,6.66,,0.54,2.0,2.77,,19.78,0.0,,,,,,,,
3887,Rantau Panjang Old,6.51,2022-03-06,199.72,350.0,0.84,0.24,0.22,,,6.69,,0.54,3.0,2.83,,18.25,0.0,,,,,,,,
3888,Rantau Panjang Old,6.44,2022-04-06,204.63,391.67,1.09,0.31,0.23,,,6.69,,0.55,4.0,2.78,,18.2,0.0,,,,,,,,
3889,Rantau Panjang Old,6.6,2022-05-06,73.29,220.83,0.72,0.25,0.08,,,6.73,,0.55,5.0,2.79,,18.11,0.0,,,,,,,,
3890,Rantau Panjang Old,6.45,2022-06-06,67.71,200.0,1.22,0.22,0.15,,,6.73,,0.55,6.0,2.79,,18.71,0.0,,,,,,,,
3891,Rantau Panjang Old,6.45,2022-07-06,54.13,200.0,0.78,0.28,0.1,,,6.7,,0.54,7.0,2.77,,22.27,0.0,,,,,,,,
3892,Rantau Panjang Old,6.47,2022-08-06,52.21,200.0,0.65,0.34,0.12,,,6.63,,0.53,8.0,2.73,,27.15,0.0,,,,,,,,
3893,Rantau Panjang Old,6.52,2022-09-06,50.25,200.0,1.16,0.25,0.14,,,6.28,,0.51,9.0,2.59,,29.13,0.0,,,,,,,,
3894,Rantau Panjang Old,6.48,2022-10-06,62.11,200.0,1.28,0.29,0.13,,,6.44,,0.52,10.0,2.67,,24.58,0.0,,,,,,,,
3895,Rantau Panjang Old,6.44,2022-11-06,65.3,200.0,1.37,0.24,0.17,,,6.43,,0.5,11.0,2.67,,25.19,0.0,,,,,,,,
3896,Rantau Panjang Old,6.44,2022-12-06,120.92,258.33,0.91,0.22,0.18,,,6.71,,0.52,12.0,2.74,,24.61,0.0,,,,,,,,
3897,Rantau Panjang Old,6.46,2022-06-13,164.13,341.67,1.14,0.36,0.29,,,6.71,,0.54,6.0,2.8,,21.43,0.0,,,,,,,,
3898,Rantau Panjang Old,6.4,2022-06-14,250.38,458.33,1.57,0.41,0.33,,,6.6,,0.52,6.0,2.72,,24.02,0.0,,,,,,,,
3899,Rantau Panjang Old,6.44,2022-06-15,173.88,325.0,1.29,0.34,0.24,,,6.72,,0.49,6.0,2.75,,22.05,0.0,,,,,,,,
3900,Rantau Panjang Old,6.44,2022-06-16,91.5,239.58,1.08,0.23,0.16,,,6.6,,0.53,6.0,2.73,,18.98,0.0,,,,,,,,
3901,Rantau Panjang Old,6.38,2022-06-17,154.71,297.92,0.89,0.39,0.19,,,6.6,,0.53,6.0,2.7,,21.75,0.0,,,,,,,,
3902,Rantau Panjang Old,6.41,2022-06-18,240.04,466.67,1.41,0.36,0.22,,,6.62,,0.54,6.0,2.75,,23.73,0.0,,,,,,,,
3903,Rantau Panjang Old,6.42,2022-06-19,265.96,475.0,1.47,0.31,0.3,,,6.73,,0.54,6.0,2.77,,24.06,0.0,,,,,,,,
3904,Rantau Panjang Old,6.47,2022-06-20,218.21,396.04,1.45,0.48,0.42,,,6.73,,0.55,6.0,2.77,,22.45,0.0,,,,,,,,
3905,Rantau Panjang Old,6.5,2022-06-21,154.79,325.0,1.15,0.35,0.22,,,6.71,,0.54,6.0,2.76,,20.75,0.0,,,,,,,,
3906,Rantau Panjang Old,6.53,2022-06-22,84.17,233.33,0.99,0.27,0.16,,,6.71,,0.54,6.0,2.76,,18.32,0.0,,,,,,,,
3907,Rantau Panjang Old,6.5,2022-06-23,67.21,210.42,0.95,0.28,0.12,,,6.69,,0.55,6.0,2.78,,18.44,0.0,,,,,,,,
3908,Rantau Panjang Old,6.57,2022-06-24,253.79,472.92,1.27,0.32,0.38,,,6.72,,0.54,6.0,2.75,,23.84,0.0,,,,,,,,
3909,Rantau Panjang Old,6.46,2022-06-25,99.75,239.58,0.88,0.24,0.14,,,6.73,,0.54,6.0,2.8,,20.06,0.0,,,,,,,,
3910,Rantau Panjang Old,6.53,2022-06-26,68.04,200.0,1.04,0.28,0.18,,,6.67,,0.54,6.0,2.77,,18.41,0.0,,,,,,,,
3911,Rantau Panjang Old,6.44,2022-06-27,72.38,216.67,0.85,0.29,0.14,,,6.65,,0.54,6.0,2.75,,18.1,0.0,,,,,,,,
3912,Rantau Panjang Old,6.45,2022-06-28,52.33,200.0,1.04,0.26,0.11,,,6.61,,0.53,6.0,2.71,,18.4,0.0,,,,,,,,
3913,Rantau Panjang Old,6.49,2022-06-29,57.17,200.0,0.93,0.25,0.12,,,6.66,,0.52,6.0,2.73,,18.26,0.0,,,,,,,,
3914,Rantau Panjang Old,6.47,2022-06-30,55.5,200.0,0.88,0.35,0.14,,,6.73,,0.55,6.0,2.78,,18.29,0.0,,,,,,,,
3915,Rantau Panjang Old,6.41,2022-01-07,93.95,233.33,0.66,0.35,0.05,,,6.8,,0.55,1.0,2.82,,18.38,0.0,,,,,,,,
3916,Rantau Panjang Old,6.58,2022-02-07,79.88,212.5,0.76,0.51,0.11,,,6.75,,0.52,2.0,2.77,,18.45,0.0,,,,,,,,
3917,Rantau Panjang Old,6.49,2022-03-07,438.79,822.92,1.05,0.39,0.27,,,6.66,,0.53,3.0,2.78,,18.42,0.0,,,,,,,,
3918,Rantau Panjang Old,6.39,2022-04-07,259.75,455.0,1.56,0.34,0.19,,,6.56,,0.54,4.0,2.74,,18.41,0.0,,,,,,,,
3919,Rantau Panjang Old,6.6,2022-05-07,66.04,204.17,0.76,0.25,0.09,,,6.63,,0.53,5.0,2.76,,18.19,0.0,,,,,,,,
3920,Rantau Panjang Old,6.4,2022-06-07,209.79,410.42,1.31,0.29,0.25,,,6.64,,0.53,6.0,2.76,,18.23,0.0,,,,,,,,
3921,Rantau Panjang Old,6.41,2022-07-07,56.5,200.0,1.13,0.26,0.11,,,6.68,,0.53,7.0,2.76,,18.33,0.0,,,,,,,,
3922,Rantau Panjang Old,6.45,2022-08-07,48.58,175.0,1.16,0.31,0.16,,,6.67,,0.53,8.0,2.75,,18.27,0.0,,,,,,,,
3923,Rantau Panjang Old,6.32,2022-09-07,163.54,325.0,1.01,0.39,0.24,,,6.68,,0.54,9.0,2.77,,18.85,0.0,,,,,,,,
3924,Rantau Panjang Old,6.51,2022-10-07,59.62,200.0,1.09,0.25,0.12,,,6.69,,0.53,10.0,2.76,,18.39,0.0,,,,,,,,
3925,Rantau Panjang Old,6.46,2022-11-07,96.74,231.58,0.96,0.33,0.18,,,6.7,,0.54,11.0,2.76,,19.7,0.0,,,,,,,,
3926,Rantau Panjang Old,6.44,2022-12-07,131.67,277.08,1.09,0.34,0.21,,,6.66,,0.52,12.0,2.75,,18.99,0.0,,,,,,,,
