,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda_Ash_T,Liquid Chlorine,Sodium Silico Fluoride,Month,Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Sodium Aluminosilicate,Liquid Polyaluminium Chloride ,Liquid Aluminium Sulphate,Liquid_Chlorine_T,Hydrated_Lime_Pow_T,Flopam FO 4290 PWG,Microsand,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Sodium Silico Fluoride (mg/L)
966,Rasa,6.65,2021-01-11,12.08,21.67,0.57,0.0,0.03,,,,,,1.0,,,,,,,3.58,11.13,,,36.24,0.07,0.3
967,Rasa,6.62,2021-01-12,12.17,20.67,0.58,0.0,0.04,,,,,,1.0,,,,,,,3.22,4.76,,,25.64,0.05,0.0
968,Rasa,6.78,2021-01-13,6.04,21.33,0.44,0.02,0.03,,,,,,1.0,,,,,,,3.13,15.19,,,32.41,0.04,0.62
969,Rasa,6.83,2021-01-14,5.55,20.5,0.42,0.0,0.03,,,,,,1.0,,,,,,,2.98,9.37,,,32.44,0.04,0.49
970,Rasa,6.89,2021-01-15,5.2,20.08,0.38,0.0,0.03,,,,,,1.0,,,,,,,3.18,5.27,,,38.91,0.04,0.34
971,Rasa,6.87,2021-01-16,4.94,19.67,0.37,0.0,0.03,,,,,,1.0,,,,,,,2.78,9.56,,,29.88,0.04,0.34
972,Rasa,6.84,2021-01-17,15.92,20.5,0.42,0.0,0.03,,,,,,1.0,,,,,,,2.69,15.08,,,34.83,0.04,0.54
973,Rasa,6.87,2021-01-18,6.72,21.92,0.37,0.0,0.04,,,,,,1.0,,,,,,,3.1,11.51,,,37.34,0.04,0.59
974,Rasa,6.89,2021-01-19,7.97,20.67,0.54,0.0,0.04,,,,,,1.0,,,,,,,3.23,9.94,,,35.8,0.04,0.53
975,Rasa,6.87,2021-01-20,5.76,19.83,0.36,0.0,0.02,,,,,,1.0,,,,,,,2.9,5.74,,,37.82,0.04,0.62
976,Rasa,6.8,2021-01-21,34.11,30.92,0.45,0.02,0.07,,,,,,1.0,,,,,,,3.08,7.72,,,31.56,0.04,0.56
977,Rasa,6.73,2021-01-22,15.01,23.5,0.42,0.02,0.03,,,,,,1.0,,,,,,,2.56,4.51,,,33.15,0.04,0.63
978,Rasa,6.74,2021-01-23,6.94,18.5,0.34,0.0,0.03,,,,,,1.0,,,,,,,2.94,4.47,,,25.75,0.04,0.0
979,Rasa,6.84,2021-01-24,5.65,17.58,0.28,0.0,0.03,,,,,,1.0,,,,,,,3.16,10.29,,,25.06,0.04,0.0
980,Rasa,6.74,2021-01-25,5.18,18.83,0.31,0.0,0.02,,,,,,1.0,,,,,,,3.3,7.99,,,28.23,0.04,2.22
981,Rasa,6.84,2021-01-26,5.08,16.33,0.33,0.0,0.03,,,,,,1.0,,,,,,,3.02,10.64,,,32.56,0.04,0.0
982,Rasa,6.81,2021-01-27,4.71,16.67,0.3,0.0,0.03,,,,,,1.0,,,,,,,2.75,7.34,,,26.35,0.04,0.0
983,Rasa,6.79,2021-01-28,4.3,14.75,0.3,0.0,0.03,,,,,,1.0,,,,,,,2.76,6.42,,,33.05,0.04,0.0
984,Rasa,6.81,2021-01-29,4.18,15.17,0.31,0.0,0.02,,,,,,1.0,,,,,,,3.25,6.23,,,30.31,0.04,0.66
985,Rasa,6.81,2021-01-30,3.87,14.83,0.29,0.0,0.02,,,,,,1.0,,,,,,,2.9,9.2,,,32.88,0.04,0.0
986,Rasa,6.72,2021-01-31,4.08,14.5,0.31,0.0,0.02,,,,,,1.0,,,,,,,3.55,10.68,,,33.4,0.04,0.0
987,Sungai Selangor Fasa 1,6.29,2021-01-01,79.85,594.17,1.97,0.03,0.16,,,,,,1.0,,,,,,,5.024295863,8.575546919,,,31.94842814,0.044372817,0.72983378
988,Sungai Selangor Fasa 1,6.25,2021-01-02,41.32,333.08,1.29,0.05,0.1,,,,,,1.0,,,,,,,5.339857727999999,11.75583839,,,25.66662023,0.044223629,0.646695016
989,Sungai Selangor Fasa 1,6.29,2021-01-03,217.42,1645.58,2.63,0.04,0.35,,,,,,1.0,,,,,,,4.916171285,11.14627688,,,25.77762253,0.044436511,0.634058428
990,Sungai Selangor Fasa 1,6.08,2021-01-04,154.02,1218.33,2.53,0.04,0.45,,,,,,1.0,,,,,,,6.228620746,8.360113266,,,32.44065198,0.048790007,0.799984717
991,Sungai Selangor Fasa 1,6.07,2021-01-05,107.31,955.17,1.53,0.04,0.19,,,,,,1.0,,,,,,,6.566609817000001,11.7203979,,,43.43670713,0.077800541,0.845818574
992,Sungai Selangor Fasa 1,6.18,2021-01-06,92.75,758.25,1.56,0.04,0.26,,,,,,1.0,,,,,,,6.792756183,9.114895307,,,38.7383038,0.047202092,0.846730107
993,Sungai Selangor Fasa 1,6.18,2021-01-07,52.68,402.75,1.22,0.04,0.12,,,,,,1.0,,,,,,,6.59750105,11.1000942,,,41.59915807,0.078296765,0.885455558
994,Sungai Selangor Fasa 1,6.18,2021-01-08,58.41,453.17,1.13,0.03,0.09,,,,,,1.0,,,,,,,5.730186205,11.82100611,,,20.25333254,0.048871865,0.752509787
995,Sungai Selangor Fasa 1,6.26,2021-01-09,47.1,389.5,1.29,0.03,0.1,,,,,,1.0,,,,,,,6.231960611,14.68992675,,,32.26231993,0.05,0.817541552
996,Sungai Selangor Fasa 1,6.33,2021-01-10,36.88,305.5,1.12,0.05,0.08,,,,,,1.0,,,,,,,6.218236678999999,10.4878,,,35.08026075,0.05,0.833565102
997,Sungai Selangor Fasa 1,6.3,2021-01-11,37.18,305.33,1.16,0.05,0.08,,,,,,1.0,,,,,,,7.466486196,12.00372739,,,61.95017806,0.091023438,0.845868641
998,Sungai Selangor Fasa 1,6.28,2021-01-12,29.35,243.92,1.08,0.07,0.07,,,,,,1.0,,,,,,,5.486942642,8.81543353,,,33.82550606,0.049538609,0.57538214
999,Sungai Selangor Fasa 1,6.26,2021-01-13,31.18,235.17,1.2,0.05,0.07,,,,,,1.0,,,,,,,4.972984981,11.06292592,,,21.28168977,0.05,0.78362392
1000,Sungai Selangor Fasa 1,6.3,2021-01-14,37.63,307.33,0.92,0.04,0.05,,,,,,1.0,,,,,,,4.76519508,9.483357619,,,24.8042238,0.044293257,0.729489048
1001,Sungai Selangor Fasa 1,6.32,2021-01-15,24.58,206.58,0.88,0.05,0.06,,,,,,1.0,,,,,,,4.946678926000001,6.492710129,,,22.83012804,0.043904092,0.676323972
1002,Sungai Selangor Fasa 1,6.2,2021-01-16,33.43,251.25,0.97,0.04,0.05,,,,,,1.0,,,,,,,4.817710456,10.97229131,,,32.06532776,0.044535177,0.777203968
1003,Sungai Selangor Fasa 1,6.2,2021-01-17,34.48,289.08,0.93,0.03,0.04,,,,,,1.0,,,,,,,4.59985628,10.81316828,,,22.73987507,0.043730529,0.675823017
1004,Sungai Selangor Fasa 1,6.06,2021-01-18,60.6,472.08,1.22,0.04,0.21,,,,,,1.0,,,,,,,4.739366925000001,8.62345764,,,26.74526208,0.044575437,0.8256502
1005,Sungai Selangor Fasa 1,6.18,2021-01-19,20.38,171.58,0.89,0.04,0.05,,,,,,1.0,,,,,,,4.906117330000001,9.870838254,,,19.5700635,0.044477417,0.776871529
1006,Sungai Selangor Fasa 1,6.23,2021-01-20,20.94,173.67,0.77,0.04,0.03,,,,,,1.0,,,,,,,4.933915603,11.44969797,,,23.36171482,0.044926375,0.877194602
1007,Sungai Selangor Fasa 1,6.25,2021-01-21,19.47,152.58,0.82,0.03,0.04,,,,,,1.0,,,,,,,4.738738824,10.19650114,,,21.57846469,0.044955135,0.591761227
1008,Sungai Selangor Fasa 1,6.28,2021-01-22,65.82,512.17,1.1,0.02,0.09,,,,,,1.0,,,,,,,4.7634064,11.01859572,,,28.12267109,0.087883347,0.826394679
1009,Sungai Selangor Fasa 1,6.3,2021-01-23,26.6,213.33,0.71,0.12,0.06,,,,,,1.0,,,,,,,4.588793582,11.67269756,,,17.97917652,0.089895883,0.787443883
1010,Sungai Selangor Fasa 1,6.25,2021-01-24,28.43,222.5,0.69,0.08,0.04,,,,,,1.0,,,,,,,4.749940316,10.36687635,,,30.54197635,0.044914671,0.69421047
1011,Sungai Selangor Fasa 1,6.1,2021-01-25,154.47,808.0,1.66,0.03,0.33,,,,,,1.0,,,,,,,4.961268476,8.072179966,,,28.58521073,0.044664392,0.550375907
1012,Sungai Selangor Fasa 1,6.24,2021-01-26,22.14,186.42,0.72,0.03,0.05,,,,,,1.0,,,,,,,5.090159872999999,10.58964223,,,16.10098538,0.089449919,0.639030135
1013,Sungai Selangor Fasa 1,6.26,2021-01-27,23.23,190.08,0.75,0.05,0.04,,,,,,1.0,,,,,,,5.027117593,12.61209225,,,22.98196269,0.044196082,0.63974381
1014,Sungai Selangor Fasa 1,6.19,2021-01-28,42.06,340.0,0.85,0.05,0.08,,,,,,1.0,,,,,,,5.306201275,12.9830319,,,28.01738479,0.043777164,0.676199578
1015,Sungai Selangor Fasa 1,6.14,2021-01-29,30.24,374.5,1.21,0.04,0.18,,,,,,1.0,,,,,,,5.176815807,13.32778609,,,31.57218981,0.087700527,0.72042087
1016,Sungai Selangor Fasa 1,6.27,2021-01-30,18.21,146.17,0.74,0.02,0.04,,,,,,1.0,,,,,,,5.186502203,11.88499779,,,32.47391713,0.045102663,0.696386589
1017,Sungai Selangor Fasa 1,6.3,2021-01-31,16.62,136.33,0.73,0.03,0.04,,,,,,1.0,,,,,,,4.898656416,13.83058653,,,25.33766969,0.090491677,0.654149363
1018,Sungai Selangor Fasa 2 Stream C,6.28,2021-01-01,105.83,7.58,1.95,0.21,0.2,,,,,0.44,,,,,,,14.0,7.35,15.0,0.24,377.5,,,
1019,Sungai Selangor Fasa 2 Stream C,6.26,2021-01-02,106.67,6.33,2.01,0.21,0.24,,,,,0.63,,,,,,,28.83,8.09,14.3,0.22,242.0,,,
1020,Sungai Selangor Fasa 2 Stream C,6.31,2021-01-03,107.5,8.42,1.58,0.26,0.13,,,,,0.58,,,,,,,24.0,7.61,9.6,0.22,352.95,,,
1021,Sungai Selangor Fasa 2 Stream C,6.18,2021-01-04,338.33,11.25,2.32,0.43,0.43,,,,,0.67,,,,,,,33.0,7.8100000000000005,14.3,0.18,0.0,,,
1022,Sungai Selangor Fasa 2 Stream C,6.12,2021-01-05,233.33,13.5,2.96,0.31,0.6,,,,,0.69,,,,,,,44.33,8.280000000000001,14.2,0.43,235.0,,,
1023,Sungai Selangor Fasa 2 Stream C,6.18,2021-01-06,156.25,11.5,1.51,0.27,0.21,,,,,0.65,,,,,,,30.17,8.68,18.5,0.34,0.0,,,
1024,Sungai Selangor Fasa 2 Stream C,6.21,2021-01-07,128.5,10.83,1.83,0.24,0.26,,,,,0.57,,,,,,,35.0,7.92,29.2,0.43,235.0,,,
1025,Sungai Selangor Fasa 2 Stream C,6.2,2021-01-08,94.17,9.75,1.72,0.21,0.16,,,,,0.63,,,,,,,27.83,6.92,9.4,0.31,235.3,,,
1026,Sungai Selangor Fasa 2 Stream C,6.2,2021-01-09,102.5,9.67,1.74,0.0,0.19,,,,,0.56,,,,,,,29.5,7.449999999999999,19.0,0.35,230.8,,,
1027,Sungai Selangor Fasa 2 Stream C,6.08,2021-01-10,87.5,6.75,1.61,0.19,0.18,,,,,0.59,,,,,,,33.67,7.109999999999999,12.5,0.36,461.5,,,
1028,Sungai Selangor Fasa 2 Stream C,6.12,2021-01-11,69.17,8.08,1.63,0.19,0.18,,,,,0.43,,,,,,,37.5,8.79,20.4,0.37,235.0,,,
1029,Sungai Selangor Fasa 2 Stream C,6.15,2021-01-12,77.5,6.92,1.66,0.19,0.19,,,,,,,,,,,,,,,,,,,
1030,Sungai Selangor Fasa 2 Stream C,6.19,2021-01-13,62.5,7.25,1.58,0.2,0.16,,,,,0.78,,,,,,,14.33,7.23,13.8,0.25,242.4,,,
1031,Sungai Selangor Fasa 2 Stream C,6.16,2021-01-14,61.67,6.42,1.41,0.24,0.14,,,,,0.63,,,,,,,13.5,7.42,15.7,0.23,0.0,,,
1032,Sungai Selangor Fasa 2 Stream C,6.18,2021-01-15,100.42,7.0,1.68,0.27,0.19,,,,,0.6,,,,,,,15.17,7.34,4.9,0.23,242.2,,,
1033,Sungai Selangor Fasa 2 Stream C,6.33,2021-01-16,59.17,6.42,1.47,0.24,0.18,,,,,0.51,,,,,,,14.67,7.83,15.2,0.25,242.4,,,
1034,Sungai Selangor Fasa 2 Stream C,6.3,2021-01-17,72.5,5.73,1.65,0.25,0.22,,,,,0.59,,,,,,,14.83,7.78,15.2,0.25,242.4,,,
1035,Sungai Selangor Fasa 2 Stream C,6.32,2021-01-18,178.33,6.67,1.33,0.26,0.11,,,,,0.6,,,,,,,15.83,7.63,15.2,0.24,484.4,,,
1036,Sungai Selangor Fasa 2 Stream C,6.11,2021-01-19,122.67,5.17,2.29,0.27,0.28,,,,,0.6,,,,,,,13.33,7.4799999999999995,15.2,0.25,242.3,,,
1037,Sungai Selangor Fasa 2 Stream C,6.28,2021-01-20,52.5,4.75,1.39,0.2,0.12,,,,,0.6,,,,,,,13.5,7.93,15.2,0.32,0.0,,,
1038,Sungai Selangor Fasa 2 Stream C,6.37,2021-01-21,55.83,5.75,1.29,0.23,0.13,,,,,0.6,,,,,,,14.0,7.99,15.2,0.25,0.0,,,
1039,Sungai Selangor Fasa 2 Stream C,6.19,2021-01-22,53.33,4.92,1.27,0.21,0.12,,,,,0.6,,,,,,,13.33,7.63,15.2,0.28,484.8,,,
1040,Sungai Selangor Fasa 2 Stream C,6.24,2021-01-23,167.5,5.58,3.05,0.26,0.41,,,,,0.6,,,,,,,12.83,7.0600000000000005,15.2,0.34,0.0,,,
1041,Sungai Selangor Fasa 2 Stream C,6.11,2021-01-24,78.92,6.5,1.34,0.19,0.15,,,,,0.64,,,,,,,12.0,7.04,9.85,0.26,0.0,,,
1042,Sungai Selangor Fasa 2 Stream C,6.09,2021-01-25,183.33,7.25,1.53,0.27,0.12,,,,,0.71,,,,,,,13.5,6.77,10.53,0.28,484.0,,,
1043,Sungai Selangor Fasa 2 Stream C,6.18,2021-01-26,93.13,5.0,2.06,0.24,0.28,,,,,0.56,,,,,,,14.5,7.51,12.07,0.29,242.0,,,
1044,Sungai Selangor Fasa 2 Stream C,6.4,2021-01-27,55.0,6.13,1.46,0.19,0.16,,,,,0.59,,,,,,,12.67,7.54,9.77,0.23,242.2,,,
1045,Sungai Selangor Fasa 2 Stream C,6.4,2021-01-28,120.0,8.5,1.38,0.26,0.17,,,,,0.83,,,,,,,12.83,7.47,9.8,0.27,24.2,,,
1046,Sungai Selangor Fasa 2 Stream C,6.33,2021-01-29,244.17,5.33,0.0,0.37,0.0,,,,,0.46,,,,,,,14.92,8.16,17.57,0.3,242.0,,,
1047,Sungai Selangor Fasa 2 Stream C,6.37,2021-01-30,66.67,5.5,0.0,0.25,0.0,,,,,0.61,,,,,,,13.83,7.43,15.0,0.27,235.3,,,
1048,Sungai Selangor Fasa 2 Stream C,6.4,2021-01-31,69.17,10.0,0.0,0.3,0.0,,,,,0.6,,,,,,,12.17,7.42,20.0,0.26,235.3,,,
1049,Sungai Selangor Fasa 3,6.22,2021-01-01,77.82,13.58,1.88,0.09,0.22,,,,,,1.0,,,,,,,5.674051531,9.63119039,,,32.57619686,0.06291115,0.515
1050,Sungai Selangor Fasa 3,6.2,2021-01-02,65.73,12.17,1.76,0.11,0.31,,,,,,1.0,,,,,,,6.428393213,7.883057846,,,30.6744803,0.067013252,0.49
1051,Sungai Selangor Fasa 3,6.2,2021-01-03,271.5,19.67,2.99,0.12,0.6,,,,,,1.0,,,,,,,6.326818702,7.7216535539999995,,,24.48801245,0.065288002,0.49
1052,Sungai Selangor Fasa 3,5.7,2021-01-04,231.08,14.17,2.09,0.19,0.46,,,,,,1.0,,,,,,,5.696062528,8.222912125999999,,,26.4290511,0.063453346,0.485
1053,Sungai Selangor Fasa 3,6.09,2021-01-05,148.54,16.0,1.62,0.15,0.36,,,,,,1.0,,,,,,,5.775098795,9.657785232,,,43.36105874,0.064698041,0.475
1054,Sungai Selangor Fasa 3,6.2,2021-01-06,128.08,13.58,1.7,0.17,0.33,,,,,,1.0,,,,,,,6.1710327330000005,9.507943354999998,,,34.98802754,0.06313757,0.475
1055,Sungai Selangor Fasa 3,6.23,2021-01-07,96.8,13.17,1.58,0.15,0.32,,,,,,1.0,,,,,,,6.213399375,10.932041745000001,,,35.59352114,0.065389635,0.53
1056,Sungai Selangor Fasa 3,6.25,2021-01-08,87.31,12.67,1.62,0.11,0.32,,,,,,1.0,,,,,,,6.1710327330000005,9.180725737,,,20.95138646,0.056148781,0.515
1057,Sungai Selangor Fasa 3,6.25,2021-01-09,60.82,11.08,1.54,0.09,0.23,,,,,,1.0,,,,,,,6.063126988,9.030622018999999,,,34.05081582,0.065606232,0.51
1058,Sungai Selangor Fasa 3,6.21,2021-01-10,46.16,11.17,1.42,0.08,0.26,,,,,,1.0,,,,,,,4.432355954,9.122046145999999,,,37.03441984,0.070245637,0.48
1059,Sungai Selangor Fasa 3,6.19,2021-01-11,51.02,11.5,1.19,0.14,0.13,,,,,,1.0,,,,,,,5.995844463999999,8.327105834000001,,,25.28615575,0.064523583,0.51
1060,Sungai Selangor Fasa 3,6.03,2021-01-12,47.46,11.17,0.91,0.06,0.11,,,,,,1.0,,,,,,,3.399944836,8.667737046,,,45.73754117,0.063996697,0.495
1061,Sungai Selangor Fasa 3,6.16,2021-01-13,43.63,10.5,1.03,0.06,0.12,,,,,,1.0,,,,,,,6.215825605,6.968119286,,,24.22719633,0.066255818,0.54
1062,Sungai Selangor Fasa 3,6.16,2021-01-14,79.24,12.75,1.14,0.09,0.15,,,,,,1.0,,,,,,,6.446799362,7.415181002000001,,,25.0950543,0.068736905,0.55
1063,Sungai Selangor Fasa 3,6.09,2021-01-15,56.16,12.0,1.19,0.12,0.14,,,,,,1.0,,,,,,,6.491167472,7.2557596360000005,,,26.0096743,0.068085816,0.535
1064,Sungai Selangor Fasa 3,6.36,2021-01-16,78.48,12.92,1.42,0.04,0.18,,,,,,1.0,,,,,,,6.616753848999999,7.337265161,,,27.40816191,0.068267332,0.55
1065,Sungai Selangor Fasa 3,6.29,2021-01-17,88.82,12.33,1.31,0.08,0.2,,,,,,1.0,,,,,,,6.056027543,7.349141142000001,,,24.98066235,0.067051649,0.54
1066,Sungai Selangor Fasa 3,6.16,2021-01-18,123.47,11.58,1.89,0.08,0.29,,,,,,1.0,,,,,,,5.27639474,8.771614981,,,43.88223769,0.067839336,0.53
1067,Sungai Selangor Fasa 3,6.08,2021-01-19,50.1,14.58,1.26,0.07,0.12,,,,,,1.0,,,,,,,5.013433365,9.404000864,,,45.12056699,0.064202513,0.525
1068,Sungai Selangor Fasa 3,6.15,2021-01-20,51.73,15.75,1.3,0.08,0.16,,,,,,1.0,,,,,,,6.035265626999999,9.389706893,,,44.84354189,0.065756377,0.53
1069,Sungai Selangor Fasa 3,6.11,2021-01-21,39.29,14.67,1.03,0.06,0.12,,,,,,1.0,,,,,,,6.645610583,9.400422667,,,45.96689909,0.066602717,0.505
1070,Sungai Selangor Fasa 3,6.14,2021-01-22,129.31,18.58,1.97,0.14,0.24,,,,,,1.0,,,,,,,5.846298915,8.271966833,,,25.8441521,0.06439699,0.525
1071,Sungai Selangor Fasa 3,6.29,2021-01-23,78.91,13.83,1.42,0.15,0.2,,,,,,1.0,,,,,,,5.842205185999999,8.497610756,,,25.15714232,0.066297179,0.525
1072,Sungai Selangor Fasa 3,6.13,2021-01-24,129.17,13.5,1.56,0.08,0.29,,,,,,1.0,,,,,,,5.9178686659999995,8.308252119999999,,,20.06936059,0.065192833,0.53
1073,Sungai Selangor Fasa 3,5.96,2021-01-25,186.32,14.83,2.57,0.14,0.48,,,,,,1.0,,,,,,,6.822056603,8.098577323,,,31.06301214,0.064605845,0.55
1074,Sungai Selangor Fasa 3,6.26,2021-01-26,49.89,13.25,1.38,0.1,0.23,,,,,,1.0,,,,,,,6.126472349,7.9986152740000005,,,27.82885711,0.064819549,0.56
1075,Sungai Selangor Fasa 3,6.23,2021-01-27,67.74,14.75,1.39,0.13,0.26,,,,,,1.0,,,,,,,6.199950569,7.742204259999999,,,26.37610149,0.064537658,0.515
1076,Sungai Selangor Fasa 3,5.96,2021-01-28,173.98,15.33,1.99,0.14,0.38,,,,,,1.0,,,,,,,6.067829934,7.837857286,,,28.08731589,0.064687256,0.53
1077,Sungai Selangor Fasa 3,6.18,2021-01-29,106.79,13.25,1.73,0.09,0.24,,,,,,1.0,,,,,,,6.318373247,7.977438724000001,,,32.57591513,0.064612176,0.495
1078,Sungai Selangor Fasa 3,6.18,2021-01-30,51.36,10.83,1.28,0.15,0.13,,,,,,1.0,,,,,,,5.764185593,7.858402773,,,27.70168421,0.065892246,0.49
1079,Sungai Selangor Fasa 3,6.24,2021-01-31,50.03,12.25,1.34,0.08,0.21,,,,,,1.0,,,,,,,5.97532768,7.889077342,,,26.03236105,0.06519008,0.52
1080,Batang Kali,6.68,2021-07-01,12.06,0.58,0.21,0.12,0.02,13.49,0.02,1.75,2.24,0.47,7.0,,,,,,,,,,,,,
1081,Batang Kali,6.67,2021-07-02,4.05,0.0,0.2,0.14,0.02,7.7,0.02,0.9,2.3,0.51,7.0,,,,,,,,,,,,,
1082,Batang Kali,6.81,2021-07-03,7.94,8.95,0.25,0.05,0.02,14.34,0.02,1.22,2.2,0.42,7.0,,,,,,,,,,,,,
1083,Batang Kali,6.64,2021-07-04,2.28,0.0,0.18,0.04,0.01,19.08,0.02,1.02,2.35,0.46,7.0,,,,,,,,,,,,,
1084,Batang Kali,6.89,2021-07-05,68.75,12.79,0.37,0.16,0.06,12.61,0.02,1.03,2.13,0.45,7.0,,,,,,,,,,,,,
1085,Batang Kali,6.89,2021-07-06,34.29,7.29,0.22,0.24,0.02,9.61,0.02,1.81,2.16,0.43,7.0,,,,,,,,,,,,,
1086,Batang Kali,6.8,2021-07-07,6.42,0.0,0.25,0.22,0.02,12.69,0.02,1.58,2.16,0.46,7.0,,,,,,,,,,,,,
1087,Batang Kali,6.8,2021-07-08,60.95,9.13,0.28,0.05,0.01,12.61,0.02,1.03,2.17,0.46,7.0,,,,,,,,,,,,,
1088,Batang Kali,6.6,2021-07-09,52.41,22.25,0.35,0.41,0.07,9.56,0.02,1.07,2.75,0.51,7.0,,,,,,,,,,,,,
1089,Batang Kali,6.55,2021-07-10,15.75,9.5,0.18,0.42,0.04,13.56,0.02,1.03,2.87,0.52,7.0,,,,,,,,,,,,,
1090,Batang Kali,6.68,2021-07-11,20.88,13.29,0.14,0.13,0.01,14.16,0.03,1.98,2.84,0.52,7.0,,,,,,,,,,,,,
1091,Batang Kali,6.7,2021-07-12,20.05,0.96,0.26,0.09,0.02,,,,,,,,,,,,,,,,,,,
1092,Batang Kali,6.67,2021-07-13,6.28,0.0,0.14,0.09,0.02,8.69,0.02,1.43,2.15,0.45,7.0,,,,,,,,,,,,,
1093,Batang Kali,6.7,2021-07-14,5.15,1.92,0.15,0.07,0.01,9.1,0.02,1.08,2.22,0.47,7.0,,,,,,,,,,,,,
1094,Batang Kali,6.79,2021-07-15,4.35,0.0,0.08,0.09,0.02,9.47,0.02,1.07,2.2,0.47,7.0,,,,,,,,,,,,,
1095,Batang Kali,6.83,2021-07-16,3.33,0.0,0.16,0.0,0.0,9.26,0.02,1.07,2.27,0.48,7.0,,,,,,,,,,,,,
1096,Batang Kali,6.87,2021-07-17,2.93,0.25,0.18,0.09,0.01,9.5,0.02,1.05,2.19,0.47,7.0,,,,,,,,,,,,,
1097,Batang Kali,6.77,2021-07-18,2.49,0.0,0.15,0.09,0.01,8.44,0.02,1.01,2.13,0.45,7.0,,,,,,,,,,,,,
1098,Batang Kali,6.74,2021-07-19,2.3,0.0,0.16,0.11,0.01,8.2,0.02,1.05,2.21,0.47,7.0,,,,,,,,,,,,,
1099,Batang Kali,6.76,2021-07-20,1.84,0.0,0.08,0.16,0.02,8.98,0.02,1.05,2.22,0.47,7.0,,,,,,,,,,,,,
1100,Batang Kali,6.7,2021-07-21,1.6,0.04,0.13,0.11,0.02,9.37,0.02,1.05,2.22,0.47,7.0,,,,,,,,,,,,,
1101,Batang Kali,6.64,2021-07-22,1.52,0.0,0.14,0.09,0.0,8.61,0.02,1.07,2.25,0.48,7.0,,,,,,,,,,,,,
1102,Batang Kali,6.67,2021-07-23,1.37,0.0,0.13,0.09,0.01,8.99,0.02,1.01,2.17,0.45,7.0,,,,,,,,,,,,,
1103,Batang Kali,6.7,2021-07-24,1.53,0.0,0.13,0.07,0.01,7.9,0.02,1.05,2.21,0.47,7.0,,,,,,,,,,,,,
1104,Batang Kali,6.63,2021-07-25,1.51,0.0,0.09,0.02,0.01,8.74,0.02,1.06,2.26,0.48,7.0,,,,,,,,,,,,,
1105,Batang Kali,6.66,2021-07-26,1.45,0.0,0.14,0.17,0.01,8.43,0.02,1.04,2.19,0.46,7.0,,,,,,,,,,,,,
1106,Batang Kali,6.61,2021-07-27,1.84,0.0,0.15,0.08,0.01,8.68,0.02,1.02,2.16,0.44,7.0,,,,,,,,,,,,,
1107,Batang Kali,6.56,2021-07-28,1.62,0.0,0.19,0.07,0.02,9.74,0.02,1.05,2.22,0.47,7.0,,,,,,,,,,,,,
1108,Batang Kali,6.67,2021-07-29,3.1,0.71,0.18,0.04,0.02,10.25,0.02,0.97,2.2,0.43,7.0,,,,,,,,,,,,,
1109,Batang Kali,6.57,2021-07-30,2.85,0.0,0.15,0.03,0.01,9.83,0.02,1.05,2.21,0.47,7.0,,,,,,,,,,,,,
1110,Batang Kali,6.58,2021-07-31,1.7,0.0,0.11,0.02,0.01,10.43,0.02,1.01,2.24,0.45,7.0,,,,,,,,,,,,,
1111,Rantau Panjang New,6.4,2021-07-01,73.67,167.17,1.22,0.3,0.24,,,,4.23,0.57,,,11.31,19.0,0.0,,,,,,,,,
1112,Rantau Panjang New,6.46,2021-07-02,58.63,127.25,1.25,0.26,0.19,,,,3.71,0.55,,,10.85,19.84,0.0,,,,,,,,,
1113,Rantau Panjang New,6.44,2021-07-03,48.33,119.29,1.01,0.24,0.18,,,,3.96,0.53,,,11.08,31.38,0.0,,,,,,,,,
1114,Rantau Panjang New,6.46,2021-07-04,47.08,110.42,0.89,0.24,0.23,,,,3.95,0.51,,,10.72,26.22,0.0,,,,,,,,,
1115,Rantau Panjang New,6.42,2021-07-05,132.96,235.33,1.33,0.35,0.27,,,,4.06,0.5,,,10.78,25.5,0.0,,,,,,,,,
1116,Rantau Panjang New,6.35,2021-07-06,130.42,223.5,1.02,0.26,0.26,,,,4.02,0.51,,,10.9,20.84,0.0,,,,,,,,,
1117,Rantau Panjang New,6.33,2021-07-07,127.38,210.88,1.45,0.28,0.28,,,,3.96,0.51,,,10.88,25.65,0.0,,,,,,,,,
1118,Rantau Panjang New,6.4,2021-07-08,80.13,149.0,1.1,0.24,0.17,,,,3.98,0.52,,,10.77,15.87,0.0,,,,,,,,,
1119,Rantau Panjang New,6.32,2021-07-09,126.38,244.5,1.34,0.26,0.26,,,,4.02,0.48,,,10.89,18.78,0.0,,,,,,,,,
1120,Rantau Panjang New,6.23,2021-07-10,238.5,399.54,1.52,0.31,0.4,,,,4.05,0.51,,,10.93,20.57,0.0,,,,,,,,,
1121,Rantau Panjang New,6.33,2021-07-11,209.04,333.0,1.15,0.22,0.27,,,,3.97,0.51,,,11.02,22.2,0.0,,,,,,,,,
1122,Rantau Panjang New,6.21,2021-07-12,204.63,300.13,1.35,0.35,0.4,,,,,,,,,,,,,,,,,,,
