,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),Month,Quarter,Water Source,Lembangan,Hydrated_Lime_T
567,Bukit Tampoi New,6.88,2021-02-02,30.18,10.71,0.72,1.11,0.15,0.0,0.0,,,4.2,0.22,0.0,13.1,12.14,0.0,0.0,53.94,,,,25.78,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,25.240000000000002
568,Bukit Tampoi New,6.89,2021-02-03,25.41,10.0,0.6,1.0,0.17,0.0,0.0,,,4.08,0.2,0.0,10.69,9.86,0.0,0.0,51.98,,,,20.14,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,20.549999999999997
569,Bukit Tampoi New,6.9,2021-02-04,27.58,11.0,0.71,1.01,0.19,0.0,0.0,,,4.0,0.18,0.0,8.89,8.26,0.0,0.0,50.63,,,,16.12,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,17.15
570,Bukit Tampoi New,6.9,2021-02-05,30.63,8.96,0.63,0.93,0.15,0.0,0.0,,,4.05,0.19,0.0,10.0,9.23,0.0,0.0,49.28,,,,18.55,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,19.23
571,Bukit Tampoi New,6.8,2021-02-06,26.08,12.88,0.4,1.21,0.17,0.0,0.0,,,4.13,0.2,0.0,11.82,10.42,0.0,0.0,76.71,,,,22.46,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,22.240000000000002
572,Bukit Tampoi New,6.86,2021-02-07,54.74,20.21,0.79,1.24,0.18,0.0,0.0,,,4.46,0.19,0.0,11.65,10.02,0.0,0.0,42.09,,,,21.34,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,21.67
573,Bukit Tampoi New,6.81,2021-02-08,48.02,18.79,0.61,0.96,0.14,0.0,0.0,,,4.13,0.2,0.0,11.78,10.47,0.0,0.0,43.05,,,,22.39,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,22.25
574,Bukit Tampoi New,6.86,2021-02-09,21.39,12.04,0.56,1.03,0.11,0.0,0.0,,,4.11,0.19,0.0,11.29,10.08,0.0,0.0,42.36,,,,21.36,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,21.369999999999997
575,Bukit Tampoi New,6.91,2021-02-10,117.36,22.25,0.87,1.01,0.12,0.0,0.0,,,5.3,0.16,0.0,8.93,8.26,0.0,0.0,36.39,,,,16.07,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,17.189999999999998
576,Bukit Tampoi New,6.87,2021-02-11,31.14,14.08,0.61,0.89,0.13,0.0,0.0,,,5.3,0.16,0.0,8.88,8.27,0.0,0.0,39.33,,,,16.06,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,17.15
577,Bukit Tampoi New,6.86,2021-02-12,147.96,21.96,0.74,0.73,0.15,0.0,0.0,,,5.3,0.16,0.0,8.89,8.25,0.0,0.0,39.35,,,,16.07,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,17.14
578,Bukit Tampoi New,6.84,2021-02-13,133.65,25.33,0.5,0.77,0.13,0.0,0.0,,,5.3,0.16,0.0,8.92,8.27,0.0,0.0,36.39,,,,16.08,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,17.189999999999998
579,Bukit Tampoi New,6.83,2021-02-14,179.75,29.83,0.51,0.58,0.1,0.0,0.0,,,4.76,0.16,0.0,8.91,8.24,0.0,0.0,39.35,,,,16.08,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,17.15
580,Bukit Tampoi New,6.74,2021-02-15,102.97,23.04,0.55,0.88,0.15,0.0,0.0,,,4.0,0.16,0.0,8.93,8.26,0.0,0.0,39.35,,,,16.12,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,17.189999999999998
581,Bukit Tampoi New,6.84,2021-02-16,83.65,20.0,0.62,1.01,0.15,0.0,0.0,,,4.0,0.16,0.0,8.92,8.26,0.0,0.0,39.33,,,,16.12,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,17.18
582,Bukit Tampoi New,6.85,2021-02-17,60.05,16.0,0.58,0.91,0.13,0.0,0.0,,,4.03,0.17,0.0,9.63,8.81,0.0,0.0,40.25,,,,17.69,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,18.44
583,Bukit Tampoi New,6.83,2021-02-18,48.21,15.46,0.59,0.9,0.12,0.0,0.0,,,4.03,0.17,0.0,9.64,8.83,0.0,0.0,40.28,,,,17.73,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,18.47
584,Bukit Tampoi New,6.78,2021-02-19,41.6,12.42,0.54,1.09,0.18,0.0,0.0,,,4.52,0.17,0.0,9.66,8.85,0.0,0.0,39.89,,,,18.08,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,18.509999999999998
585,Bukit Tampoi New,6.83,2021-02-20,39.8,15.46,0.66,1.2,0.19,0.0,0.0,,,5.03,0.17,0.0,9.68,8.82,0.0,0.0,37.7,,,,17.81,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,18.5
586,Bukit Tampoi New,6.85,2021-02-21,41.43,14.71,0.59,1.13,0.14,0.0,0.0,,,5.12,0.17,0.0,9.63,8.83,0.0,0.0,40.24,,,,17.7,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,18.46
587,Bukit Tampoi New,6.82,2021-02-22,27.13,14.67,0.56,1.16,0.15,0.0,0.0,,,5.03,0.18,0.0,10.0,9.09,0.0,0.0,40.69,,,,18.5,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,19.09
588,Bukit Tampoi New,6.91,2021-02-23,30.44,13.75,0.56,1.52,0.21,0.0,0.0,,,6.43,0.17,0.0,9.63,8.83,0.0,0.0,40.28,,,,17.68,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,18.46
589,Bukit Tampoi New,6.88,2021-02-24,27.93,13.33,0.61,1.44,0.19,0.0,0.0,,,7.43,0.18,0.0,10.33,9.39,0.0,0.0,41.14,,,,19.26,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,19.72
590,Bukit Tampoi New,6.85,2021-02-25,33.78,14.88,0.54,1.58,0.23,0.0,0.0,,,12.86,0.16,0.0,8.92,8.27,0.0,0.0,39.29,,,,16.09,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,17.189999999999998
591,Bukit Tampoi New,6.88,2021-02-26,26.57,14.38,0.54,1.54,0.15,0.0,0.0,,,12.87,0.16,0.0,8.87,8.43,0.0,0.0,39.07,,,,17.11,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,17.299999999999997
592,Bukit Tampoi New,6.95,2021-02-27,21.84,9.92,0.59,1.71,0.18,0.0,0.0,,,12.98,0.18,0.0,10.98,9.19,0.0,0.0,40.8,,,,18.77,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,20.17
593,Bukit Tampoi New,6.82,2021-02-28,115.52,20.96,0.8,1.66,0.22,0.0,0.0,,,10.97,0.17,0.0,9.19,8.53,0.0,0.0,42.08,,,,17.04,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,2,1,River,Sg Langat,17.72
594,Cheras Batu 11,6.58,2021-02-01,117.21,233.75,0.14,0.32,0.15,0.0,0.0,,,3.7,0.28,0.0,0.0,0.0,0.0,8.57,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.57
595,Cheras Batu 11,6.59,2021-02-02,107.91,193.63,0.14,0.35,0.08,0.0,0.0,,,4.1,0.24,0.0,0.0,0.0,0.0,8.49,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.49
596,Cheras Batu 11,6.62,2021-02-03,111.5,185.88,0.18,0.34,0.07,0.0,0.0,,,4.11,0.23,0.0,0.0,0.0,0.0,8.44,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.44
597,Cheras Batu 11,6.52,2021-02-04,110.25,151.42,0.19,0.33,0.16,0.0,0.0,,,4.81,0.24,0.0,0.0,0.0,0.0,8.63,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.63
598,Cheras Batu 11,6.61,2021-02-05,115.58,224.29,0.16,0.37,0.17,0.0,0.0,,,4.34,0.24,0.0,0.0,0.0,0.0,8.2,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.2
599,Cheras Batu 11,6.6,2021-02-06,123.08,235.75,0.09,0.39,0.11,0.0,0.0,,,4.12,0.24,0.0,0.0,0.0,0.0,8.31,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.31
600,Cheras Batu 11,6.59,2021-02-07,158.63,268.04,0.11,0.42,0.1,0.0,0.0,,,3.73,0.26,0.0,0.0,0.0,0.0,8.12,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,61.75,,,0.0,,,,,,,,2,1,River,Sg Langat,8.12
601,Cheras Batu 11,6.58,2021-02-08,137.0,266.95,0.13,0.43,0.11,0.0,0.0,,,3.77,0.27,0.0,0.0,0.0,0.0,7.43,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,7.43
602,Cheras Batu 11,6.58,2021-02-09,196.33,267.75,0.12,0.41,0.1,0.0,0.0,,,4.09,0.27,0.0,0.0,0.0,0.0,7.46,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,62.83,,,0.0,,,,,,,,2,1,River,Sg Langat,7.46
603,Cheras Batu 11,6.58,2021-02-10,134.42,261.5,0.15,0.42,0.1,0.0,0.0,,,3.57,0.28,0.0,0.0,0.0,0.0,7.64,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,65.0,,,0.0,,,,,,,,2,1,River,Sg Langat,7.64
604,Cheras Batu 11,6.58,2021-02-11,217.5,263.25,0.13,0.4,0.11,0.0,0.0,,,3.34,0.28,0.0,0.0,0.0,0.0,7.73,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,68.25,,,0.0,,,,,,,,2,1,River,Sg Langat,7.73
605,Cheras Batu 11,6.54,2021-02-12,252.17,261.21,0.14,0.37,0.08,0.0,0.0,,,3.51,0.28,0.0,0.0,0.0,0.0,8.12,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,68.25,,,0.0,,,,,,,,2,1,River,Sg Langat,8.12
606,Cheras Batu 11,6.54,2021-02-13,196.46,277.29,0.13,0.32,0.08,0.0,0.0,,,3.23,0.27,0.0,0.0,0.0,0.0,8.05,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,61.75,,,0.0,,,,,,,,2,1,River,Sg Langat,8.05
607,Cheras Batu 11,6.55,2021-02-14,177.13,292.33,0.12,0.31,0.09,0.0,0.0,,,3.48,0.3,0.0,0.0,0.0,0.0,8.06,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,61.75,,,0.0,,,,,,,,2,1,River,Sg Langat,8.06
608,Cheras Batu 11,6.69,2021-02-15,150.04,244.08,0.14,0.35,0.08,0.0,0.0,,,3.45,0.27,0.0,0.0,0.0,0.0,8.3,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,60.67,,,0.0,,,,,,,,2,1,River,Sg Langat,8.3
609,Cheras Batu 11,6.57,2021-02-16,134.58,244.67,0.1,0.32,0.07,0.0,0.0,,,3.42,0.26,0.0,0.0,0.0,0.0,7.91,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,60.67,,,0.0,,,,,,,,2,1,River,Sg Langat,7.91
610,Cheras Batu 11,6.61,2021-02-17,132.29,232.54,0.13,0.4,0.09,0.0,0.0,,,3.28,0.27,0.0,0.0,0.0,0.0,8.42,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,60.67,,,0.0,,,,,,,,2,1,River,Sg Langat,8.42
611,Cheras Batu 11,6.6,2021-02-18,127.0,249.67,0.12,0.33,0.1,0.0,0.0,,,3.45,0.27,0.0,0.0,0.0,0.0,8.35,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.35
612,Cheras Batu 11,6.57,2021-02-19,119.58,232.5,0.17,0.35,0.17,0.0,0.0,,,3.59,0.28,0.0,0.0,0.0,0.0,8.38,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.38
613,Cheras Batu 11,6.58,2021-02-20,115.83,194.21,0.17,0.48,0.15,0.0,0.0,,,3.58,0.28,0.0,0.0,0.0,0.0,8.03,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.03
614,Cheras Batu 11,6.62,2021-02-21,116.33,211.75,0.15,0.56,0.16,0.0,0.0,,,3.62,0.29,0.0,0.0,0.0,0.0,8.44,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.44
615,Cheras Batu 11,6.62,2021-02-22,114.33,205.67,0.14,0.52,0.17,0.0,0.0,,,4.15,0.32,0.0,0.0,0.0,0.0,8.41,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.41
616,Cheras Batu 11,6.6,2021-02-23,118.46,223.71,0.16,0.46,0.13,0.0,0.0,,,4.24,0.29,0.0,0.0,0.0,0.0,8.55,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.55
617,Cheras Batu 11,6.58,2021-02-24,109.92,230.38,0.17,0.43,0.15,0.0,0.0,,,4.27,0.33,0.0,0.0,0.0,0.0,8.47,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.47
618,Cheras Batu 11,6.58,2021-02-25,121.0,244.42,0.19,0.51,0.18,0.0,0.0,,,4.08,0.36,0.0,0.0,0.0,0.0,8.29,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,61.75,,,0.0,,,,,,,,2,1,River,Sg Langat,8.29
619,Cheras Batu 11,6.6,2021-02-26,119.38,233.75,0.13,0.48,0.12,0.0,0.0,,,4.35,0.33,0.0,0.0,0.0,0.0,8.38,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.38
620,Cheras Batu 11,6.61,2021-02-27,129.88,218.83,0.16,0.37,0.09,0.0,0.0,,,4.09,0.28,0.0,0.0,0.0,0.0,8.14,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.14
621,Cheras Batu 11,6.64,2021-02-28,123.46,258.33,0.14,0.38,0.08,0.0,0.0,,,4.36,0.3,0.0,0.0,0.0,0.0,8.27,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,58.5,,,0.0,,,,,,,,2,1,River,Sg Langat,8.27
622,Sungai Langat,6.71,2021-01-01,23.11,41.5,0.61,0.26,0.08,0.0,0.0,,,3.77,0.42,32.46,0.0,0.0,0.0,10.43,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,10.43
623,Sungai Langat,6.6,2021-01-02,63.7,45.83,0.56,0.51,0.13,0.0,0.0,,,3.61,0.39,33.9,0.0,0.0,0.0,9.96,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,9.96
624,Sungai Langat,6.55,2021-01-03,147.58,125.96,0.68,0.44,0.12,0.0,0.0,,,3.57,0.41,32.85,0.0,0.0,0.0,10.65,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,10.65
625,Sungai Langat,6.68,2021-01-04,47.72,46.38,0.55,0.23,0.1,0.0,0.0,,,3.41,0.42,32.59,0.0,0.0,0.0,10.42,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,10.42
626,Sungai Langat,6.48,2021-01-05,27.11,31.29,0.62,0.36,0.12,0.0,0.0,,,3.58,0.44,32.06,0.0,0.0,0.0,11.7,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,11.7
627,Sungai Langat,6.6,2021-01-06,35.25,39.08,0.77,0.28,0.1,0.0,0.0,,,3.32,0.39,33.78,0.0,0.0,0.0,9.63,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,9.63
628,Sungai Langat,6.6,2021-01-07,32.08,31.17,0.49,0.24,0.08,0.0,0.0,,,3.55,0.39,27.57,0.0,0.0,0.0,9.41,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,9.41
629,Sungai Langat,6.66,2021-01-08,26.25,30.21,0.69,0.44,0.12,0.0,0.0,,,4.95,0.64,32.57,0.0,0.0,0.0,15.71,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,15.71
630,Sungai Langat,6.67,2021-01-09,38.25,35.08,0.68,0.32,0.12,0.0,0.0,,,3.81,0.5,32.09,0.0,0.0,0.0,14.07,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,14.07
631,Sungai Langat,6.57,2021-01-10,26.61,35.04,0.68,0.22,0.07,0.0,0.0,,,3.75,0.49,35.89,0.0,0.0,0.0,12.14,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,12.14
632,Sungai Langat,6.63,2021-01-11,20.55,21.71,0.51,0.19,0.09,0.0,0.0,,,3.47,0.39,30.91,0.0,0.0,0.0,9.81,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,9.81
633,Sungai Langat,6.64,2021-01-12,48.94,53.0,0.6,0.37,0.09,0.0,0.0,,,3.6,0.41,32.15,0.0,0.0,0.0,9.48,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,9.48
634,Sungai Langat,6.63,2021-01-13,24.56,29.5,0.65,0.23,0.08,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,0.0
635,Sungai Langat,6.68,2021-01-14,31.25,33.08,0.41,0.28,0.09,0.0,0.0,,,3.7,0.43,31.6,0.0,0.0,0.0,10.77,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,10.77
636,Sungai Langat,6.56,2021-01-15,27.28,28.0,0.65,0.4,0.12,0.0,0.0,,,3.39,0.42,32.09,0.0,0.0,0.0,9.98,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,9.98
637,Sungai Langat,6.56,2021-01-16,37.2,50.08,0.69,0.29,0.12,0.0,0.0,,,3.66,0.43,32.35,0.0,0.0,0.0,10.49,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,10.49
638,Sungai Langat,6.75,2021-01-17,73.85,55.13,0.7,0.31,0.13,0.0,0.0,,,3.43,0.38,32.5,0.0,0.0,0.0,9.71,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,9.71
639,Sungai Langat,6.62,2021-01-18,29.25,23.88,0.65,0.3,0.12,0.0,0.0,,,3.5,0.41,32.75,0.0,0.0,0.0,10.21,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,10.21
640,Sungai Langat,6.64,2021-01-19,41.48,36.92,0.62,0.28,0.07,0.0,0.0,,,3.47,0.4,32.44,0.0,0.0,0.0,9.83,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,9.83
641,Sungai Langat,6.65,2021-01-20,30.65,26.04,0.61,0.23,0.1,0.0,0.0,,,3.85,0.47,32.4,0.0,0.0,0.0,12.04,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,12.04
642,Sungai Langat,6.65,2021-01-21,200.57,139.71,0.58,0.33,0.08,0.0,0.0,,,3.64,0.44,32.4,0.0,0.0,0.0,11.16,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,11.16
643,Sungai Langat,6.57,2021-01-22,181.19,132.63,0.73,0.24,0.12,0.0,0.0,,,3.73,0.42,33.13,0.0,0.0,0.0,10.03,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,10.03
644,Sungai Langat,6.67,2021-01-23,71.14,53.04,0.64,0.52,0.13,0.0,0.0,,,3.85,0.44,33.04,0.0,0.0,0.0,9.67,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,9.67
645,Sungai Langat,6.6,2021-01-24,34.28,48.46,0.73,0.34,0.13,0.0,0.0,,,3.91,0.46,32.4,0.0,0.0,0.0,11.64,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,11.64
646,Sungai Langat,6.58,2021-01-25,35.17,44.29,0.69,0.26,0.11,0.0,0.0,,,3.85,0.45,31.14,0.0,0.0,0.0,12.1,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,12.1
647,Sungai Langat,6.68,2021-01-26,45.61,37.13,0.8,0.31,0.12,0.0,0.0,,,3.91,0.45,34.48,0.0,0.0,0.0,12.08,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,12.08
648,Sungai Langat,6.63,2021-01-27,22.99,27.29,0.71,0.24,0.07,0.0,0.0,,,3.67,0.48,31.81,0.0,0.0,0.0,11.58,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,11.58
649,Sungai Langat,6.64,2021-01-28,36.76,42.04,0.76,0.22,0.09,0.0,0.0,,,3.99,0.5,32.24,0.0,0.0,0.0,12.49,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,12.49
650,Sungai Langat,6.59,2021-01-29,23.32,29.83,0.77,0.33,0.1,0.0,0.0,,,3.58,0.44,32.57,0.0,0.0,0.0,10.44,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,10.44
651,Sungai Langat,6.68,2021-01-30,33.51,39.04,0.74,0.27,0.09,0.0,0.0,,,3.65,0.44,32.52,0.0,0.0,0.0,11.75,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,11.75
652,Sungai Langat,6.71,2021-01-31,24.61,24.33,0.65,0.24,0.09,0.0,0.0,,,3.7,0.48,35.65,0.0,0.0,0.0,11.97,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,11.97
653,Sungai Lolo - Baru,7.27,2021-01-01,2.99,0.0,0.0,0.0,0.0,0.0,0.0,,,3.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.48,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,0.0
654,Sungai Lolo - Baru,7.29,2021-01-02,2.94,0.0,0.0,0.0,0.0,0.0,0.0,,,3.76,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,0.0
655,Sungai Lolo - Baru,7.25,2021-01-03,3.28,0.0,0.0,0.0,0.0,0.0,0.0,,,3.72,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.52,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,0.0
656,Sungai Lolo - Baru,7.2,2021-01-04,2.75,0.0,0.13,0.0,0.0,0.0,0.0,,,3.74,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.51,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,0.0
657,Sungai Lolo - Baru,7.23,2021-01-05,2.63,0.0,0.1,0.0,0.0,0.0,0.0,,,3.84,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.51,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,0.0
658,Sungai Lolo - Baru,7.4,2021-01-06,2.62,0.0,0.09,0.0,0.0,0.0,0.0,,,3.73,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.5,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,1,1,River,Sg Langat,0.0
