,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),Month,Quarter,Water Source,Lembangan,Soda_Ash_T,Hydrated_Lime_T
806,Sungai Selisek,6.56,2021-07-25,13.07,51.04,0.67,0.05,0.05,7.55,0.0,2.12,18.03,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.44,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,20.150000000000002,0.0
807,Sungai Selisek,6.58,2021-07-26,10.75,47.75,0.66,0.03,0.04,7.3,0.0,2.0,19.4,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.44,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,21.4,0.0
808,Sungai Selisek,6.63,2021-07-27,10.13,47.83,0.65,0.02,0.04,7.38,0.0,2.12,20.4,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.44,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,22.52,0.0
809,Sungai Selisek,6.59,2021-07-28,10.64,43.96,0.59,0.06,0.03,7.51,0.0,2.02,19.82,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.45,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,21.84,0.0
810,Sungai Selisek,6.57,2021-07-29,12.48,46.33,0.5,0.02,0.04,7.49,0.0,2.1,19.76,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.45,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,21.860000000000003,0.0
811,Sungai Selisek,6.58,2021-07-30,10.39,41.13,0.58,0.03,0.04,7.13,0.0,2.1,20.2,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.46,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,22.3,0.0
812,Sungai Selisek,6.56,2021-07-31,115.83,277.25,0.59,0.03,0.05,13.61,0.0,4.32,20.8,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.46,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,25.12,0.0
813,Kalumpang,7.02,2021-07-01,4.59,9.08,0.04,0.07,0.03,12.4,0.0,0.0,0.0,3.0,0.43,0.0,0.0,0.0,4.95,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
814,Kalumpang,7.01,2021-07-02,2.35,5.92,0.05,0.14,0.01,0.0,0.0,0.0,0.0,2.95,0.43,0.0,0.0,0.0,4.81,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
815,Kalumpang,7.03,2021-07-03,1.53,7.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,3.0,0.43,0.0,0.0,0.0,4.95,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
816,Kalumpang,7.01,2021-07-04,2.04,6.5,0.03,0.13,0.01,0.0,0.0,0.0,0.0,2.86,0.43,0.0,0.0,0.0,4.73,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
817,Kalumpang,6.95,2021-07-05,1.58,6.54,0.03,0.03,0.01,0.0,0.0,0.0,0.0,3.0,0.43,0.0,0.0,0.0,4.95,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
818,Kalumpang,6.9,2021-07-06,26.06,32.42,0.07,0.2,0.02,0.0,0.0,0.0,0.0,3.0,0.43,0.0,0.0,0.0,4.95,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
819,Kalumpang,6.82,2021-07-07,3.07,8.42,0.03,0.34,0.01,0.0,0.0,0.0,0.0,3.0,0.43,0.0,0.0,0.0,4.95,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
820,Kalumpang,6.94,2021-07-08,4.6,10.5,0.05,0.0,0.01,0.0,0.0,0.0,0.0,3.0,0.43,0.0,0.0,0.0,4.95,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
821,Kalumpang,6.9,2021-07-09,7.04,10.73,0.05,0.11,0.02,0.0,0.0,0.0,0.0,2.94,0.43,0.0,0.0,0.0,4.82,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
822,Kalumpang,6.88,2021-07-10,3.72,8.04,0.02,0.18,0.02,0.0,0.0,0.0,0.0,3.0,0.43,0.0,0.0,0.0,4.95,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
823,Kalumpang,6.78,2021-07-11,8.18,17.33,0.12,0.14,0.03,11.9,0.0,0.0,0.0,3.0,0.43,0.0,0.0,0.0,4.95,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
824,Kalumpang,6.84,2021-07-12,5.68,11.75,0.03,0.21,0.02,0.0,0.0,0.0,0.0,2.96,0.43,0.0,0.0,0.0,4.76,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
825,Kalumpang,6.98,2021-07-13,2.45,6.29,0.02,0.15,0.02,0.0,0.0,0.0,0.0,3.0,0.43,0.0,0.0,0.0,4.95,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
826,Kalumpang,6.99,2021-07-14,1.87,6.29,0.03,0.12,0.0,0.0,0.0,0.0,0.0,3.0,0.43,0.0,0.0,0.0,4.95,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
827,Kalumpang,6.96,2021-07-15,1.71,5.92,0.03,0.0,0.02,0.0,0.0,0.0,0.0,3.0,0.43,0.0,0.0,0.0,4.95,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
828,Kalumpang,6.89,2021-07-16,1.6,5.88,0.02,0.1,0.0,0.0,0.0,0.0,0.0,3.14,0.42,0.0,0.0,0.0,5.64,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
829,Kalumpang,6.98,2021-07-17,1.62,6.29,0.02,0.02,0.01,0.0,0.0,0.0,0.0,3.1,0.42,0.0,0.0,0.0,4.95,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
830,Kalumpang,6.97,2021-07-18,1.42,4.88,0.01,0.12,0.0,0.0,0.0,0.0,0.0,3.0,0.43,0.0,0.0,0.0,4.95,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
831,Kalumpang,6.98,2021-07-19,1.41,6.58,0.03,0.02,0.0,0.0,0.0,0.0,0.0,2.82,0.44,0.0,0.0,0.0,4.84,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
832,Kalumpang,7.01,2021-07-20,1.31,5.75,0.02,0.01,0.0,0.0,0.0,0.0,0.0,3.02,0.44,0.0,0.0,0.0,5.2,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
833,Kalumpang,6.96,2021-07-21,1.32,4.79,0.02,0.05,0.0,0.0,0.0,0.0,0.0,3.0,0.43,0.0,0.0,0.0,4.95,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
834,Kalumpang,6.98,2021-07-22,1.36,5.08,0.03,0.03,0.01,0.0,0.0,0.0,0.0,2.85,0.42,0.0,0.0,0.0,4.81,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
835,Kalumpang,6.95,2021-07-23,1.56,5.29,0.02,0.03,0.01,0.0,0.0,0.0,0.0,3.0,0.43,0.0,0.0,0.0,4.95,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
836,Kalumpang,6.99,2021-07-24,1.22,6.33,0.03,0.16,0.0,0.0,0.0,0.0,0.0,3.04,0.44,0.0,0.0,0.0,5.34,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
837,Kalumpang,7.02,2021-07-25,1.28,5.29,0.03,0.02,0.0,0.0,0.0,0.0,0.0,3.02,0.44,0.0,0.0,0.0,5.17,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
838,Kalumpang,7.01,2021-07-26,1.18,5.75,0.02,0.47,0.01,0.0,0.0,0.0,0.0,2.94,0.42,0.0,0.0,0.0,4.73,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
839,Kalumpang,7.11,2021-07-27,1.09,5.46,0.03,0.11,0.01,0.0,0.0,0.0,0.0,3.01,0.43,0.0,0.0,0.0,5.02,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
840,Kalumpang,7.01,2021-07-28,1.04,7.0,0.01,0.11,0.02,0.0,0.0,0.0,0.0,3.03,0.44,0.0,0.0,0.0,5.27,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
841,Kalumpang,6.97,2021-07-29,1.11,6.38,0.02,0.04,0.01,0.0,0.0,0.0,0.0,2.84,0.45,0.0,0.0,0.0,5.46,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
842,Kalumpang,7.08,2021-07-30,1.1,5.54,0.01,0.02,0.01,0.0,0.0,0.0,0.0,3.04,0.44,0.0,0.0,0.0,5.38,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
843,Kalumpang,6.9,2021-07-31,27.74,24.08,0.28,0.0,0.08,0.0,0.0,0.0,0.0,2.6,0.43,0.0,0.0,0.0,7.17,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,0.0,0.0
844,Sungai Dusun,5.47,2021-07-01,36.25,1.25,1.45,0.34,0.07,18.29,0.0,18.59,11.97,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,30.560000000000002,0.0
845,Sungai Dusun,5.54,2021-07-02,23.18,0.0,0.95,0.12,0.05,10.27,0.0,13.74,11.97,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,25.71,0.0
846,Sungai Dusun,5.61,2021-07-03,12.67,0.0,0.77,0.12,0.04,11.12,0.0,13.23,12.96,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.48,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,26.19,0.0
847,Sungai Dusun,5.58,2021-07-04,22.7,0.58,1.03,0.03,0.03,12.84,0.0,14.32,11.97,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,26.29,0.0
848,Sungai Dusun,5.54,2021-07-05,36.37,1.58,1.43,0.55,0.08,13.18,0.0,14.44,11.97,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,26.41,0.0
849,Sungai Dusun,5.59,2021-07-06,61.77,5.13,1.27,0.2,0.06,13.92,0.0,15.11,11.97,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,27.08,0.0
850,Sungai Dusun,5.57,2021-07-07,15.36,0.0,1.07,0.29,0.04,11.42,0.0,13.52,11.97,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,25.490000000000002,0.0
851,Sungai Dusun,5.6,2021-07-08,10.56,0.0,1.02,0.12,0.05,11.03,0.0,13.13,12.96,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.48,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,26.090000000000003,0.0
852,Sungai Dusun,5.61,2021-07-09,9.24,0.0,1.08,0.1,0.04,11.27,0.0,13.38,11.97,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,25.35,0.0
853,Sungai Dusun,5.7,2021-07-10,32.92,4.58,0.83,0.09,0.03,15.13,0.0,15.52,11.97,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,27.490000000000002,0.0
854,Sungai Dusun,5.69,2021-07-11,32.38,2.33,1.29,0.11,0.06,17.99,0.0,16.5,10.98,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.46,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,27.48,0.0
855,Sungai Dusun,5.52,2021-07-12,34.3,0.79,1.26,0.27,0.08,14.94,0.0,15.1,11.97,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,27.07,0.0
856,Sungai Dusun,5.47,2021-07-13,10.82,0.0,0.99,0.07,0.05,9.95,0.0,12.48,11.97,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,24.450000000000003,0.0
857,Sungai Dusun,5.51,2021-07-14,30.61,1.5,1.17,0.05,0.07,8.62,0.0,12.1,11.97,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,24.07,0.0
858,Sungai Dusun,5.53,2021-07-15,7.83,0.0,0.77,0.05,0.04,8.64,0.0,12.1,11.97,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,24.07,0.0
859,Sungai Dusun,5.6,2021-07-16,7.72,0.0,0.71,0.05,0.04,8.21,0.0,11.43,13.29,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.48,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,24.72,0.0
860,Sungai Dusun,5.69,2021-07-17,8.1,0.0,0.91,0.13,0.04,8.32,0.0,10.87,11.97,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,22.84,0.0
861,Sungai Dusun,5.7,2021-07-18,8.99,0.0,0.82,0.21,0.03,8.0,0.0,11.66,13.95,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.49,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,25.61,0.0
862,Sungai Dusun,5.78,2021-07-19,7.72,0.0,1.03,0.04,0.04,8.08,0.0,10.56,12.96,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.48,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,23.520000000000003,0.0
863,Sungai Dusun,5.77,2021-07-20,7.74,0.0,0.84,0.13,0.05,8.32,0.0,10.87,12.96,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.48,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,23.83,0.0
864,Sungai Dusun,5.7,2021-07-21,7.3,0.0,0.89,0.06,0.03,8.32,0.0,10.87,12.96,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.48,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,23.83,0.0
865,Sungai Dusun,5.79,2021-07-22,7.77,0.0,0.92,0.1,0.03,8.08,0.0,10.56,13.95,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.49,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,24.509999999999998,0.0
866,Sungai Dusun,5.79,2021-07-23,7.26,0.0,1.05,0.04,0.05,8.32,0.0,10.87,12.96,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.48,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,23.83,0.0
867,Sungai Dusun,5.82,2021-07-24,6.91,0.0,0.86,0.0,0.02,8.32,0.0,10.87,12.96,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.48,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,23.83,0.0
868,Sungai Dusun,5.84,2021-07-25,7.14,0.0,0.88,0.08,0.03,9.34,0.0,10.77,12.96,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.48,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,23.73,0.0
869,Sungai Dusun,5.86,2021-07-26,8.83,0.0,0.87,0.08,0.04,9.17,0.0,11.19,11.97,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,23.16,0.0
870,Sungai Dusun,5.83,2021-07-27,9.29,0.0,0.98,0.09,0.03,11.35,0.0,11.44,11.97,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,23.41,0.0
871,Sungai Dusun,5.86,2021-07-28,9.88,0.0,0.83,0.11,0.03,11.12,0.0,11.2,12.96,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.48,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Bernam,24.16,0.0
