,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),Month,Quarter,Water Source,Lembangan,Hydrated_Lime_T_Pow
236,Langat 2,7.26,2021-05-25,33.2,5.84,0.85,0.06,0.1,0.0,0.0,,,3.34,0.5,0.0,,,0.0,0.0,30.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
237,Langat 2,7.33,2021-05-26,108.84,10.92,1.56,0.1,0.24,0.0,0.0,,,3.32,0.47,0.0,,,0.0,0.0,41.54,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
238,Langat 2,7.21,2021-05-27,152.91,13.5,2.19,0.12,0.25,0.0,0.0,,,3.34,0.47,0.0,,,0.0,0.0,45.04,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
239,Langat 2,6.9,2021-05-28,280.67,20.59,2.95,0.13,0.48,0.0,0.0,,,3.36,0.45,0.0,,,0.0,0.0,55.21,,,,0.0,0.0,0.0,0.0,0.04,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
240,Langat 2,7.14,2021-05-29,77.54,6.42,1.44,0.08,0.13,0.0,0.0,,,3.75,0.43,0.0,,,0.0,0.0,44.92,,,,0.0,0.0,0.0,0.0,0.04,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
241,Langat 2,7.1,2021-05-30,178.8,13.67,1.64,0.14,0.31,0.0,0.0,,,3.21,0.45,0.0,,,0.0,0.0,41.75,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
242,Langat 2,7.22,2021-05-31,149.89,13.34,2.18,0.17,0.3,0.0,0.0,,,3.6,0.4,0.0,,,0.0,0.0,34.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,3.0
243,Langat 2,7.18,2021-11-01,59.5,6.5,1.51,0.09,0.14,0.0,0.0,,,3.64,0.58,0.0,,,0.0,0.0,49.09,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
244,Langat 2,7.29,2021-11-02,33.75,5.42,1.09,0.04,0.08,0.0,0.0,,,3.57,0.58,0.0,,,0.0,0.0,46.08,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
245,Langat 2,7.3,2021-11-03,33.25,8.25,1.13,0.06,0.11,0.0,0.0,,,3.57,0.58,0.0,,,0.0,0.0,37.59,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
246,Langat 2,7.25,2021-11-04,31.09,5.92,1.36,0.05,0.08,0.0,0.0,,,3.6,0.6,0.0,,,0.0,0.0,37.25,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
247,Langat 2,7.22,2021-11-05,28.0,4.83,1.3,0.03,0.1,0.0,0.0,,,3.57,0.6,0.0,,,0.0,0.0,36.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
248,Langat 2,7.06,2021-11-06,175.75,16.59,2.15,0.17,0.35,0.0,0.0,,,3.59,0.6,0.0,,,0.0,0.0,45.25,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
249,Langat 2,7.28,2021-11-07,81.33,7.67,1.15,0.09,0.15,0.0,0.0,,,3.62,0.6,0.0,,,0.0,0.0,50.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
250,Langat 2,7.16,2021-11-08,39.75,7.17,1.56,0.05,0.12,0.0,0.0,,,3.6,0.6,0.0,,,0.0,0.0,41.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
251,Langat 2,7.07,2021-11-09,93.0,8.17,1.59,0.09,0.54,0.0,0.0,,,3.62,0.6,0.0,,,0.0,0.0,47.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
252,Langat 2,7.15,2021-11-10,203.0,11.17,2.01,0.12,0.21,0.0,0.0,,,3.64,0.6,0.0,,,0.0,0.0,47.75,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
253,Langat 2,7.0,2021-11-11,153.25,12.83,1.72,0.12,0.24,0.0,0.0,,,3.66,0.6,0.0,,,0.0,0.0,55.33,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
254,Langat 2,7.23,2021-11-12,42.34,6.67,1.42,0.04,0.12,0.0,0.0,,,3.65,0.6,0.0,,,0.0,0.0,37.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
255,Langat 2,6.82,2021-11-13,66.83,8.09,1.68,0.08,0.15,0.0,0.0,,,3.66,0.6,0.0,,,0.0,0.0,53.67,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
256,Langat 2,6.95,2021-11-14,38.42,6.17,1.64,0.07,0.1,0.0,0.0,,,3.6,0.58,0.0,,,0.0,0.0,39.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
257,Langat 2,7.12,2021-11-15,21.09,6.17,1.42,0.05,0.05,0.0,0.0,,,3.59,0.57,0.0,,,0.0,0.0,36.33,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
258,Langat 2,7.24,2021-11-16,38.84,6.92,1.61,0.08,0.07,0.0,0.0,,,3.6,0.6,0.0,,,0.0,0.0,43.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
259,Langat 2,7.27,2021-11-17,61.59,7.42,1.56,0.08,0.11,0.0,0.0,,,3.59,0.6,0.0,,,0.0,0.0,42.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
260,Langat 2,7.33,2021-11-18,97.17,8.25,2.0,0.09,0.19,0.0,0.0,,,3.51,0.6,0.0,,,0.0,0.0,51.38,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
261,Langat 2,7.31,2021-11-19,39.42,6.59,1.7,0.05,0.08,0.0,0.0,,,3.54,0.6,0.0,,,0.0,0.0,40.25,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
262,Langat 2,7.3,2021-11-20,73.58,8.33,1.88,0.1,0.17,0.0,0.0,,,3.65,0.58,0.0,,,0.0,0.0,44.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
263,Langat 2,7.32,2021-11-21,133.75,10.42,2.07,0.16,0.2,0.0,0.0,,,3.68,0.55,0.0,,,0.0,0.0,32.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
264,Langat 2,7.11,2021-11-22,124.67,9.17,2.06,0.1,0.25,0.0,0.0,,,3.68,0.58,0.0,,,0.0,0.0,53.54,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
265,Langat 2,7.17,2021-11-23,272.33,16.17,2.9,0.18,0.4,0.0,0.0,,,3.7,0.58,0.0,,,0.0,0.0,61.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
266,Langat 2,6.84,2021-11-24,217.25,16.25,2.5,0.15,0.32,0.0,0.0,,,3.59,0.58,0.0,,,0.0,0.0,64.13,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
267,Langat 2,6.89,2021-11-25,287.5,20.09,2.13,0.11,0.32,0.0,0.0,,,3.59,0.58,0.0,,,0.0,0.0,56.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
268,Langat 2,6.94,2021-11-26,298.83,16.0,3.34,0.22,0.61,0.0,0.0,,,3.57,0.58,0.0,,,0.0,0.0,49.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
269,Langat 2,7.01,2021-11-27,191.42,17.5,2.34,0.18,0.36,0.0,0.0,,,3.59,0.58,0.0,,,0.0,0.0,55.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
270,Langat 2,7.1,2021-11-28,64.0,7.5,1.18,0.05,0.14,0.0,0.0,,,3.65,0.55,0.0,,,0.0,0.0,42.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
271,Langat 2,7.14,2021-11-29,57.08,8.25,1.26,0.08,0.12,0.0,0.0,,,3.58,0.6,0.0,,,0.0,0.0,40.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
272,Langat 2,7.0,2021-11-30,125.84,11.75,1.97,0.17,0.26,0.0,0.0,,,3.68,0.6,0.0,,,0.0,0.0,60.67,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,11,4,River,Sg Semantan,5.0
273,Langat 2,7.03,2021-10-01,43.0,8.0,1.25,0.08,0.09,0.0,0.0,,,3.62,0.53,0.0,,,0.0,0.0,43.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
274,Langat 2,7.01,2021-10-02,26.17,6.0,1.41,0.08,0.08,0.0,0.0,,,3.63,0.53,0.0,,,0.0,0.0,36.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
275,Langat 2,7.13,2021-10-03,25.5,5.92,1.39,0.04,0.08,0.0,0.0,,,3.64,0.53,0.0,,,0.0,0.0,35.75,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
276,Langat 2,7.13,2021-10-04,32.58,6.5,0.99,0.07,0.1,0.0,0.0,,,3.57,0.53,0.0,,,0.0,0.0,33.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
277,Langat 2,7.19,2021-10-05,66.83,7.92,1.62,0.1,0.13,0.0,0.0,,,3.59,0.53,0.0,,,0.0,0.0,39.75,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
278,Langat 2,7.26,2021-10-06,96.33,10.25,2.13,0.11,0.31,0.0,0.0,,,3.58,0.53,0.0,,,0.0,0.0,39.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
279,Langat 2,7.23,2021-10-07,97.17,9.0,1.74,0.06,0.12,0.0,0.0,,,3.63,0.53,0.0,,,0.0,0.0,38.75,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
280,Langat 2,7.21,2021-10-08,28.17,6.0,1.29,0.02,0.07,0.0,0.0,,,3.56,0.53,0.0,,,0.0,0.0,34.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
281,Langat 2,7.2,2021-10-09,31.34,5.09,1.14,0.07,0.08,0.0,0.0,,,3.51,0.55,0.0,,,0.0,0.0,33.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
282,Langat 2,7.2,2021-10-10,26.92,5.59,1.54,0.06,0.09,0.0,0.0,,,3.5,0.55,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
283,Langat 2,7.17,2021-10-11,29.25,5.67,1.54,0.06,0.09,0.0,0.0,,,3.54,0.55,0.0,,,0.0,0.0,32.33,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
284,Langat 2,7.15,2021-10-12,26.25,5.5,1.23,0.04,0.08,0.0,0.0,,,3.52,0.55,0.0,,,0.0,0.0,32.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
285,Langat 2,7.27,2021-10-13,22.5,5.5,1.27,0.04,0.07,0.0,0.0,,,3.51,0.55,0.0,,,0.0,0.0,35.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
286,Langat 2,7.34,2021-10-14,17.5,5.33,1.18,0.03,0.06,0.0,0.0,,,3.52,0.54,0.0,,,0.0,0.0,32.75,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
287,Langat 2,7.43,2021-10-15,18.92,5.33,1.52,0.04,0.06,0.0,0.0,,,3.57,0.54,0.0,,,0.0,0.0,32.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
288,Langat 2,7.3,2021-10-16,15.17,4.09,1.49,0.03,0.05,0.0,0.0,,,3.58,0.58,0.0,,,0.0,0.0,32.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
289,Langat 2,7.27,2021-10-17,13.58,4.83,1.42,0.04,0.05,0.0,0.0,,,3.64,0.58,0.0,,,0.0,0.0,32.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
290,Langat 2,7.32,2021-10-18,12.25,4.09,1.31,0.03,0.05,0.0,0.0,,,3.67,0.55,0.0,,,0.0,0.0,32.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
291,Langat 2,7.34,2021-10-19,13.67,4.83,1.37,0.03,0.05,0.0,0.0,,,3.55,0.55,0.0,,,0.0,0.0,32.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
292,Langat 2,7.33,2021-10-20,25.08,4.67,1.29,0.04,0.08,0.0,0.0,,,3.66,0.55,0.0,,,0.0,0.0,33.13,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
293,Langat 2,7.33,2021-10-21,63.33,5.83,1.81,0.07,0.12,0.0,0.0,,,3.65,0.55,0.0,,,0.0,0.0,37.17,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
294,Langat 2,7.18,2021-10-22,199.84,16.0,2.38,0.17,0.37,0.0,0.0,,,3.65,0.55,0.0,,,0.0,0.0,46.33,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
295,Langat 2,7.14,2021-10-23,39.34,6.25,1.23,0.03,0.09,0.0,0.0,,,3.7,0.55,0.0,,,0.0,0.0,37.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
296,Langat 2,7.23,2021-10-24,19.75,4.25,1.16,0.03,0.06,0.0,0.0,,,3.62,0.55,0.0,,,0.0,0.0,37.5,,,,0.0,0.0,0.0,0.0,0.1,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
297,Langat 2,7.17,2021-10-25,37.0,5.33,1.34,0.05,0.11,0.0,0.0,,,3.53,0.6,0.0,,,0.0,0.0,36.92,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
298,Langat 2,7.09,2021-10-26,120.84,12.42,1.99,0.13,0.25,0.0,0.0,,,3.58,0.6,0.0,,,0.0,0.0,41.17,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
299,Langat 2,7.08,2021-10-27,163.75,14.84,1.8,0.17,0.28,0.0,0.0,,,3.53,0.6,0.0,,,0.0,0.0,47.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
300,Langat 2,6.96,2021-10-28,92.84,9.67,1.39,0.09,0.14,0.0,0.0,,,3.58,0.6,0.0,,,0.0,0.0,48.09,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
301,Langat 2,7.06,2021-10-29,44.67,6.17,1.2,0.04,0.11,0.0,0.0,,,3.58,0.6,0.0,,,0.0,0.0,45.84,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
302,Langat 2,7.22,2021-10-30,27.09,4.83,1.12,0.07,0.13,0.0,0.0,,,3.6,0.58,0.0,,,0.0,0.0,40.25,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
303,Langat 2,7.19,2021-10-31,161.42,10.67,2.07,0.13,0.23,0.0,0.0,,,3.6,0.55,0.0,,,0.0,0.0,56.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Semantan,5.0
304,Langat 2,7.28,2021-09-01,55.33,6.59,1.11,0.05,0.13,0.0,0.0,,,3.5,0.5,0.0,,,0.0,0.0,38.83,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
305,Langat 2,7.23,2021-09-02,56.42,6.75,1.18,0.06,0.11,0.0,0.0,,,3.57,0.5,0.0,,,0.0,0.0,34.84,,,,0.0,0.0,0.0,0.0,0.03,,0.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,4.83
306,Langat 2,7.27,2021-09-03,50.42,5.75,1.22,0.06,0.14,0.0,0.0,,,3.55,0.5,0.0,,,0.0,0.0,35.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,4.75
307,Langat 2,7.24,2021-09-04,35.17,4.08,0.95,0.04,0.07,0.0,0.0,,,3.7,0.53,0.0,,,0.0,0.0,36.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
