,Unnamed: 0,Kibbled Aluminium Sulphate_min,Kibbled Aluminium Sulphate_max,Kibbled Aluminium Sulphate _avg,Flopam FA 920 PWG _min,Flopam FA 920 PWG _max,Flopam FA 920 PWG _avg,Soda Ash (Pre) _min,Soda Ash (Pre) _max,Soda Ash (Pre) _avg,Soda Ash (Post) _min,Soda Ash (Post) _max,Soda Ash (Post) _avg,Liquid Chlorine _min,Liquid Chlorine _max,Liquid Chlorine _avg,Sodium Silico Fluoride _min,Sodium Silico Fluoride _max,Sodium Silico Fluoride _avg,Date,wtp,Liquid Aluminium Sulphate_min,Liquid Aluminium Sulphate_max,Liquid Aluminium Sulphate _avg,Hydrated Lime (Pre) _min,Hydrated Lime (Pre) _max,Hydrated Lime (Pre) _avg,Hydrated Lime (Post) _min,Hydrated Lime (Post) _max,Hydrated Lime (Post) _avg,Soda Ash _min,Soda Ash _max,Soda Ash _avg,Hydrated Lime _min,Hydrated Lime _max,Hydrated Lime _avg,Liquid Polyaluminium Chloride_min,Liquid Polyaluminium Chloride_max,Liquid Polyaluminium Chloride _avg,Liquid Chlorine (Pre) _min,Liquid Chlorine (Pre) _max,Liquid Chlorine (Pre) _avg,Liquid Chlorine (Intermediate)_min,Liquid Chlorine (Intermediate)_max,Liquid Chlorine (Intermediate) _avg,Liquid Chlorine (Post) _min,Liquid Chlorine (Post) _max,Liquid Chlorine (Post) _avg,Sodium Aluminosilicate_min,Sodium Aluminosilicate_max,Sodium Aluminosilicate _avg,Sodium Fluoride _min,Sodium Fluoride _max,Sodium Fluoride _avg,Superfloc C 591 PWG _min,Superfloc C 591 PWG _max,Superfloc C 591 PWG _avg,Aluminium Chlorohydrate_min,Aluminium Chlorohydrate_max,Aluminium Chlorohydrate _avg,Flopam AH 912 PWG _min,Flopam AH 912 PWG _max,Flopam AH 912 PWG _avg,Hydrated Lime (Intermediate)_min,Hydrated Lime (Intermediate)_max,Hydrated Lime (Intermediate) _avg,Hydrated Lime (Powder) (Pre)_min,Hydrated Lime (Powder) (Pre)_max,Hydrated Lime (Powder) (Pre) _avg,Hydrated Lime (Powder) (Post)_min,Hydrated Lime (Powder) (Post)_max,Hydrated Lime (Powder) (Post) _avg,Hydrated Lime (Powder)_min,Hydrated Lime (Powder)_max,Hydrated Lime (Powder) _avg,Flopam FO 4190 PWG_min,Flopam FO 4190 PWG_max,Flopam FO 4190 PWG _avg,Flopam FO 4290 PWG_min,Flopam FO 4290 PWG_max,Flopam FO 4290 PWG _avg,Polyelectrolyte AN 910 PWG_min,Polyelectrolyte AN 910 PWG_max,Polyelectrolyte AN 910 PWG _avg,Microsand _min,Microsand _max,Microsand _avg,Activated Carbon _min,Activated Carbon _max,Activated Carbon _avg,Flopam FL 4520 PWG_min,Flopam FL 4520 PWG_max,Flopam FL 4520 PWG _avg,Modified Liquid Alum _min,Modified Liquid Alum _max,Modified Liquid Alum _avg,Potassium Permanganate_min,Potassium Permanganate_max,Potassium Permanganate _avg,Polymer Tianfloc C3080_min,Polymer Tianfloc C3080_max,Polymer Tianfloc C3080 _avg,Sodium Hypochlorite _min,Sodium Hypochlorite _max,Sodium Hypochlorite _avg
6624,7,,,,,,,,,,,,,6.6,8,6.95,0.16,0.23,0.21,7/6/2021,Bukit Tampoi New,,,,6.5,10,9.02,8.2,11.2,10.36,0,0,0,,,,50.4,73.3,67.27,,,,,,,,,,16,27.4,24.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625,8,,,,,,,,,,,,,6.6,8,6.95,0.16,0.23,0.21,8/6/2021,Bukit Tampoi New,,,,6.5,10,9.03,8.2,11.1,10.29,0,0,0,,,,50.2,73.4,67.22,,,,,,,,,,16,27.1,24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6626,9,,,,,,,,,,,,,6.6,8,6.95,0.16,0.23,0.21,9/6/2021,Bukit Tampoi New,,,,6.4,10,8.98,8.2,11.2,10.33,0,0,0,,,,50.3,73.4,67.2,,,,,,,,,,15.7,27.1,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6627,10,,,,,,,,,,,,,6.6,11.1,8.19,0.16,0.23,0.21,10/6/2021,Bukit Tampoi New,,,,6.4,10,8.72,8.2,11.2,10.15,0,0,0,,,,50.2,72.4,61.03,,,,,,,,,,16,27,23.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6628,11,,,,,,,,,,,,,9.3,11.1,10.59,0.16,0.23,0.21,11/6/2021,Bukit Tampoi New,,,,9.8,16.2,11.63,8.3,11.2,10.29,0,0,0,,,,50.2,65.8,61.1,,,,,,,,,,16.2,27.3,23.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6629,12,,,,,,,,,,,,,6.6,9.3,7.42,0.16,0.23,0.22,12/6/2021,Bukit Tampoi New,,,,6.6,9.9,9.28,8.3,11.2,10.5,0,0,0,,,,50.3,65.7,62.82,,,,,,,,,,16.2,26.6,24.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6630,13,,,,,,,,,,,,,8.8,9.3,8.94,0.17,0.23,0.21,13/6/2021,Bukit Tampoi New,,,,6.5,9.9,8.87,8.3,12.2,10.34,0,0,0,,,,50.2,65.7,61.09,,,,,,,,,,16,26.4,23.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6631,14,,,,,,,,,,,,,6.6,11.1,8.2,0.16,0.23,0.19,14/6/2021,Bukit Tampoi New,,,,6.5,10,9.03,8.2,11.2,10.33,0,0,0,,,,50.6,65.8,61.84,,,,,,,,,,16.1,26.9,23.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6632,15,,,,,,,,,,,,,6.6,11.1,6.98,0.17,0.23,0.21,15/6/2021,Bukit Tampoi New,,,,6.6,10,9.03,8.2,11.2,10.33,0,0,0,,,,50.5,73.3,66.98,,,,,,,,,,15.7,26.9,23.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6633,16,,,,,,,,,,,,,6.6,6.6,6.6,0.16,0.23,0.2,16/6/2021,Bukit Tampoi New,,,,6.5,10,8.63,8.3,11.2,10.01,0,0,0,,,,53.3,73.8,65.7,,,,,,,,,,16,29.8,22.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6634,17,,,,,,,,,,,,,6.6,6.6,6.6,0.16,0.23,0.21,17/6/2021,Bukit Tampoi New,,,,6.6,10,9.05,8.3,11.2,10.23,0,0,0,,,,53.1,73.8,67.99,,,,,,,,,,16,27.2,23.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6635,18,,,,,,,,,,,,,6.6,8,7.07,0.17,0.23,0.21,18/6/2021,Bukit Tampoi New,,,,6.5,10.1,8.8,7.5,11.2,9.94,0,0,0,,,,50.4,73.8,65.68,,,,,,,,,,15.9,27.3,23.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6636,19,,,,,,,,,,,,,6.6,8,7.07,0.17,0.23,0.21,19/6/2021,Bukit Tampoi New,,,,6.4,10.1,8.73,7.5,11.2,9.91,0,0,0,,,,50.4,73.7,65.65,,,,,,,,,,15.9,27.3,23.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637,20,,,,,,,,,,,,,6.6,8,7.07,0.17,0.23,0.21,20/6/2021,Bukit Tampoi New,,,,6.4,9.9,8.7,7.5,11.2,9.83,0,0,0,,,,56.5,73.4,67.63,,,,,,,,,,15.9,27.3,23.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6638,21,,,,,,,,,,,,,6,8,7.02,0.17,0.23,0.21,21/6/2021,Bukit Tampoi New,,,,6.4,9.9,8.71,7.5,11.2,9.9,0,0,0,,,,55.8,73.4,67.4,,,,,,,,,,15.8,26.9,23.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6639,22,,,,,,,,,,,,,6.6,8,6.95,0.17,0.23,0.22,22/6/2021,Bukit Tampoi New,,,,6.4,9.9,8.96,7.5,11.2,10.22,0,0,0,,,,55.8,73.4,68.92,,,,,,,,,,15.8,26.8,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6640,23,,,,,,,,,,,,,6.6,8,7,0.17,0.23,0.21,23/6/2021,Bukit Tampoi New,,,,6.5,9.9,8.87,7.5,11.2,10.14,0,0,0,,,,55.8,73.4,68.07,,,,,,,,,,15.9,26.6,23.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6641,24,,,,,,,,,,,,,6.6,8,7.3,0.18,0.23,0.21,24/6/2021,Bukit Tampoi New,,,,6.4,9.9,8.19,7.4,11.2,9.28,0,0,0,,,,56.3,73.4,65,,,,,,,,,,15.9,27,21.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6642,25,,,,,,,,,,,,,6.6,9.3,8.32,0.18,0.23,0.21,25/6/2021,Bukit Tampoi New,,,,6.4,10,8.19,7.4,11.1,9.26,0,0,0,,,,55.8,74.1,64.83,,,,,,,,,,15.6,27.1,21.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6643,26,,,,,,,,,,,,,6.6,9.3,7.95,0.18,0.23,0.21,26/6/2021,Bukit Tampoi New,,,,6.4,10,8.18,7.4,11.2,9.29,0,0,0,,,,55.8,73.4,64.83,,,,,,,,,,15.1,27.1,21.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6644,27,,,,,,,,,,,,,6.6,8,7.18,0.18,0.23,0.21,27/6/2021,Bukit Tampoi New,,,,6.4,10,8.47,7.5,11.2,9.63,0,0,0,,,,56,73.4,66.08,,,,,,,,,,15.1,26.9,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6645,28,,,,,,,,,,,,,6.6,9.3,8.18,0.18,0.23,0.2,28/6/2021,Bukit Tampoi New,,,,6.4,10,7.86,7.5,11.2,9.03,0,0,0,,,,56.5,73.4,63.49,,,,,,,,,,16,26.6,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6646,29,,,,,,,,,,,,,6.6,9.3,8.4,0.18,0.23,0.2,29/6/2021,Bukit Tampoi New,,,,6.4,10,7.64,7.2,11.2,8.72,0,0,0,,,,56.5,73.4,62.22,,,,,,,,,,15.8,27.1,19.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6647,30,,,,,,,,,,,,,6.6,9.3,8.4,0.18,0.23,0.2,30/6/2021,Bukit Tampoi New,,,,6.4,10,7.88,7.5,11.2,9.03,0,0,0,,,,56.5,73.4,63.6,,,,,,,,,,15.8,26.6,20.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6648,1,,,,,,,,,,,,,0,0,0,0,0,0,1/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6649,2,,,,,,,,,,,,,0,0,0,0,0,0,2/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6650,3,,,,,,,,,,,,,0,0,0,0,0,0,3/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6651,4,,,,,,,,,,,,,0,0,0,0,0,0,4/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6652,5,,,,,,,,,,,,,0,0,0,0,0,0,5/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6653,6,,,,,,,,,,,,,0,0,0,0,0,0,6/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6654,7,,,,,,,,,,,,,0,0,0,0,0,0,7/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6655,8,,,,,,,,,,,,,0,0,0,0,0,0,8/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6656,9,,,,,,,,,,,,,0,0,0,0,0,0,9/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6657,10,,,,,,,,,,,,,0,0,0,0,0,0,10/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6658,11,,,,,,,,,,,,,0,0,0,0,0,0,11/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6659,12,,,,,,,,,,,,,0,0,0,0,0,0,12/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6660,13,,,,,,,,,,,,,0,0,0,0,0,0,13/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6661,14,,,,,,,,,,,,,0,0,0,0,0,0,14/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6662,15,,,,,,,,,,,,,0,0,0,0,0,0,15/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6663,16,,,,,,,,,,,,,0,0,0,0,0,0,16/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6664,17,,,,,,,,,,,,,0,0,0,0,0,0,17/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6665,18,,,,,,,,,,,,,0,0,0,0,0,0,18/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6666,19,,,,,,,,,,,,,0,0,0,0,0,0,19/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6667,20,,,,,,,,,,,,,0,0,0,0,0,0,20/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6668,21,,,,,,,,,,,,,0,0,0,0,0,0,21/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6669,22,,,,,,,,,,,,,0,0,0,0,0,0,22/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6670,23,,,,,,,,,,,,,0,0,0,0,0,0,23/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6671,24,,,,,,,,,,,,,0,0,0,0,0,0,24/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6672,25,,,,,,,,,,,,,0,0,0,0,0,0,25/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6673,26,,,,,,,,,,,,,0,0,0,0,0,0,26/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6674,27,,,,,,,,,,,,,0,0,0,0,0,0,27/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6675,28,,,,,,,,,,,,,0,0,0,0,0,0,28/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6676,29,,,,,,,,,,,,,0,0,0,0,0,0,29/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6677,30,,,,,,,,,,,,,0,0,0,0,0,0,30/6/2021,Bukit Tampoi Old,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6678,1,,,,,,,,,,,,,,,,0.23,0.23,0.23,1/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.3,5.3,5.3,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6679,2,,,,,,,,,,,,,,,,0.23,0.23,0.23,2/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.3,5.3,5.3,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6680,3,,,,,,,,,,,,,,,,0.23,0.23,0.23,3/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.3,5.3,5.3,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6681,4,,,,,,,,,,,,,,,,0.23,0.23,0.23,4/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.3,5.3,5.3,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6682,5,,,,,,,,,,,,,,,,0.23,0.23,0.23,5/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.3,5.3,5.3,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6683,6,,,,,,,,,,,,,,,,0.23,0.23,0.23,6/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6684,7,,,,,,,,,,,,,,,,0.23,0.23,0.23,7/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6685,8,,,,,,,,,,,,,,,,0.23,0.23,0.23,8/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6686,9,,,,,,,,,,,,,,,,0.23,0.23,0.23,9/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6687,10,,,,,,,,,,,,,,,,0.23,0.23,0.23,10/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6688,11,,,,,,,,,,,,,,,,0.23,0.23,0.23,11/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6689,12,,,,,,,,,,,,,,,,0.23,0.23,0.23,12/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6690,13,,,,,,,,,,,,,,,,0.23,0.23,0.23,13/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6691,14,,,,,,,,,,,,,,,,0.23,0.23,0.23,14/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6692,15,,,,,,,,,,,,,,,,0.23,0.23,0.23,15/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6693,16,,,,,,,,,,,,,,,,0.23,0.23,0.23,16/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6694,17,,,,,,,,,,,,,,,,0.23,0.23,0.23,17/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6695,18,,,,,,,,,,,,,,,,0.23,0.23,0.23,18/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6696,19,,,,,,,,,,,,,,,,0.23,0.23,0.23,19/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
6697,20,,,,,,,,,,,,,,,,0.23,0.23,0.23,20/6/2021,Labohan Dagang,83,83,83,,,,,,,,,,0,0,0,,,,0.9,0.9,0.9,,,,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.1,0.1,0.1,,,,,,,2.45,2.45,2.45,,,,,,,,,,,,,,,
