,Unnamed: 0,Kibbled Aluminium Sulphate_min,Kibbled Aluminium Sulphate_max,Kibbled Aluminium Sulphate _avg,Flopam FA 920 PWG _min,Flopam FA 920 PWG _max,Flopam FA 920 PWG _avg,Soda Ash (Pre) _min,Soda Ash (Pre) _max,Soda Ash (Pre) _avg,Soda Ash (Post) _min,Soda Ash (Post) _max,Soda Ash (Post) _avg,Liquid Chlorine _min,Liquid Chlorine _max,Liquid Chlorine _avg,Sodium Silico Fluoride _min,Sodium Silico Fluoride _max,Sodium Silico Fluoride _avg,Date,wtp,Liquid Aluminium Sulphate_min,Liquid Aluminium Sulphate_max,Liquid Aluminium Sulphate _avg,Hydrated Lime (Pre) _min,Hydrated Lime (Pre) _max,Hydrated Lime (Pre) _avg,Hydrated Lime (Post) _min,Hydrated Lime (Post) _max,Hydrated Lime (Post) _avg,Soda Ash _min,Soda Ash _max,Soda Ash _avg,Hydrated Lime _min,Hydrated Lime _max,Hydrated Lime _avg,Liquid Polyaluminium Chloride_min,Liquid Polyaluminium Chloride_max,Liquid Polyaluminium Chloride _avg,Liquid Chlorine (Pre) _min,Liquid Chlorine (Pre) _max,Liquid Chlorine (Pre) _avg,Liquid Chlorine (Intermediate)_min,Liquid Chlorine (Intermediate)_max,Liquid Chlorine (Intermediate) _avg,Liquid Chlorine (Post) _min,Liquid Chlorine (Post) _max,Liquid Chlorine (Post) _avg,Sodium Aluminosilicate_min,Sodium Aluminosilicate_max,Sodium Aluminosilicate _avg,Sodium Fluoride _min,Sodium Fluoride _max,Sodium Fluoride _avg,Superfloc C 591 PWG _min,Superfloc C 591 PWG _max,Superfloc C 591 PWG _avg,Aluminium Chlorohydrate_min,Aluminium Chlorohydrate_max,Aluminium Chlorohydrate _avg,Flopam AH 912 PWG _min,Flopam AH 912 PWG _max,Flopam AH 912 PWG _avg,Hydrated Lime (Intermediate)_min,Hydrated Lime (Intermediate)_max,Hydrated Lime (Intermediate) _avg,Hydrated Lime (Powder) (Pre)_min,Hydrated Lime (Powder) (Pre)_max,Hydrated Lime (Powder) (Pre) _avg,Hydrated Lime (Powder) (Post)_min,Hydrated Lime (Powder) (Post)_max,Hydrated Lime (Powder) (Post) _avg,Hydrated Lime (Powder)_min,Hydrated Lime (Powder)_max,Hydrated Lime (Powder) _avg,Flopam FO 4190 PWG_min,Flopam FO 4190 PWG_max,Flopam FO 4190 PWG _avg,Flopam FO 4290 PWG_min,Flopam FO 4290 PWG_max,Flopam FO 4290 PWG _avg,Polyelectrolyte AN 910 PWG_min,Polyelectrolyte AN 910 PWG_max,Polyelectrolyte AN 910 PWG _avg,Microsand _min,Microsand _max,Microsand _avg,Activated Carbon _min,Activated Carbon _max,Activated Carbon _avg,Flopam FL 4520 PWG_min,Flopam FL 4520 PWG_max,Flopam FL 4520 PWG _avg,Modified Liquid Alum _min,Modified Liquid Alum _max,Modified Liquid Alum _avg,Potassium Permanganate_min,Potassium Permanganate_max,Potassium Permanganate _avg,Polymer Tianfloc C3080_min,Polymer Tianfloc C3080_max,Polymer Tianfloc C3080 _avg,Sodium Hypochlorite _min,Sodium Hypochlorite _max,Sodium Hypochlorite _avg
3411,28,,,,,,,,,,,,,0,0,0,,,,28/2/2021,Sungai Lolo - Lama,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,1,,,,,,,,,,,,,2.34,2.5,2.46,,,,1/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.46,0.53,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413,2,,,,,,,,,,,,,2.32,2.5,2.41,,,,2/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.49,0.51,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3414,3,,,,,,,,,,,,,2.32,2.42,2.37,,,,3/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.49,0.54,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415,4,,,,,,,,,,,,,2.29,2.47,2.37,,,,4/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.47,0.51,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3416,5,,,,,,,,,,,,,2.31,2.42,2.38,,,,5/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.5,0.54,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417,6,,,,,,,,,,,,,2.33,2.42,2.39,,,,6/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.47,0.51,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3418,7,,,,,,,,,,,,,2.31,2.5,2.43,,,,7/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.49,0.53,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419,8,,,,,,,,,,,,,2.33,2.5,2.43,,,,8/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.5,0.51,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420,9,,,,,,,,,,,,,2.35,2.5,2.43,,,,9/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.43,0.53,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421,10,,,,,,,,,,,,,2.31,2.5,2.42,,,,10/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.48,0.53,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422,11,,,,,,,,,,,,,2.24,2.48,2.37,,,,11/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.48,0.52,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423,12,,,,,,,,,,,,,2.34,2.47,2.4,,,,12/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.5,0.53,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424,13,,,,,,,,,,,,,2.31,2.47,2.38,,,,13/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.47,0.52,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425,14,,,,,,,,,,,,,2.31,2.5,2.42,,,,14/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.48,0.51,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3426,15,,,,,,,,,,,,,2.26,2.5,2.41,,,,15/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.48,0.52,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3427,16,,,,,,,,,,,,,2.39,2.5,2.44,,,,16/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.53,0.55,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428,17,,,,,,,,,,,,,2.26,2.48,2.36,,,,17/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.5,0.53,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429,18,,,,,,,,,,,,,2.32,2.38,2.35,,,,18/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.5,0.52,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430,19,,,,,,,,,,,,,2.25,2.35,2.29,,,,19/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.5,0.54,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431,20,,,,,,,,,,,,,2.22,2.45,2.35,,,,20/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.47,0.5,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432,21,,,,,,,,,,,,,2.36,2.42,2.38,,,,21/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.49,0.52,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433,22,,,,,,,,,,,,,2.32,2.48,2.39,,,,22/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.46,0.51,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434,23,,,,,,,,,,,,,2.31,2.5,2.41,,,,23/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.48,0.52,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435,24,,,,,,,,,,,,,2.39,2.49,2.42,,,,24/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.48,0.51,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436,25,,,,,,,,,,,,,2.35,2.47,2.42,,,,25/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.49,0.51,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,26,,,,,,,,,,,,,2.31,2.45,2.39,,,,26/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.48,0.5,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,27,,,,,,,,,,,,,2.34,2.44,2.38,,,,27/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.48,0.52,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439,28,,,,,,,,,,,,,2.44,2.5,2.48,,,,28/2/2021,Sungai Pangsoon,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.48,0.51,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440,1,,,,0,0,0,,,,,,,,,,,,,1/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.45,0.58,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,2.48,2.17
3441,2,,,,0,0,0,,,,,,,,,,,,,2/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.43,0.55,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,2.49,2.17
3442,3,,,,0,0,0,,,,,,,,,,,,,3/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.42,0.53,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,2.44,2.18
3443,4,,,,0,0,0,,,,,,,,,,,,,4/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.4,0.53,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,3.53,2.26
3444,5,,,,0,0,0,,,,,,,,,,,,,5/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.4,0.55,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,2.5,2.15
3445,6,,,,0,0,0,,,,,,,,,,,,,6/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.48,0.59,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,2.36,2.16
3446,7,,,,0,0,0,,,,,,,,,,,,,7/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.42,0.59,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.28,2.14
3447,8,,,,0,0,0,,,,,,,,,,,,,8/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.43,0.54,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,2.84,2.27
3448,9,,,,0,0,0,,,,,,,,,,,,,9/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.42,0.55,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,2.54,2.19
3449,10,,,,0,0,0,,,,,,,,,,,,,10/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.4,0.56,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.68,2.26
3450,11,,,,0,0,0,,,,,,,,,,,,,11/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.46,0.55,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,2.33,2.19
3451,12,,,,0,0,0,,,,,,,,,,,,,12/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.42,0.56,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,2.62,2.23
3452,13,,,,0,0,0,,,,,,,,,,,,,13/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.47,0.56,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,2.16,2.13
3453,14,,,,0,0,0,,,,,,,,,,,,,14/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.46,0.59,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,2.64,2.22
3454,15,,,,0,0,0,,,,,,,,,,,,,15/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.49,0.58,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,2.44,2.16
3455,16,,,,0,0,0,,,,,,,,,,,,,16/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.49,0.58,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,2.32,2.11
3456,17,,,,0,0,0,,,,,,,,,,,,,17/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.48,0.53,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,2.83,2.24
3457,18,,,,0,0,0,,,,,,,,,,,,,18/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.47,0.59,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,2.65,2.14
3458,19,,,,0,0,0,,,,,,,,,,,,,19/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.48,0.57,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,2.63,2.17
3459,20,,,,0,0,0,,,,,,,,,,,,,20/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.48,0.55,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,2.29,2.13
3460,21,,,,0,0,0,,,,,,,,,,,,,21/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.46,0.53,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,2.24,2.15
3461,22,,,,0,0,0,,,,,,,,,,,,,22/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.44,0.55,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,2.63,2.18
3462,23,,,,0,0,0,,,,,,,,,,,,,23/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.47,0.53,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,2.3,2.19
3463,24,,,,0,0,0,,,,,,,,,,,,,24/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.48,0.57,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,2.26,2.11
3464,25,,,,0,0,0,,,,,,,,,,,,,25/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.49,0.59,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,2.3,2.19
3465,26,,,,0,0,0,,,,,,,,,,,,,26/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.42,0.53,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,2.19,2.03
3466,27,,,,0,0,0,,,,,,,,,,,,,27/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.48,0.55,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,2.76,2.21
3467,28,,,,0,0,0,,,,,,,,,,,,,28/2/2021,Sungai Serai,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0.43,0.58,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,2.18,2.08
3468,1,8.65,13.7,11.16,0.02,0.02,0.02,0,0,0,0.86,0.94,0.9,2.09,2.29,2.19,0.46,0.5,0.48,1/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3469,2,7.74,15.1,9.96,0.02,0.02,0.02,0,0,0,0.86,0.92,0.89,2.1,2.24,2.16,0.46,0.49,0.47,2/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3470,3,11.3,24.2,16.17,0.02,0.02,0.02,0,0,0,2.14,3.28,2.41,2.09,2.27,2.15,0.46,0.5,0.47,3/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,4,7.3,9.23,8.18,0.02,0.02,0.02,0,0,0,1.62,1.86,1.73,2.07,2.38,2.22,0.45,0.52,0.49,4/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,5,6.88,11.1,8.89,0.02,0.02,0.02,0,0,0,1.6,1.75,1.68,2.07,2.24,2.16,0.45,0.49,0.47,5/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3473,6,10.2,14.7,12.06,0.02,0.02,0.02,1.67,1.86,1.74,0,0,0,2.13,2.38,2.23,0.47,0.52,0.49,6/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474,7,11.6,14.1,13.49,0.02,0.02,0.02,0,0,0,1.69,1.81,1.75,2.16,2.32,2.24,0.18,0.51,0.47,7/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3475,8,7.93,13.7,10.87,0.02,0.02,0.02,0,0,0,1.63,1.79,1.7,2.09,2.29,2.18,0.46,0.5,0.48,8/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3476,9,8.71,10.1,9.18,0.02,0.02,0.02,0,0,0,1.63,1.77,1.7,2.09,2.28,2.18,0.46,0.5,0.48,9/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477,10,8.06,9.05,8.56,0.02,0.02,0.02,0,0,0,1.67,1.74,1.71,2.14,2.23,2.19,0.47,0.49,0.48,10/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,11,6.66,8.52,7.59,0.02,0.02,0.02,0,0,0,0.89,1.72,1.27,0.18,2.28,2.03,0.05,0.5,0.45,11/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3479,12,6.37,7.44,6.9,0,0.02,0.02,0,0,0,0.84,0.94,0.88,2.06,2.29,2.15,0.45,0.5,0.47,12/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,13,6.36,7.99,7.29,0.02,0.02,0.02,0.85,0.95,0.91,0.78,0.9,0.82,2.07,2.3,2.22,0.45,0.5,0.49,13/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,14,5.07,8.32,6.7,0.02,0.02,0.02,0.9,0.98,0.94,0,0,0,2.18,2.38,2.29,0.48,0.52,0.5,14/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3482,15,5.22,7.16,6.39,0.02,0.02,0.02,0.91,0.98,0.94,0,0,0,2.23,2.4,2.3,0.49,0.53,0.51,15/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483,16,5.84,6.73,6.24,0.02,0.02,0.02,0.48,0.98,0.88,0,0,0,2.1,2.38,2.23,0.46,0.52,0.49,16/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3484,17,5.42,10.7,6.44,0.02,0.02,0.02,0.87,1.68,0.97,0,0,0,2.13,2.28,2.2,0.47,0.5,0.48,17/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,18,6.03,6.62,6.3,0.02,0.02,0.02,0.89,0.98,0.93,0,0,0,2.17,2.38,2.26,0.48,0.52,0.5,18/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,19,6.28,8.23,6.64,0.02,0.02,0.02,0.89,1.76,1.37,0,0,0,2.08,2.26,2.17,0.46,0.49,0.48,19/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3487,20,6.46,6.79,6.65,0.02,0.02,0.02,1.71,1.8,1.76,0,0,0,2.15,2.26,2.21,0.47,0.5,0.49,20/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3488,21,5.46,13.7,8.21,0.02,0.02,0.02,1.66,2.25,1.88,0,0,0,2.08,2.39,2.23,0.46,0.52,0.49,21/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3489,22,10.4,16.9,13.25,0.02,0.02,0.02,1.74,2.29,2.03,0,0,0,2.18,2.32,2.23,0.48,0.51,0.49,22/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3490,23,12.4,15.4,13.14,0.02,0.02,0.02,1.7,1.83,1.75,0,0,0,2.13,2.3,2.2,0.47,0.5,0.48,23/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
