,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Hydrated Lime (Powder) (Intermediate),Liquid Polyaluminium Chloride ,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),wtp,Date,Month,Quarter,Water Source,Lembangan
10036,,,,,6.7,0.54,,,,,2.78,24.84,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang Old,2021-10-20,10,4,River,Sg Selangor
10037,,,,,6.7,0.54,,,,,2.79,24.79,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang Old,2021-10-21,10,4,River,Sg Selangor
10038,,,,,6.72,0.54,,,,,2.76,20.46,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang Old,2021-10-22,10,4,River,Sg Selangor
10039,,,,,6.7,0.54,,,,,2.78,24.81,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang Old,2021-10-23,10,4,River,Sg Selangor
10040,,,,,6.63,0.54,,,,,2.75,22.83,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang Old,2021-10-24,10,4,River,Sg Selangor
10041,,,,,6.66,0.54,,,,,2.76,21.5,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang Old,2021-10-25,10,4,River,Sg Selangor
10042,,,,,6.63,0.53,,,,,2.75,19.31,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang Old,2021-10-26,10,4,River,Sg Selangor
10043,,,,,6.63,0.54,,,,,2.75,22.07,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang Old,2021-10-27,10,4,River,Sg Selangor
10044,,,,,6.69,0.54,,,,,2.76,19.25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang Old,2021-10-28,10,4,River,Sg Selangor
10045,,,,,6.75,0.55,,,,,2.81,20.24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang Old,2021-10-29,10,4,River,Sg Selangor
10046,,,,,6.76,0.55,,,,,2.8,20.67,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang Old,2021-10-30,10,4,River,Sg Selangor
10047,,,,,6.69,0.53,,,,,2.76,18.07,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang Old,2021-10-31,10,4,River,Sg Selangor
10327,0.0,,,,4.56,0.44,,,,0.0,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-01-10,1,1,River,Sg Selangor
10328,0.0,,,,4.57,0.44,,,,0.0,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-02-10,2,1,River,Sg Selangor
10329,0.0,,,,4.55,0.45,,,,0.0,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-03-10,3,1,River,Sg Selangor
10330,0.0,,,,4.6,0.44,,,,0.0,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-04-10,4,2,River,Sg Selangor
10331,0.0,,,,4.57,0.44,,,,0.0,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-05-10,5,2,River,Sg Selangor
10332,0.0,,,,4.56,0.44,,,,0.0,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-06-10,6,2,River,Sg Selangor
10333,0.0,,,,4.57,0.44,,,,0.0,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-07-10,7,3,River,Sg Selangor
10334,0.0,,,,4.57,0.44,,,,0.0,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-08-10,8,3,River,Sg Selangor
10335,0.0,,,,4.57,0.45,,,,0.0,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-09-10,9,3,River,Sg Selangor
10336,0.0,,,,4.56,0.45,,,,4.56,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-10,10,4,River,Sg Selangor
10337,0.0,,,,4.57,0.45,,,,4.59,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-11-10,11,4,River,Sg Selangor
10338,0.0,,,,4.56,0.45,,,,0.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-12-10,12,4,River,Sg Selangor
10339,0.0,,,,4.58,0.44,,,,0.0,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-13,10,4,River,Sg Selangor
10340,0.0,,,,4.58,0.44,,,,0.0,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-14,10,4,River,Sg Selangor
10341,0.0,,,,4.57,0.43,,,,0.0,43.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-15,10,4,River,Sg Selangor
10342,0.0,,,,4.55,0.43,,,,0.0,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-16,10,4,River,Sg Selangor
10343,18.4,,,,4.58,0.44,,,,2.8,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-17,10,4,River,Sg Selangor
10344,5.0,,,,4.5,0.44,,,,1.0,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-18,10,4,River,Sg Selangor
10345,0.0,,,,4.55,0.44,,,,0.0,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-19,10,4,River,Sg Selangor
10346,18.75,,,,4.56,0.44,,,,3.25,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-20,10,4,River,Sg Selangor
10347,6.0,,,,4.55,0.44,,,,1.0,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-21,10,4,River,Sg Selangor
10348,0.0,,,,4.55,0.44,,,,0.0,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-22,10,4,River,Sg Selangor
10349,12.9,,,,4.55,0.44,,,,2.5,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-23,10,4,River,Sg Selangor
10350,10.0,,,,4.55,0.44,,,,2.0,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-24,10,4,River,Sg Selangor
10351,11.5,,,,4.56,0.44,,,,2.0,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-25,10,4,River,Sg Selangor
10352,12.0,,,,4.57,0.44,,,,2.0,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-26,10,4,River,Sg Selangor
10353,11.14,,,,4.55,0.44,,,,2.43,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-27,10,4,River,Sg Selangor
10354,0.0,,,,4.22,0.39,,,,0.0,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-28,10,4,River,Sg Selangor
10355,0.0,,,,4.54,0.44,,,,0.0,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-29,10,4,River,Sg Selangor
10356,12.0,,,,4.56,0.43,,,,2.0,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-30,10,4,River,Sg Selangor
10357,10.5,,,,4.52,0.43,,,,2.0,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2021-10-31,10,4,River,Sg Selangor
10420,,,,,,0.59,33.67,,,,,,3.19,,3.92,,,,,,,0.0,12.5,,,0.36,,461.5,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-01-10,1,1,River,Sg Selangor
10421,,,,,,0.48,35.0,,,,,,3.69,,4.0,,,,,,,0.0,16.5,,,0.36,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-02-10,2,1,River,Sg Selangor
10422,,,,,,0.48,36.67,,,,,,3.69,,4.0,,,,,,,0.0,18.0,,,0.36,,230.8,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-03-10,3,1,River,Sg Selangor
10423,,,,,,0.46,35.67,,,,,,3.69,,3.97,,,,,,,0.0,16.37,,,0.37,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-04-10,4,2,River,Sg Selangor
10424,,,,,,0.45,34.0,,,,,,3.69,,3.76,,,,,,,0.0,14.1,,,0.34,,235.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-05-10,5,2,River,Sg Selangor
10425,,,,,,0.57,32.83,,,,,,3.69,,4.08,,,,,,,0.0,14.1,,,0.34,,230.8,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-06-10,6,2,River,Sg Selangor
10426,,,,,,0.57,31.83,,,,,,3.69,,4.34,,,,,,,0.0,14.1,,,0.36,,230.8,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-07-10,7,3,River,Sg Selangor
10427,,,,,,0.57,32.17,,,,,,3.69,,4.34,,,,,,,0.0,14.1,,,0.34,,230.8,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-08-10,8,3,River,Sg Selangor
10428,,,,,,0.57,29.83,,,,,,3.69,,4.31,,,,,,,0.0,14.1,,,0.38,,230.8,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-09-10,9,3,River,Sg Selangor
10429,,,,,,0.57,30.0,,,,,,3.69,,5.18,,,,,,,0.0,14.1,,,0.34,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-10,10,4,River,Sg Selangor
10430,,,,,,0.57,30.33,,,,,,3.69,,4.24,,,,,,,0.0,14.1,,,0.41,,235.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-11-10,11,4,River,Sg Selangor
10431,,,,,,0.57,32.17,,,,,,3.69,,4.24,,,,,,,0.0,14.1,,,0.42,,235.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-12-10,12,4,River,Sg Selangor
10432,,,,,,0.57,30.17,,,,,,3.69,,4.24,,,,,,,0.0,14.1,,,0.35,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-13,10,4,River,Sg Selangor
10433,,,,,,0.64,36.5,,,,,,5.14,,5.12,,,,,,,0.0,13.05,,,0.4,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-14,10,4,River,Sg Selangor
10434,,,,,,0.56,30.67,,,,,,3.83,,3.32,,,,,,,0.0,9.77,,,0.33,,235.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-15,10,4,River,Sg Selangor
10435,,,,,,0.57,29.17,,,,,,3.69,,4.09,,,,,,,0.0,14.1,,,0.37,,461.5,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-16,10,4,River,Sg Selangor
10436,,,,,,0.57,30.0,,,,,,3.69,,3.76,,,,,,,0.0,14.1,,,0.34,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-17,10,4,River,Sg Selangor
10437,,,,,,0.57,33.83,,,,,,3.84,,3.97,,,,,,,0.0,14.1,,,0.34,,240.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-18,10,4,River,Sg Selangor
10438,,,,,,0.6,37.0,,,,,,3.96,,5.15,,,,,,,0.0,22.9,,,0.47,,240.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-19,10,4,River,Sg Selangor
10439,,,,,,0.54,31.33,,,,,,3.84,,5.2,,,,,,,0.0,19.6,,,0.41,,240.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-20,10,4,River,Sg Selangor
10440,,,,,,0.54,43.83,,,,,,3.94,,6.52,,,,,,,0.0,20.1,,,0.52,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-21,10,4,River,Sg Selangor
10441,,,,,,0.53,35.0,,,,,,3.84,,4.09,,,,,,,0.0,20.1,,,0.48,,240.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-22,10,4,River,Sg Selangor
10442,,,,,,0.48,32.0,,,,,,3.9,,4.09,,,,,,,0.0,19.93,,,0.46,,480.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-23,10,4,River,Sg Selangor
10443,,,,,,0.43,36.0,,,,,,4.0,,4.17,,,,,,,0.0,20.4,,,0.48,,480.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-24,10,4,River,Sg Selangor
10444,,,,,,0.49,34.67,,,,,,3.92,,3.58,,,,,,,0.0,20.0,,,0.43,,480.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-25,10,4,River,Sg Selangor
10445,,,,,,0.49,34.0,,,,,,4.0,,4.1,,,,,,,0.0,20.4,,,0.37,,240.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-26,10,4,River,Sg Selangor
10446,,,,,,0.49,35.33,,,,,,4.0,,4.1,,,,,,,0.0,20.4,,,0.43,,255.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-27,10,4,River,Sg Selangor
10447,,,,,,0.53,32.67,,,,,,3.79,,3.87,,,,,,,0.0,15.51,,,0.46,,255.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-28,10,4,River,Sg Selangor
10448,,,,,,0.48,33.17,,,,,,3.41,,4.72,,,,,,,0.0,19.82,,,0.36,,255.3,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-29,10,4,River,Sg Selangor
10449,,,,,,0.49,31.17,,,,,,4.0,,4.6,,,,,,,0.0,11.9,,,0.34,,233.5,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-30,10,4,River,Sg Selangor
10450,,,,,,0.48,37.5,,,,,,3.76,,4.6,,,,,,,0.0,15.58,,,0.37,,0.0,,,,,,,,,,,,,,,,Sungai Selangor Fasa 2 Stream C,2021-10-31,10,4,River,Sg Selangor
10916,12.23,0.02,1.04,0.0,2.64,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-01-09,1,1,River,Sg Selangor
10917,9.71,0.02,1.03,0.0,2.83,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-02-09,2,1,River,Sg Selangor
10918,9.16,0.02,0.96,0.0,2.77,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-03-09,3,1,River,Sg Selangor
10919,7.51,0.02,1.03,0.0,2.89,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-04-09,4,2,River,Sg Selangor
10920,10.19,0.02,1.05,0.0,2.85,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-05-09,5,2,River,Sg Selangor
10921,9.75,0.02,1.02,0.0,2.72,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-06-09,6,2,River,Sg Selangor
10922,9.56,0.02,1.07,0.0,2.75,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-07-09,7,3,River,Sg Selangor
10923,11.25,0.02,1.04,0.0,2.86,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-08-09,8,3,River,Sg Selangor
10924,12.73,0.02,1.04,0.0,2.84,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-09,9,3,River,Sg Selangor
10925,10.08,0.02,1.03,0.0,2.83,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-10-09,10,4,River,Sg Selangor
10926,10.42,0.02,1.05,0.0,2.87,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-11-09,11,4,River,Sg Selangor
10927,10.41,0.02,1.0,0.0,2.73,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-12-09,12,4,River,Sg Selangor
10928,23.09,0.02,1.92,0.0,2.8,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-13,9,3,River,Sg Selangor
10929,9.69,0.02,0.98,0.0,2.7,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-14,9,3,River,Sg Selangor
10930,10.4,0.02,1.07,0.0,2.79,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-15,9,3,River,Sg Selangor
10931,17.33,0.02,1.54,0.0,2.79,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-16,9,3,River,Sg Selangor
10932,15.98,0.02,1.02,0.0,2.8,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-17,9,3,River,Sg Selangor
10933,16.04,0.02,1.53,0.0,2.73,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-18,9,3,River,Sg Selangor
10934,18.24,0.02,1.54,0.0,2.85,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-19,9,3,River,Sg Selangor
10935,9.28,0.02,1.01,0.0,2.74,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-20,9,3,River,Sg Selangor
10936,8.23,0.02,1.03,0.0,2.82,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-21,9,3,River,Sg Selangor
10937,8.87,0.02,1.06,0.0,2.89,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-22,9,3,River,Sg Selangor
10938,8.97,0.02,1.06,0.0,2.91,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-23,9,3,River,Sg Selangor
10939,13.34,0.02,1.25,0.0,2.84,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-24,9,3,River,Sg Selangor
10940,11.43,0.02,1.06,0.0,2.89,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-25,9,3,River,Sg Selangor
10941,10.68,0.02,1.03,0.0,2.84,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-26,9,3,River,Sg Selangor
10942,12.83,0.02,1.04,0.0,2.87,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-27,9,3,River,Sg Selangor
10943,21.68,0.02,1.3,0.0,2.91,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-28,9,3,River,Sg Selangor
10944,13.61,0.02,1.06,0.0,2.91,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-29,9,3,River,Sg Selangor
10945,9.72,0.02,1.52,0.0,2.7,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batang Kali,2021-09-30,9,3,River,Sg Selangor
11036,13.2,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-01-09,1,1,River,Sg Selangor
11037,0.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-02-09,2,1,River,Sg Selangor
11038,0.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-03-09,3,1,River,Sg Selangor
11039,0.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-04-09,4,2,River,Sg Selangor
11040,0.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-05-09,5,2,River,Sg Selangor
11041,0.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-06-09,6,2,River,Sg Selangor
11042,0.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-07-09,7,3,River,Sg Selangor
11043,0.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-08-09,8,3,River,Sg Selangor
11044,0.0,,,,2.49,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-09,9,3,River,Sg Selangor
11045,0.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-10-09,10,4,River,Sg Selangor
11046,0.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-11-09,11,4,River,Sg Selangor
11047,14.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-12-09,12,4,River,Sg Selangor
11048,13.33,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-13,9,3,River,Sg Selangor
11049,0.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-14,9,3,River,Sg Selangor
11050,13.67,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-15,9,3,River,Sg Selangor
11051,17.33,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-16,9,3,River,Sg Selangor
11052,13.17,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-17,9,3,River,Sg Selangor
11053,11.17,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-18,9,3,River,Sg Selangor
11054,12.67,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-19,9,3,River,Sg Selangor
11055,10.57,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-20,9,3,River,Sg Selangor
11056,0.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-21,9,3,River,Sg Selangor
11057,12.0,,,,2.5,0.51,,,,2.13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-22,9,3,River,Sg Selangor
11058,0.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-23,9,3,River,Sg Selangor
11059,0.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-24,9,3,River,Sg Selangor
11060,0.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-25,9,3,River,Sg Selangor
11061,10.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-26,9,3,River,Sg Selangor
11062,10.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-27,9,3,River,Sg Selangor
11063,19.0,,,,2.5,7.59,,,,2.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-28,9,3,River,Sg Selangor
11064,10.0,,,,2.5,0.51,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-29,9,3,River,Sg Selangor
11065,0.0,,,,2.5,0.51,,,,2.13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Kubu Bharu,2021-09-30,9,3,River,Sg Selangor
11096,,,,,4.01,0.48,,,,,10.84,25.21,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang New,2021-01-09,1,1,River,Sg Selangor
11097,,,,,4.03,0.5,,,,,10.92,20.99,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang New,2021-02-09,2,1,River,Sg Selangor
11098,,,,,4.04,0.5,,,,,10.92,18.42,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rantau Panjang New,2021-03-09,3,1,River,Sg Selangor
