,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Hydrated Lime (Powder) (Intermediate),Liquid Polyaluminium Chloride ,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),wtp,Date,Month,Quarter,Water Source,Lembangan
16920,,,,,6.74,0.55,,,,,2.67,19.21,,,,0.0,,,,,,,,,,,,,,,,,,,,21.77,,,,,,,,Rantau Panjang New,2022-11-23,11,4,River,Sg Selangor
16921,,,,,6.61,0.53,,,,,2.7,22.26,,,,0.0,,,,,,,,,,,,,,,,,,,,25.41,,,,,,,,Rantau Panjang New,2022-12-23,12,4,River,Sg Selangor
16922,,,,,6.6,0.54,,,,,2.74,19.05,,,,0.0,,,,,,,,,,,,,,,,,,,,21.81,,,,,,,,Rantau Panjang New,2022-02-23,2,1,River,Sg Selangor
16923,,,,,6.73,0.55,,,,,2.84,18.46,,,,0.0,,,,,,,,,,,,,,,,,,,,18.81,,,,,,,,Rantau Panjang New,2022-03-23,3,1,River,Sg Selangor
16924,,,,,6.65,0.55,,,,,2.76,22.59,,,,0.0,,,,,,,,,,,,,,,,,,,,28.79,,,,,,,,Rantau Panjang New,2022-04-23,4,2,River,Sg Selangor
16925,,,,,6.64,0.55,,,,,2.76,18.31,,,,0.0,,,,,,,,,,,,,,,,,,,,18.47,,,,,,,,Rantau Panjang New,2022-05-23,5,2,River,Sg Selangor
16926,,,,,6.69,0.55,,,,,2.78,18.44,,,,0.0,,,,,,,,,,,,,,,,,,,,18.56,,,,,,,,Rantau Panjang New,2022-06-23,6,2,River,Sg Selangor
16927,,,,,6.51,0.53,,,,,2.69,24.68,,,,0.0,,,,,,,,,,,,,,,,,,,,28.78,,,,,,,,Rantau Panjang New,2022-07-23,7,3,River,Sg Selangor
16928,,,,,6.74,0.53,,,,,2.74,24.76,,,,0.0,,,,,,,,,,,,,,,,,,,,32.19,,,,,,,,Rantau Panjang New,2022-08-23,8,3,River,Sg Selangor
16929,,,,,6.46,0.49,,,,,2.76,18.36,,,,0.0,,,,,,,,,,,,,,,,,,,,18.47,,,,,,,,Rantau Panjang New,2022-09-23,9,3,River,Sg Selangor
16930,,,,,6.56,0.54,,,,,2.72,28.95,,,,0.0,,,,,,,,,,,,,,,,,,,,39.81,,,,,,,,Rantau Panjang New,2022-01-24,1,1,River,Sg Selangor
16931,,,,,6.77,0.52,,,,,2.79,26.47,,,,0.0,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,Rantau Panjang New,2022-10-24,10,4,River,Sg Selangor
16932,,,,,6.62,0.52,,,,,2.77,18.13,,,,0.0,,,,,,,,,,,,,,,,,,,,18.21,,,,,,,,Rantau Panjang New,2022-11-24,11,4,River,Sg Selangor
16933,,,,,6.68,0.49,,,,,2.69,18.72,,,,0.0,,,,,,,,,,,,,,,,,,,,21.74,,,,,,,,Rantau Panjang New,2022-12-24,12,4,River,Sg Selangor
16934,,,,,6.66,0.53,,,,,2.71,22.36,,,,0.0,,,,,,,,,,,,,,,,,,,,25.13,,,,,,,,Rantau Panjang New,2022-02-24,2,1,River,Sg Selangor
16935,,,,,6.81,0.56,,,,,2.84,18.31,,,,0.0,,,,,,,,,,,,,,,,,,,,18.47,,,,,,,,Rantau Panjang New,2022-03-24,3,1,River,Sg Selangor
16936,,,,,6.73,0.54,,,,,2.75,18.32,,,,0.0,,,,,,,,,,,,,,,,,,,,18.54,,,,,,,,Rantau Panjang New,2022-04-24,4,2,River,Sg Selangor
16937,,,,,6.4,0.55,,,,,2.8,20.48,,,,0.0,,,,,,,,,,,,,,,,,,,,28.71,,,,,,,,Rantau Panjang New,2022-05-24,5,2,River,Sg Selangor
16938,,,,,6.72,0.54,,,,,2.75,23.84,,,,0.0,,,,,,,,,,,,,,,,,,,,28.75,,,,,,,,Rantau Panjang New,2022-06-24,6,2,River,Sg Selangor
16939,,,,,6.66,0.54,,,,,2.72,25.0,,,,0.0,,,,,,,,,,,,,,,,,,,,34.42,,,,,,,,Rantau Panjang New,2022-07-24,7,3,River,Sg Selangor
16940,,,,,6.75,0.54,,,,,2.77,20.44,,,,0.0,,,,,,,,,,,,,,,,,,,,21.63,,,,,,,,Rantau Panjang New,2022-08-24,8,3,River,Sg Selangor
16941,,,,,6.63,0.51,,,,,2.83,18.13,,,,0.0,,,,,,,,,,,,,,,,,,,,18.55,,,,,,,,Rantau Panjang New,2022-09-24,9,3,River,Sg Selangor
16942,,,,,6.67,0.54,,,,,2.77,29.0,,,,0.0,,,,,,,,,,,,,,,,,,,,40.27,,,,,,,,Rantau Panjang New,2022-01-25,1,1,River,Sg Selangor
16943,,,,,6.79,0.51,,,,,2.75,22.61,,,,0.0,,,,,,,,,,,,,,,,,,,,25.42,,,,,,,,Rantau Panjang New,2022-10-25,10,4,River,Sg Selangor
16944,,,,,6.68,0.55,,,,,2.64,22.92,,,,0.0,,,,,,,,,,,,,,,,,,,,25.36,,,,,,,,Rantau Panjang New,2022-11-25,11,4,River,Sg Selangor
16945,,,,,6.88,0.53,,,,,2.82,18.06,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-12-25,12,4,River,Sg Selangor
16946,,,,,6.65,0.55,,,,,2.78,21.69,,,,0.0,,,,,,,,,,,,,,,,,,,,28.34,,,,,,,,Rantau Panjang New,2022-02-25,2,1,River,Sg Selangor
16947,,,,,6.73,0.55,,,,,2.79,19.91,,,,0.0,,,,,,,,,,,,,,,,,,,,24.99,,,,,,,,Rantau Panjang New,2022-03-25,3,1,River,Sg Selangor
16948,,,,,6.7,0.53,,,,,2.74,20.37,,,,0.0,,,,,,,,,,,,,,,,,,,,24.87,,,,,,,,Rantau Panjang New,2022-04-25,4,2,River,Sg Selangor
16949,,,,,6.72,0.55,,,,,2.75,28.04,,,,0.0,,,,,,,,,,,,,,,,,,,,34.53,,,,,,,,Rantau Panjang New,2022-05-25,5,2,River,Sg Selangor
16950,,,,,6.73,0.54,,,,,2.8,20.06,,,,0.0,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,Rantau Panjang New,2022-06-25,6,2,River,Sg Selangor
16951,,,,,6.65,0.51,,,,,2.74,21.71,,,,0.0,,,,,,,,,,,,,,,,,,,,24.99,,,,,,,,Rantau Panjang New,2022-07-25,7,3,River,Sg Selangor
16952,,,,,6.75,0.54,,,,,2.77,18.53,,,,0.0,,,,,,,,,,,,,,,,,,,,21.42,,,,,,,,Rantau Panjang New,2022-08-25,8,3,River,Sg Selangor
16953,,,,,6.61,0.5,,,,,2.76,25.08,,,,0.0,,,,,,,,,,,,,,,,,,,,28.75,,,,,,,,Rantau Panjang New,2022-09-25,9,3,River,Sg Selangor
16954,,,,,6.68,0.54,,,,,2.77,21.73,,,,0.0,,,,,,,,,,,,,,,,,,,,24.94,,,,,,,,Rantau Panjang New,2022-01-26,1,1,River,Sg Selangor
16955,,,,,6.69,0.51,,,,,2.78,21.45,,,,0.0,,,,,,,,,,,,,,,,,,,,28.43,,,,,,,,Rantau Panjang New,2022-10-26,10,4,River,Sg Selangor
16956,,,,,6.71,0.54,,,,,2.68,18.34,,,,0.0,,,,,,,,,,,,,,,,,,,,18.54,,,,,,,,Rantau Panjang New,2022-11-26,11,4,River,Sg Selangor
16957,,,,,6.69,0.5,,,,,2.78,18.25,,,,0.0,,,,,,,,,,,,,,,,,,,,18.44,,,,,,,,Rantau Panjang New,2022-12-26,12,4,River,Sg Selangor
16958,,,,,6.69,0.54,,,,,2.77,26.37,,,,0.0,,,,,,,,,,,,,,,,,,,,28.37,,,,,,,,Rantau Panjang New,2022-02-26,2,1,River,Sg Selangor
16959,,,,,6.64,0.55,,,,,2.82,20.94,,,,0.0,,,,,,,,,,,,,,,,,,,,25.11,,,,,,,,Rantau Panjang New,2022-03-26,3,1,River,Sg Selangor
16960,,,,,6.59,0.54,,,,,2.73,19.72,,,,0.0,,,,,,,,,,,,,,,,,,,,21.96,,,,,,,,Rantau Panjang New,2022-04-26,4,2,River,Sg Selangor
16961,,,,,6.68,0.54,,,,,2.68,24.19,,,,0.0,,,,,,,,,,,,,,,,,,,,25.41,,,,,,,,Rantau Panjang New,2022-05-26,5,2,River,Sg Selangor
16962,,,,,6.67,0.54,,,,,2.77,18.41,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-06-26,6,2,River,Sg Selangor
16963,,,,,6.57,0.52,,,,,2.69,20.88,,,,0.0,,,,,,,,,,,,,,,,,,,,21.96,,,,,,,,Rantau Panjang New,2022-07-26,7,3,River,Sg Selangor
16964,,,,,6.75,0.53,,,,,2.79,19.05,,,,0.0,,,,,,,,,,,,,,,,,,,,22.01,,,,,,,,Rantau Panjang New,2022-08-26,8,3,River,Sg Selangor
16965,,,,,6.62,0.52,,,,,2.78,18.14,,,,0.0,,,,,,,,,,,,,,,,,,,,18.56,,,,,,,,Rantau Panjang New,2022-09-26,9,3,River,Sg Selangor
16966,,,,,6.61,0.54,,,,,2.74,21.41,,,,0.0,,,,,,,,,,,,,,,,,,,,28.37,,,,,,,,Rantau Panjang New,2022-01-27,1,1,River,Sg Selangor
16967,,,,,6.84,0.56,,,,,2.77,21.38,,,,0.0,,,,,,,,,,,,,,,,,,,,25.22,,,,,,,,Rantau Panjang New,2022-10-27,10,4,River,Sg Selangor
16968,,,,,6.68,0.54,,,,,2.72,19.36,,,,0.0,,,,,,,,,,,,,,,,,,,,21.67,,,,,,,,Rantau Panjang New,2022-11-27,11,4,River,Sg Selangor
16969,,,,,6.63,0.54,,,,,2.74,18.34,,,,0.0,,,,,,,,,,,,,,,,,,,,18.53,,,,,,,,Rantau Panjang New,2022-12-27,12,4,River,Sg Selangor
16970,,,,,6.73,0.55,,,,,2.82,18.91,,,,0.0,,,,,,,,,,,,,,,,,,,,21.6,,,,,,,,Rantau Panjang New,2022-02-27,2,1,River,Sg Selangor
16971,,,,,6.79,0.55,,,,,2.81,18.4,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-03-27,3,1,River,Sg Selangor
16972,,,,,6.71,0.55,,,,,2.75,22.67,,,,0.0,,,,,,,,,,,,,,,,,,,,32.06,,,,,,,,Rantau Panjang New,2022-04-27,4,2,River,Sg Selangor
16973,,,,,6.75,0.55,,,,,2.73,19.1,,,,0.0,,,,,,,,,,,,,,,,,,,,21.86,,,,,,,,Rantau Panjang New,2022-05-27,5,2,River,Sg Selangor
16974,,,,,6.65,0.54,,,,,2.75,18.1,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-06-27,6,2,River,Sg Selangor
16975,,,,,6.57,0.52,,,,,2.72,18.13,,,,0.0,,,,,,,,,,,,,,,,,,,,18.47,,,,,,,,Rantau Panjang New,2022-07-27,7,3,River,Sg Selangor
16976,,,,,6.7,0.54,,,,,2.77,23.39,,,,0.0,,,,,,,,,,,,,,,,,,,,40.04,,,,,,,,Rantau Panjang New,2022-08-27,8,3,River,Sg Selangor
16977,,,,,6.59,0.5,,,,,2.73,18.22,,,,0.0,,,,,,,,,,,,,,,,,,,,18.65,,,,,,,,Rantau Panjang New,2022-09-27,9,3,River,Sg Selangor
16978,,,,,6.57,0.53,,,,,2.71,18.72,,,,0.0,,,,,,,,,,,,,,,,,,,,24.81,,,,,,,,Rantau Panjang New,2022-01-28,1,1,River,Sg Selangor
16979,,,,,6.74,0.54,,,,,2.71,27.48,,,,0.0,,,,,,,,,,,,,,,,,,,,39.99,,,,,,,,Rantau Panjang New,2022-10-28,10,4,River,Sg Selangor
16980,,,,,6.69,0.54,,,,,2.71,20.87,,,,0.0,,,,,,,,,,,,,,,,,,,,25.14,,,,,,,,Rantau Panjang New,2022-11-28,11,4,River,Sg Selangor
16981,,,,,6.73,0.55,,,,,2.74,18.45,,,,0.0,,,,,,,,,,,,,,,,,,,,18.53,,,,,,,,Rantau Panjang New,2022-12-28,12,4,River,Sg Selangor
16982,,,,,6.73,0.55,,,,,2.77,18.29,,,,0.0,,,,,,,,,,,,,,,,,,,,18.65,,,,,,,,Rantau Panjang New,2022-02-28,2,1,River,Sg Selangor
16983,,,,,6.61,0.53,,,,,2.79,18.29,,,,0.0,,,,,,,,,,,,,,,,,,,,18.38,,,,,,,,Rantau Panjang New,2022-03-28,3,1,River,Sg Selangor
16984,,,,,6.5,0.53,,,,,2.69,25.99,,,,0.0,,,,,,,,,,,,,,,,,,,,40.32,,,,,,,,Rantau Panjang New,2022-04-28,4,2,River,Sg Selangor
16985,,,,,6.71,0.55,,,,,2.83,18.34,,,,0.0,,,,,,,,,,,,,,,,,,,,18.71,,,,,,,,Rantau Panjang New,2022-05-28,5,2,River,Sg Selangor
16986,,,,,6.61,0.53,,,,,2.71,18.4,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-06-28,6,2,River,Sg Selangor
16987,,,,,6.6,0.53,,,,,2.77,18.38,,,,0.0,,,,,,,,,,,,,,,,,,,,18.75,,,,,,,,Rantau Panjang New,2022-07-28,7,3,River,Sg Selangor
16988,,,,,6.67,0.54,,,,,2.77,25.0,,,,0.0,,,,,,,,,,,,,,,,,,,,39.84,,,,,,,,Rantau Panjang New,2022-08-28,8,3,River,Sg Selangor
16989,,,,,6.61,0.49,,,,,2.72,23.7,,,,0.0,,,,,,,,,,,,,,,,,,,,25.13,,,,,,,,Rantau Panjang New,2022-09-28,9,3,River,Sg Selangor
16990,,,,,6.62,0.53,,,,,2.73,18.21,,,,0.0,,,,,,,,,,,,,,,,,,,,18.53,,,,,,,,Rantau Panjang New,2022-01-29,1,1,River,Sg Selangor
16991,,,,,6.79,0.55,,,,,2.75,22.01,,,,0.0,,,,,,,,,,,,,,,,,,,,25.15,,,,,,,,Rantau Panjang New,2022-10-29,10,4,River,Sg Selangor
16992,,,,,6.69,0.54,,,,,2.7,24.59,,,,0.0,,,,,,,,,,,,,,,,,,,,28.69,,,,,,,,Rantau Panjang New,2022-11-29,11,4,River,Sg Selangor
16993,,,,,6.54,0.52,,,,,4.17,18.38,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-12-29,12,4,River,Sg Selangor
16994,,,,,6.66,0.54,,,,,2.57,20.87,,,,0.0,,,,,,,,,,,,,,,,,,,,24.98,,,,,,,,Rantau Panjang New,2022-03-29,3,1,River,Sg Selangor
16995,,,,,6.75,0.55,,,,,2.83,23.67,,,,0.0,,,,,,,,,,,,,,,,,,,,28.37,,,,,,,,Rantau Panjang New,2022-04-29,4,2,River,Sg Selangor
16996,,,,,6.66,0.55,,,,,2.73,18.49,,,,0.0,,,,,,,,,,,,,,,,,,,,18.81,,,,,,,,Rantau Panjang New,2022-05-29,5,2,River,Sg Selangor
16997,,,,,6.66,0.52,,,,,2.73,18.26,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-06-29,6,2,River,Sg Selangor
16998,,,,,6.69,0.55,,,,,2.74,18.24,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-07-29,7,3,River,Sg Selangor
16999,,,,,6.71,0.54,,,,,2.75,25.64,,,,0.0,,,,,,,,,,,,,,,,,,,,32.19,,,,,,,,Rantau Panjang New,2022-08-29,8,3,River,Sg Selangor
17000,,,,,6.74,0.5,,,,,2.71,22.97,,,,0.0,,,,,,,,,,,,,,,,,,,,28.58,,,,,,,,Rantau Panjang New,2022-09-29,9,3,River,Sg Selangor
17001,,,,,6.71,0.54,,,,,2.78,22.62,,,,0.0,,,,,,,,,,,,,,,,,,,,25.21,,,,,,,,Rantau Panjang New,2022-03-01,3,1,River,Sg Selangor
17002,,,,,6.64,0.49,,,,,2.67,21.33,,,,0.0,,,,,,,,,,,,,,,,,,,,24.86,,,,,,,,Rantau Panjang New,2022-03-10,3,1,River,Sg Selangor
17003,,,,,6.69,0.53,,,,,2.73,20.05,,,,0.0,,,,,,,,,,,,,,,,,,,,21.81,,,,,,,,Rantau Panjang New,2022-03-11,3,1,River,Sg Selangor
17004,,,,,6.66,0.54,,,,,2.66,21.66,,,,0.0,,,,,,,,,,,,,,,,,,,,25.33,,,,,,,,Rantau Panjang New,2022-03-12,3,1,River,Sg Selangor
17005,,,,,6.64,0.54,,,,,2.75,23.31,,,,0.0,,,,,,,,,,,,,,,,,,,,28.28,,,,,,,,Rantau Panjang New,2022-03-02,3,1,River,Sg Selangor
17006,,,,,6.6,0.56,,,,,2.78,25.56,,,,0.0,,,,,,,,,,,,,,,,,,,,34.75,,,,,,,,Rantau Panjang New,2022-03-03,3,1,River,Sg Selangor
17007,,,,,6.51,0.54,,,,,2.72,22.8,,,,0.0,,,,,,,,,,,,,,,,,,,,39.99,,,,,,,,Rantau Panjang New,2022-03-04,3,1,River,Sg Selangor
17008,,,,,6.63,0.54,,,,,2.74,20.39,,,,0.0,,,,,,,,,,,,,,,,,,,,22.01,,,,,,,,Rantau Panjang New,2022-03-05,3,1,River,Sg Selangor
17009,,,,,6.69,0.54,,,,,2.83,18.25,,,,0.0,,,,,,,,,,,,,,,,,,,,18.84,,,,,,,,Rantau Panjang New,2022-03-06,3,1,River,Sg Selangor
17010,,,,,6.66,0.53,,,,,2.78,18.42,,,,0.0,,,,,,,,,,,,,,,,,,,,18.5,,,,,,,,Rantau Panjang New,2022-03-07,3,1,River,Sg Selangor
17011,,,,,6.69,1.14,,,,,2.74,20.36,,,,0.0,,,,,,,,,,,,,,,,,,,,24.93,,,,,,,,Rantau Panjang New,2022-03-08,3,1,River,Sg Selangor
17012,,,,,6.69,0.54,,,,,2.76,19.33,,,,0.0,,,,,,,,,,,,,,,,,,,,21.74,,,,,,,,Rantau Panjang New,2022-03-09,3,1,River,Sg Selangor
17013,,,,,6.6,0.53,,,,,2.74,20.0,,,,0.0,,,,,,,,,,,,,,,,,,,,25.14,,,,,,,,Rantau Panjang New,2022-01-30,1,1,River,Sg Selangor
17014,,,,,6.73,0.55,,,,,2.75,19.32,,,,0.0,,,,,,,,,,,,,,,,,,,,21.77,,,,,,,,Rantau Panjang New,2022-10-30,10,4,River,Sg Selangor
17015,,,,,6.69,0.54,,,,,2.72,21.66,,,,0.0,,,,,,,,,,,,,,,,,,,,21.91,,,,,,,,Rantau Panjang New,2022-11-30,11,4,River,Sg Selangor
17016,,,,,6.53,0.52,,,,,2.66,18.42,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-12-30,12,4,River,Sg Selangor
17017,,,,,6.67,0.54,,,,,2.76,22.25,,,,0.0,,,,,,,,,,,,,,,,,,,,24.98,,,,,,,,Rantau Panjang New,2022-03-30,3,1,River,Sg Selangor
17018,,,,,6.63,0.54,,,,,2.76,23.11,,,,0.0,,,,,,,,,,,,,,,,,,,,28.79,,,,,,,,Rantau Panjang New,2022-04-30,4,2,River,Sg Selangor
17019,,,,,6.69,0.51,,,,,2.76,18.33,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-05-30,5,2,River,Sg Selangor
17020,,,,,6.73,0.55,,,,,2.78,18.29,,,,0.0,,,,,,,,,,,,,,,,,,,,18.5,,,,,,,,Rantau Panjang New,2022-06-30,6,2,River,Sg Selangor
17021,,,,,6.58,0.55,,,,,2.65,18.43,,,,0.0,,,,,,,,,,,,,,,,,,,,18.65,,,,,,,,Rantau Panjang New,2022-07-30,7,3,River,Sg Selangor
17022,,,,,6.71,0.54,,,,,2.73,18.71,,,,0.0,,,,,,,,,,,,,,,,,,,,21.49,,,,,,,,Rantau Panjang New,2022-08-30,8,3,River,Sg Selangor
17023,,,,,6.56,0.48,,,,,2.66,22.51,,,,0.0,,,,,,,,,,,,,,,,,,,,28.73,,,,,,,,Rantau Panjang New,2022-09-30,9,3,River,Sg Selangor
17024,,,,,6.66,0.54,,,,,2.75,27.35,,,,0.0,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,,Rantau Panjang New,2022-01-31,1,1,River,Sg Selangor
17025,,,,,6.77,0.54,,,,,2.73,22.38,,,,0.0,,,,,,,,,,,,,,,,,,,,25.18,,,,,,,,Rantau Panjang New,2022-10-31,10,4,River,Sg Selangor
17026,,,,,6.55,0.52,,,,,2.65,18.42,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-12-31,12,4,River,Sg Selangor
17027,,,,,6.6,0.55,,,,,2.85,27.86,,,,0.0,,,,,,,,,,,,,,,,,,,,39.7,,,,,,,,Rantau Panjang New,2022-03-31,3,1,River,Sg Selangor
17028,,,,,6.7,0.54,,,,,2.76,18.58,,,,0.0,,,,,,,,,,,,,,,,,,,,21.84,,,,,,,,Rantau Panjang New,2022-05-31,5,2,River,Sg Selangor
17029,,,,,6.57,0.53,,,,,2.77,18.26,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-07-31,7,3,River,Sg Selangor
17030,,,,,6.68,0.54,,,,,2.77,20.63,,,,0.0,,,,,,,,,,,,,,,,,,,,25.23,,,,,,,,Rantau Panjang New,2022-08-31,8,3,River,Sg Selangor
17031,,,,,6.63,0.54,,,,,2.75,25.17,,,,0.0,,,,,,,,,,,,,,,,,,,,40.24,,,,,,,,Rantau Panjang New,2022-04-01,4,2,River,Sg Selangor
17032,,,,,6.6,0.5,,,,,2.77,27.06,,,,0.0,,,,,,,,,,,,,,,,,,,,39.68,,,,,,,,Rantau Panjang New,2022-04-10,4,2,River,Sg Selangor
17033,,,,,6.76,0.55,,,,,2.72,20.33,,,,0.0,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,Rantau Panjang New,2022-04-11,4,2,River,Sg Selangor
17034,,,,,6.72,0.46,,,,,2.72,18.31,,,,0.0,,,,,,,,,,,,,,,,,,,,18.67,,,,,,,,Rantau Panjang New,2022-04-12,4,2,River,Sg Selangor
17035,,,,,6.61,0.54,,,,,2.74,21.39,,,,0.0,,,,,,,,,,,,,,,,,,,,25.11,,,,,,,,Rantau Panjang New,2022-04-02,4,2,River,Sg Selangor
17036,,,,,6.63,0.55,,,,,2.79,26.3,,,,0.0,,,,,,,,,,,,,,,,,,,,32.28,,,,,,,,Rantau Panjang New,2022-04-03,4,2,River,Sg Selangor
17037,,,,,6.51,0.53,,,,,2.7,21.47,,,,0.0,,,,,,,,,,,,,,,,,,,,25.13,,,,,,,,Rantau Panjang New,2022-04-04,4,2,River,Sg Selangor
17038,,,,,6.66,0.54,,,,,2.79,18.41,,,,0.0,,,,,,,,,,,,,,,,,,,,18.81,,,,,,,,Rantau Panjang New,2022-04-05,4,2,River,Sg Selangor
17039,,,,,6.69,0.55,,,,,2.78,18.2,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-04-06,4,2,River,Sg Selangor
17040,,,,,6.56,0.54,,,,,2.74,18.41,,,,0.0,,,,,,,,,,,,,,,,,,,,18.5,,,,,,,,Rantau Panjang New,2022-04-07,4,2,River,Sg Selangor
17041,,,,,6.63,0.53,,,,,2.74,18.45,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-04-08,4,2,River,Sg Selangor
17042,,,,,6.69,0.55,,,,,2.76,18.12,,,,0.0,,,,,,,,,,,,,,,,,,,,18.26,,,,,,,,Rantau Panjang New,2022-04-09,4,2,River,Sg Selangor
17043,,,,,6.74,0.55,,,,,2.79,25.6,,,,0.0,,,,,,,,,,,,,,,,,,,,39.83,,,,,,,,Rantau Panjang New,2022-05-01,5,2,River,Sg Selangor
17044,,,,,6.58,0.49,,,,,2.73,21.5,,,,0.0,,,,,,,,,,,,,,,,,,,,25.4,,,,,,,,Rantau Panjang New,2022-05-10,5,2,River,Sg Selangor
17045,,,,,6.76,0.52,,,,,2.71,19.24,,,,0.0,,,,,,,,,,,,,,,,,,,,21.77,,,,,,,,Rantau Panjang New,2022-05-11,5,2,River,Sg Selangor
17046,,,,,6.82,0.44,,,,,2.7,18.43,,,,0.0,,,,,,,,,,,,,,,,,,,,18.51,,,,,,,,Rantau Panjang New,2022-05-12,5,2,River,Sg Selangor
17047,,,,,6.67,0.54,,,,,2.77,21.12,,,,0.0,,,,,,,,,,,,,,,,,,,,28.21,,,,,,,,Rantau Panjang New,2022-05-02,5,2,River,Sg Selangor
17048,,,,,6.43,0.56,,,,,2.76,27.27,,,,0.0,,,,,,,,,,,,,,,,,,,,34.2,,,,,,,,Rantau Panjang New,2022-05-03,5,2,River,Sg Selangor
17049,,,,,6.49,0.55,,,,,2.69,21.58,,,,0.0,,,,,,,,,,,,,,,,,,,,33.87,,,,,,,,Rantau Panjang New,2022-05-04,5,2,River,Sg Selangor
17050,,,,,6.58,0.55,,,,,2.74,18.48,,,,0.0,,,,,,,,,,,,,,,,,,,,18.6,,,,,,,,Rantau Panjang New,2022-05-05,5,2,River,Sg Selangor
17051,,,,,6.73,0.55,,,,,2.79,18.11,,,,0.0,,,,,,,,,,,,,,,,,,,,18.2,,,,,,,,Rantau Panjang New,2022-05-06,5,2,River,Sg Selangor
17052,,,,,6.63,0.53,,,,,2.76,18.19,,,,0.0,,,,,,,,,,,,,,,,,,,,18.5,,,,,,,,Rantau Panjang New,2022-05-07,5,2,River,Sg Selangor
17053,,,,,6.68,0.54,,,,,2.74,18.42,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-05-08,5,2,River,Sg Selangor
17054,,,,,6.74,0.54,,,,,2.76,18.25,,,,0.0,,,,,,,,,,,,,,,,,,,,18.37,,,,,,,,Rantau Panjang New,2022-05-09,5,2,River,Sg Selangor
17055,,,,,6.87,0.54,,,,,2.85,20.82,,,,0.0,,,,,,,,,,,,,,,,,,,,25.35,,,,,,,,Rantau Panjang New,2022-06-01,6,2,River,Sg Selangor
17056,,,,,6.73,0.49,,,,,2.73,18.28,,,,0.0,,,,,,,,,,,,,,,,,,,,18.33,,,,,,,,Rantau Panjang New,2022-06-10,6,2,River,Sg Selangor
17057,,,,,6.65,0.55,,,,,2.71,18.23,,,,0.0,,,,,,,,,,,,,,,,,,,,18.38,,,,,,,,Rantau Panjang New,2022-06-11,6,2,River,Sg Selangor
17058,,,,,6.69,0.41,,,,,2.66,20.12,,,,0.0,,,,,,,,,,,,,,,,,,,,25.37,,,,,,,,Rantau Panjang New,2022-06-12,6,2,River,Sg Selangor
17059,,,,,6.55,0.53,,,,,2.72,18.17,,,,0.0,,,,,,,,,,,,,,,,,,,,18.38,,,,,,,,Rantau Panjang New,2022-06-02,6,2,River,Sg Selangor
