wtp,Date,Liquid Polyaluminium Chloride (mg/L) _avg,Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L) _avg,Hydrated Lime (Post) (mg/L) _avg,Liquid Chlorine (Post) (mg/L) _avg,Sodium Silico Fluoride (mg/L) _avg,Liquid Chlorine (Pre) (mg/L) _avg,Hydrated Lime (Pre) (mg/L) _avg
Sungai Selangor Fasa 1,3/12/2021,31.65455531,0.049460243,10.4939361,4.660882833,0.782759187,1.171255176,
Sungai Selangor Fasa 1,4/12/2021,29.6560523,0.054614958,10.17109703,4.823492541,0.806439883,1.240864806,
Sungai Selangor Fasa 1,5/12/2021,26.81975709,0.050013566,12.54582923,5.720271735,0.915840741,1.185320104,
Sungai Selangor Fasa 1,6/12/2021,30.26143504,0.048692587,11.32349843,4.504365494,0.789261479,1.151334612,
Sungai Selangor Fasa 1,7/12/2021,26.31038791,0.048041475,10.66606757,3.477995762,0.857154591,1.199880954,
Sungai Selangor Fasa 1,8/12/2021,24.14177455,0.05,11.07599272,4.437611111,0.786096569,1.145373897,
Sungai Selangor Fasa 1,9/12/2021,34.6696885,0.056234227,10.23306529,5.012634668,0.657851253,1.244357041,
Sungai Selangor Fasa 1,10/12/2021,41.89661395,0.051976865,10.65692159,4.938914747,0.908716186,1.170174613,
Sungai Selangor Fasa 1,11/12/2021,28.9462724,0.052310227,13.4363946,4.655093332,0.918173387,1.179596362,
Sungai Selangor Fasa 1,12/12/2021,29.62499817,0.068973208,11.12219154,4.632151866,0.82398066,1.166479508,
Sungai Selangor Fasa 1,13/12/2021,28.99732998,0.050134319,11.96908966,4.997588075,0.882056584,1.118889901,
Sungai Selangor Fasa 1,14/12/2021,32.32541248,0.05,8.339050469,4.942190367,0.767498165,1.166271913,
Sungai Selangor Fasa 1,15/12/2021,21.50975534,0.04987149,10.98761269,5.109816662,0.85695771,1.179567752,
Sungai Selangor Fasa 1,16/12/2021,30.7607251,0.078601024,14.0119215,5.145272619,0.897106717,1.181731927,
Sungai Selangor Fasa 1,17/12/2021,37.38848318,0.046649783,12.31094822,4.722585686,0.897642479,1.125945302,
Sungai Selangor Fasa 1,18/12/2021,37.19895012,0.05,7.04545699,4.269942459,0.697398734,1.094979849,
Sungai Selangor Fasa 1,19/12/2021,35.38924704,0.048561344,7.904537493,4.484498237,0.883589155,1.172193785,
Sungai Selangor Fasa 1,20/12/2021,34.53552915,0.047864501,9.193056368,4.688896876,0.7598407,1.173252882,
Sungai Selangor Fasa 1,21/12/2021,27.50236751,0.047688578,6.564214505,4.698866515,0.867015898,1.155968874,
Sungai Selangor Fasa 1,22/12/2021,37.56395276,0.05,10.10140335,4.775354528,0.70582227,1.132044975,
Sungai Selangor Fasa 1,23/12/2021,35.06105622,0.076755272,8.058689828,4.690409554,0.747619342,1.18260011,
Sungai Selangor Fasa 1,24/12/2021,36.94236598,0.048292345,14.40969977,4.818171645,0.828109166,1.183891104,
Sungai Selangor Fasa 1,25/12/2021,39.38283785,0.050402197,12.3760103,4.972788847,0.913154797,1.193062864,
Sungai Selangor Fasa 1,26/12/2021,33.16562518,0.05,11.63878297,4.828167569,0.742225889,1.16236133,
Sungai Selangor Fasa 1,27/12/2021,37.23047922,0.048501939,12.3996008,5.01596357,0.578928216,1.189927421,
Sungai Selangor Fasa 1,28/12/2021,37.95706474,0.082025191,12.18524397,5.06709308,0.781969313,1.308897336,
Sungai Selangor Fasa 1,29/12/2021,30.29624169,0.048744565,9.433291528,4.935567748,0.686751596,1.15196275,
Sungai Selangor Fasa 1,30/12/2021,30.99439287,0.048249542,17.75367984,4.955404072,0.745077879,1.18092684,
Sungai Selangor Fasa 1,31/12/2021,32.29072414,0.047666773,11.45898258,4.882933054,0.823123292,1.154939235,
