wtp,Date,Column2,Column3,Year,Month,ChemicalCode,ChemicalName,TotalMTConsumed,UnitPrice,TotalRMAmount,Column1
Sungai Selangor Fasa 2 Stream C,1/4/2022,4,2022,2022,4,D01,Flopam FO 4290 PWG (25kg / bag),12.307,16500,203065.5,April
Sungai Selangor Fasa 2 Stream C,1/4/2022,4,2022,2022,4,E01,Microsand (1000kg / bag),85,700,59500,April
Sungai Selangor Fasa 2 Stream C,1/4/2022,4,2022,2022,4,F01,Sodium Silico Fluoride (25kg / bag),22.083,3600,79498.8,April
Sungai Selangor Fasa 2 Stream C,1/5/2022,5,2022,2022,5,A01,Liquid Aluminium Sulphate (Bulk/Tanker),485,398,193030,May
Sungai Selangor Fasa 2 Stream C,1/5/2022,5,2022,2022,5,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),351.82,698,245570.36,May
Sungai Selangor Fasa 2 Stream C,1/3/2022,3,2022,2022,3,D01,Flopam FO 4290 PWG (25kg / bag),12.039,16500,198643.5,March
Sungai Selangor Fasa 2 Stream C,1/3/2022,3,2022,2022,3,E01,Microsand (1000kg / bag),110,700,77000,March
Sungai Selangor Fasa 2 Stream C,1/3/2022,3,2022,2022,3,F01,Sodium Silico Fluoride (25kg / bag),22.294,3600,80258.4,March
Sungai Selangor Fasa 2 Stream C,1/4/2022,4,2022,2022,4,A01,Liquid Aluminium Sulphate (Bulk/Tanker),586,398,233228,April
Sungai Selangor Fasa 2 Stream C,1/4/2022,4,2022,2022,4,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),404.63,698,282431.74,April
Sungai Selangor Fasa 2 Stream C,1/4/2022,4,2022,2022,4,B01,Hydrated Lime - Powder (Bulk/Tanker),363.11,388,140886.68,April
Sungai Selangor Fasa 2 Stream C,1/2/2022,2,2022,2022,2,E01,Microsand (1000kg / bag),86,700,60200,February
Sungai Selangor Fasa 2 Stream C,1/2/2022,2,2022,2022,2,F01,Sodium Silico Fluoride (25kg / bag),18.01,3600,64836,February
Sungai Selangor Fasa 2 Stream C,1/3/2022,3,2022,2022,3,A01,Liquid Aluminium Sulphate (Bulk/Tanker),717,398,285366,March
Sungai Selangor Fasa 2 Stream C,1/3/2022,3,2022,2022,3,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),436.3,698,304537.4,March
Sungai Selangor Fasa 2 Stream C,1/3/2022,3,2022,2022,3,B01,Hydrated Lime - Powder (Bulk/Tanker),346.72,388,134527.36,March
Sungai Selangor Fasa 2 Stream C,1/3/2022,3,2022,2022,3,C01,Liquid Chlorine (930kg / drum),246.134,2260,556262.84,March
Sungai Selangor Fasa 2 Stream C,1/1/2022,1,2022,2022,1,F01,Sodium Silico Fluoride (25kg / bag),21.012,3600,75643.2,January
Sungai Selangor Fasa 2 Stream C,1/2/2022,2,2022,2022,2,A01,Liquid Aluminium Sulphate (Bulk/Tanker),585,398,232830,February
Sungai Selangor Fasa 2 Stream C,1/2/2022,2,2022,2022,2,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),391.33,698,273148.34,February
Sungai Selangor Fasa 2 Stream C,1/2/2022,2,2022,2022,2,B01,Hydrated Lime - Powder (Bulk/Tanker),307.81,388,119430.28,February
Sungai Selangor Fasa 2 Stream C,1/2/2022,2,2022,2022,2,C01,Liquid Chlorine (930kg / drum),230.23,2260,520319.8,February
Sungai Selangor Fasa 2 Stream C,1/2/2022,2,2022,2022,2,D01,Flopam FO 4290 PWG (25kg / bag),10.668,16500,176022,February
Sungai Labu,1/1/2022,1,2022,2022,1,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),38.772,698,27062.856,January
Sungai Labu,1/1/2022,1,2022,2022,1,B03,Hydrated Lime (1000kg / bag),6.099,420,2561.58,January
Sungai Labu,1/1/2022,1,2022,2022,1,C01,Liquid Chlorine (930kg / drum),12.222,2260,27621.72,January
Sungai Labu,1/1/2022,1,2022,2022,1,D02,Flopam FO 4190 PWG (25kg / bag),0.1,16500,1650,January
Sungai Labu,1/1/2022,1,2022,2022,1,F01,Sodium Silico Fluoride (25kg / bag),1.05,3600,3780,January
Sungai Labu,1/2/2022,2,2022,2022,2,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),34.461,698,24053.778,February
Sungai Labu,1/11/2022,11,2022,2022,11,F01,Sodium Silico Fluoride (25kg / bag),1.225,3600,4410,November
Sungai Labu,1/12/2022,12,2022,2022,12,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),31.325,698,21864.85,December
Sungai Labu,1/12/2022,12,2022,2022,12,C01,Liquid Chlorine (930kg / drum),9.016,2260,20376.16,December
Sungai Labu,1/12/2022,12,2022,2022,12,B03,Hydrated Lime (1000kg / bag),5.991,420,2516.22,December
Sungai Labu,1/12/2022,12,2022,2022,12,F01,Sodium Silico Fluoride (25kg / bag),1.125,3600,4050,December
Sungai Labu,1/12/2022,12,2022,2022,12,D02,Flopam FO 4190 PWG (25kg / bag),0.075,16500,1237.5,December
Sungai Labu,1/10/2022,10,2022,2022,10,D02,Flopam FO 4190 PWG (25kg / bag),0.1,16500,1650,October
Sungai Labu,1/10/2022,10,2022,2022,10,F01,Sodium Silico Fluoride (25kg / bag),1.2,3600,4320,October
Sungai Labu,1/11/2022,11,2022,2022,11,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),27.21,698,18992.58,November
Sungai Labu,1/11/2022,11,2022,2022,11,B03,Hydrated Lime (1000kg / bag),4.938,420,2073.96,November
Sungai Labu,1/11/2022,11,2022,2022,11,C01,Liquid Chlorine (930kg / drum),7.962,2260,17994.12,November
Sungai Labu,1/11/2022,11,2022,2022,11,D02,Flopam FO 4190 PWG (25kg / bag),0.05,16500,825,November
Sungai Labu,1/9/2022,9,2022,2022,9,C01,Liquid Chlorine (930kg / drum),8.492,2260,19191.92,September
Sungai Labu,1/9/2022,9,2022,2022,9,D02,Flopam FO 4190 PWG (25kg / bag),0.075,16500,1237.5,September
Sungai Labu,1/9/2022,9,2022,2022,9,F01,Sodium Silico Fluoride (25kg / bag),1.325,3600,4770,September
Sungai Labu,1/10/2022,10,2022,2022,10,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),31.359,698,21888.582,October
Sungai Labu,1/10/2022,10,2022,2022,10,B03,Hydrated Lime (1000kg / bag),4.07,420,1709.4,October
Sungai Labu,1/10/2022,10,2022,2022,10,C01,Liquid Chlorine (930kg / drum),8.417,2260,19022.42,October
Sungai Labu,1/8/2022,8,2022,2022,8,B03,Hydrated Lime (1000kg / bag),3.942,420,1655.64,August
Sungai Labu,1/8/2022,8,2022,2022,8,C01,Liquid Chlorine (930kg / drum),8.71,2260,19684.6,August
Sungai Labu,1/8/2022,8,2022,2022,8,D02,Flopam FO 4190 PWG (25kg / bag),0.05,16500,825,August
Sungai Labu,1/8/2022,8,2022,2022,8,F01,Sodium Silico Fluoride (25kg / bag),1.1,3600,3960,August
Sungai Labu,1/9/2022,9,2022,2022,9,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),30.949,698,21602.402,September
Sungai Labu,1/9/2022,9,2022,2022,9,B03,Hydrated Lime (1000kg / bag),5.024,420,2110.08,September
Sungai Labu,1/7/2022,7,2022,2022,7,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),31.901,698,22266.898,July
Sungai Labu,1/7/2022,7,2022,2022,7,B03,Hydrated Lime (1000kg / bag),5.034,420,2114.28,July
Sungai Labu,1/7/2022,7,2022,2022,7,C01,Liquid Chlorine (930kg / drum),8.659,2260,19569.34,July
Sungai Labu,1/7/2022,7,2022,2022,7,D02,Flopam FO 4190 PWG (25kg / bag),0.1,16500,1650,July
Sungai Labu,1/7/2022,7,2022,2022,7,F01,Sodium Silico Fluoride (25kg / bag),1.175,3600,4230,July
Sungai Labu,1/8/2022,8,2022,2022,8,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),32.184,698,22464.432,August
Sungai Labu,1/5/2022,5,2022,2022,5,F01,Sodium Silico Fluoride (25kg / bag),1.075,3600,3870,May
Sungai Labu,1/6/2022,6,2022,2022,6,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),35.286,698,24629.628,June
Sungai Labu,1/6/2022,6,2022,2022,6,B03,Hydrated Lime (1000kg / bag),4.033,420,1693.86,June
Sungai Labu,1/6/2022,6,2022,2022,6,C01,Liquid Chlorine (930kg / drum),8.696,2260,19652.96,June
Sungai Labu,1/6/2022,6,2022,2022,6,D02,Flopam FO 4190 PWG (25kg / bag),0.025,16500,412.5,June
Sungai Labu,1/6/2022,6,2022,2022,6,F01,Sodium Silico Fluoride (25kg / bag),1.15,3600,4140,June
Sungai Labu,1/4/2022,4,2022,2022,4,D02,Flopam FO 4190 PWG (25kg / bag),0.05,16500,825,April
Sungai Labu,1/4/2022,4,2022,2022,4,F01,Sodium Silico Fluoride (25kg / bag),1.15,3600,4140,April
Sungai Labu,1/5/2022,5,2022,2022,5,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),36.954,698,25793.892,May
Sungai Labu,1/5/2022,5,2022,2022,5,B03,Hydrated Lime (1000kg / bag),6.063,420,2546.46,May
Sungai Labu,1/5/2022,5,2022,2022,5,C01,Liquid Chlorine (930kg / drum),11.622,2260,26265.72,May
Sungai Labu,1/5/2022,5,2022,2022,5,D02,Flopam FO 4190 PWG (25kg / bag),0.1,16500,1650,May
Sungai Labu,1/3/2022,3,2022,2022,3,C01,Liquid Chlorine (930kg / drum),11.73,2260,26509.8,March
Sungai Labu,1/3/2022,3,2022,2022,3,D02,Flopam FO 4190 PWG (25kg / bag),0.075,16500,1237.5,March
Sungai Labu,1/3/2022,3,2022,2022,3,F01,Sodium Silico Fluoride (25kg / bag),1.225,3600,4410,March
Sungai Labu,1/4/2022,4,2022,2022,4,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),36.086,698,25188.028,April
Sungai Labu,1/4/2022,4,2022,2022,4,B03,Hydrated Lime (1000kg / bag),5.06,420,2125.2,April
Sungai Labu,1/4/2022,4,2022,2022,4,C01,Liquid Chlorine (930kg / drum),11.808,2260,26686.08,April
Sungai Labu,1/2/2022,2,2022,2022,2,B03,Hydrated Lime (1000kg / bag),5.057,420,2123.94,February
Sungai Labu,1/2/2022,2,2022,2022,2,C01,Liquid Chlorine (930kg / drum),11.296,2260,25528.96,February
Sungai Labu,1/2/2022,2,2022,2022,2,D02,Flopam FO 4190 PWG (25kg / bag),0.1,16500,1650,February
Sungai Labu,1/2/2022,2,2022,2022,2,F01,Sodium Silico Fluoride (25kg / bag),0.99,3600,3564,February
Sungai Labu,1/3/2022,3,2022,2022,3,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),37.862,698,26427.676,March
Sungai Labu,1/3/2022,3,2022,2022,3,B03,Hydrated Lime (1000kg / bag),7.148,420,3002.16,March
Semenyih 2 ,1/2/2022,2,2022,2022,2,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),93.59,698,65325.82,February
Semenyih 2 ,1/2/2022,2,2022,2022,2,B01,Hydrated Lime - Powder (Bulk/Tanker),12.21,388,4737.48,February
Semenyih 2 ,1/2/2022,2,2022,2022,2,C01,Liquid Chlorine (930kg / drum),15.979,2260,36112.54,February
Semenyih 2 ,1/1/2022,1,2022,2022,1,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),93.449,698,65227.402,January
Semenyih 2 ,1/1/2022,1,2022,2022,1,B01,Hydrated Lime - Powder (Bulk/Tanker),11.7,388,4539.6,January
Semenyih 2 ,1/1/2022,1,2022,2022,1,C01,Liquid Chlorine (930kg / drum),15.297,2260,34571.22,January
Semenyih 2 ,1/12/2022,12,2022,2022,12,B06,Sodium Hydroxide - Caustic Soda (Min 9% - 15%) (For Scrubber Only),18,1000,18000,December
Semenyih 2 ,1/11/2022,11,2022,2022,11,C01,Liquid Chlorine (930kg / drum),16.891,2260,38173.66,November
Semenyih 2 ,1/11/2022,11,2022,2022,11,F01,Sodium Silico Fluoride (25kg / bag),1.5,3600,5400,November
Semenyih 2 ,1/12/2022,12,2022,2022,12,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),81.171,698,56657.358,December
Semenyih 2 ,1/12/2022,12,2022,2022,12,C01,Liquid Chlorine (930kg / drum),18.063,2260,40822.38,December
Semenyih 2 ,1/12/2022,12,2022,2022,12,B01,Hydrated Lime - Powder (Bulk/Tanker),4.49,388,1742.12,December
Semenyih 2 ,1/12/2022,12,2022,2022,12,F01,Sodium Silico Fluoride (25kg / bag),1.55,3600,5580,December
Semenyih 2 ,1/10/2022,10,2022,2022,10,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),136.951,698,95591.798,October
Semenyih 2 ,1/10/2022,10,2022,2022,10,B01,Hydrated Lime - Powder (Bulk/Tanker),4.71,388,1827.48,October
Semenyih 2 ,1/10/2022,10,2022,2022,10,C01,Liquid Chlorine (930kg / drum),17.926,2260,40512.76,October
Semenyih 2 ,1/10/2022,10,2022,2022,10,F01,Sodium Silico Fluoride (25kg / bag),1.55,3600,5580,October
Semenyih 2 ,1/11/2022,11,2022,2022,11,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),99.465,698,69426.57,November
Semenyih 2 ,1/11/2022,11,2022,2022,11,B01,Hydrated Lime - Powder (Bulk/Tanker),4.8,388,1862.4,November
Semenyih 2 ,1/8/2022,8,2022,2022,8,C01,Liquid Chlorine (930kg / drum),16.617,2260,37554.42,August
Semenyih 2 ,1/8/2022,8,2022,2022,8,F01,Sodium Silico Fluoride (25kg / bag),2.325,3600,8370,August
Semenyih 2 ,1/9/2022,9,2022,2022,9,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),119.28,698,83257.44,September
Semenyih 2 ,1/9/2022,9,2022,2022,9,B01,Hydrated Lime - Powder (Bulk/Tanker),5.05,388,1959.4,September
Semenyih 2 ,1/9/2022,9,2022,2022,9,C01,Liquid Chlorine (930kg / drum),16.472,2260,37226.72,September
Semenyih 2 ,1/9/2022,9,2022,2022,9,F01,Sodium Silico Fluoride (25kg / bag),1.425,3600,5130,September
Semenyih 2 ,1/7/2022,7,2022,2022,7,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),116.811,698,81534.078,July
Semenyih 2 ,1/7/2022,7,2022,2022,7,B01,Hydrated Lime - Powder (Bulk/Tanker),5.4,388,2095.2,July
Semenyih 2 ,1/7/2022,7,2022,2022,7,C01,Liquid Chlorine (930kg / drum),14.594,2260,32982.44,July
Semenyih 2 ,1/7/2022,7,2022,2022,7,F01,Sodium Silico Fluoride (25kg / bag),2.1,3600,7560,July
Semenyih 2 ,1/8/2022,8,2022,2022,8,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),109.956,698,76749.288,August
Semenyih 2 ,1/8/2022,8,2022,2022,8,B01,Hydrated Lime - Powder (Bulk/Tanker),4.44,388,1722.72,August
Semenyih 2 ,1/5/2022,5,2022,2022,5,C01,Liquid Chlorine (930kg / drum),17.707,2260,40017.82,May
Semenyih 2 ,1/5/2022,5,2022,2022,5,F01,Sodium Silico Fluoride (25kg / bag),1.55,3600,5580,May
Semenyih 2 ,1/6/2022,6,2022,2022,6,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),103.881,698,72508.938,June
Semenyih 2 ,1/6/2022,6,2022,2022,6,B01,Hydrated Lime - Powder (Bulk/Tanker),9.54,388,3701.52,June
Semenyih 2 ,1/6/2022,6,2022,2022,6,C01,Liquid Chlorine (930kg / drum),19.003,2260,42946.78,June
Semenyih 2 ,1/6/2022,6,2022,2022,6,F01,Sodium Silico Fluoride (25kg / bag),1.875,3600,6750,June
Semenyih 2 ,1/4/2022,4,2022,2022,4,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),109.331,698,76313.038,April
Semenyih 2 ,1/4/2022,4,2022,2022,4,B01,Hydrated Lime - Powder (Bulk/Tanker),14.01,388,5435.88,April
Semenyih 2 ,1/4/2022,4,2022,2022,4,C01,Liquid Chlorine (930kg / drum),16.279,2260,36790.54,April
Semenyih 2 ,1/4/2022,4,2022,2022,4,F01,Sodium Silico Fluoride (25kg / bag),1.5,3600,5400,April
Semenyih 2 ,1/5/2022,5,2022,2022,5,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),115.143,698,80369.814,May
Semenyih 2 ,1/5/2022,5,2022,2022,5,B01,Hydrated Lime - Powder (Bulk/Tanker),13.74,388,5331.12,May
Semenyih 2 ,1/1/2022,1,2022,2022,1,F01,Sodium Silico Fluoride (25kg / bag),1.45,3600,5220,January
Semenyih 2 ,1/2/2022,2,2022,2022,2,F01,Sodium Silico Fluoride (25kg / bag),1.475,3600,5310,February
Semenyih 2 ,1/3/2022,3,2022,2022,3,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),105.632,698,73731.136,March
Semenyih 2 ,1/3/2022,3,2022,2022,3,B01,Hydrated Lime - Powder (Bulk/Tanker),12.52,388,4857.76,March
Semenyih 2 ,1/3/2022,3,2022,2022,3,C01,Liquid Chlorine (930kg / drum),18.329,2260,41423.54,March
Semenyih 2 ,1/3/2022,3,2022,2022,3,F01,Sodium Silico Fluoride (25kg / bag),1.65,3600,5940,March
Bukit Tampoi,1/1/2022,1,2022,2022,1,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),28.131,698,19635.438,January
Bukit Tampoi,1/1/2022,1,2022,2022,1,B02,Hydrated Lime (25kg / bag),5.975,450,2688.75,January
Bukit Tampoi,1/1/2022,1,2022,2022,1,B04,Soda Ash (25kg / bag),0.625,1900,1187.5,January
Bukit Tampoi,1/1/2022,1,2022,2022,1,C02,Liquid Chlorine (68kg / Cylinder),2.448,8400,20563.2,January
Bukit Tampoi,1/1/2022,1,2022,2022,1,E03,Sodium Aluminosilicate (25kg / bag),1.75,3600,6300,January
Bukit Tampoi,1/1/2022,1,2022,2022,1,F01,Sodium Silico Fluoride (25kg / bag),0.32,3600,1152,January
Bukit Tampoi,1/12/2022,12,2022,2022,12,C02,Liquid Chlorine (68kg / Cylinder),1.496,8400,12566.4,December
Bukit Tampoi,1/12/2022,12,2022,2022,12,E03,Sodium Aluminosilicate (25kg / bag),1.525,3600,5490,December
Bukit Tampoi,1/12/2022,12,2022,2022,12,F01,Sodium Silico Fluoride (25kg / bag),0.225,3600,810,December
Bukit Tampoi,1/12/2022,12,2022,2022,12,E08,Powdered Activated Carbon (25kg / bag),0.05,7000,350,December
Bukit Tampoi,1/11/2022,11,2022,2022,11,B02,Hydrated Lime (25kg / bag),3.425,450,1541.25,November
Bukit Tampoi,1/11/2022,11,2022,2022,11,C02,Liquid Chlorine (68kg / Cylinder),1.972,8400,16564.8,November
Bukit Tampoi,1/11/2022,11,2022,2022,11,E03,Sodium Aluminosilicate (25kg / bag),0.225,3600,810,November
Bukit Tampoi,1/11/2022,11,2022,2022,11,F01,Sodium Silico Fluoride (25kg / bag),0.2,3600,720,November
Bukit Tampoi,1/12/2022,12,2022,2022,12,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),28.04,698,19571.92,December
Bukit Tampoi,1/12/2022,12,2022,2022,12,B02,Hydrated Lime (25kg / bag),5.025,450,2261.25,December
Bukit Tampoi,1/10/2022,10,2022,2022,10,B02,Hydrated Lime (25kg / bag),3.675,450,1653.75,October
Bukit Tampoi,1/10/2022,10,2022,2022,10,B04,Soda Ash (25kg / bag),0.425,1900,807.5,October
Bukit Tampoi,1/10/2022,10,2022,2022,10,C02,Liquid Chlorine (68kg / Cylinder),1.904,8400,15993.6,October
Bukit Tampoi,1/10/2022,10,2022,2022,10,E03,Sodium Aluminosilicate (25kg / bag),0.675,3600,2430,October
Bukit Tampoi,1/10/2022,10,2022,2022,10,F01,Sodium Silico Fluoride (25kg / bag),0.275,3600,990,October
Bukit Tampoi,1/11/2022,11,2022,2022,11,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),34.744,698,24251.312,November
Bukit Tampoi,1/9/2022,9,2022,2022,9,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),22.672,698,15825.056,September
Bukit Tampoi,1/9/2022,9,2022,2022,9,B02,Hydrated Lime (25kg / bag),4,450,1800,September
Bukit Tampoi,1/9/2022,9,2022,2022,9,C02,Liquid Chlorine (68kg / Cylinder),1.904,8400,15993.6,September
Bukit Tampoi,1/9/2022,9,2022,2022,9,E03,Sodium Aluminosilicate (25kg / bag),1.1,3600,3960,September
Bukit Tampoi,1/9/2022,9,2022,2022,9,F01,Sodium Silico Fluoride (25kg / bag),0.2,3600,720,September
Bukit Tampoi,1/10/2022,10,2022,2022,10,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),25.423,698,17745.254,October
Bukit Tampoi,1/8/2022,8,2022,2022,8,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),26.81,698,18713.38,August
Bukit Tampoi,1/8/2022,8,2022,2022,8,B02,Hydrated Lime (25kg / bag),5.475,450,2463.75,August
Bukit Tampoi,1/8/2022,8,2022,2022,8,C02,Liquid Chlorine (68kg / Cylinder),2.244,8400,18849.6,August
Bukit Tampoi,1/8/2022,8,2022,2022,8,E03,Sodium Aluminosilicate (25kg / bag),0.8,3600,2880,August
Bukit Tampoi,1/8/2022,8,2022,2022,8,E08,Powdered Activated Carbon (25kg / bag),0.025,7000,175,August
Bukit Tampoi,1/8/2022,8,2022,2022,8,F01,Sodium Silico Fluoride (25kg / bag),0.2,3600,720,August
Bukit Tampoi,1/7/2022,7,2022,2022,7,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),26.464,698,18471.872,July
Bukit Tampoi,1/7/2022,7,2022,2022,7,B02,Hydrated Lime (25kg / bag),6.35,450,2857.5,July
Bukit Tampoi,1/7/2022,7,2022,2022,7,B04,Soda Ash (25kg / bag),0.125,1900,237.5,July
Bukit Tampoi,1/7/2022,7,2022,2022,7,C02,Liquid Chlorine (68kg / Cylinder),1.836,8400,15422.4,July
Bukit Tampoi,1/7/2022,7,2022,2022,7,E03,Sodium Aluminosilicate (25kg / bag),1.7,3600,6120,July
Bukit Tampoi,1/7/2022,7,2022,2022,7,F01,Sodium Silico Fluoride (25kg / bag),0.225,3600,810,July
Bukit Tampoi,1/6/2022,6,2022,2022,6,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),25.652,698,17905.096,June
Bukit Tampoi,1/6/2022,6,2022,2022,6,B02,Hydrated Lime (25kg / bag),5.2,450,2340,June
Bukit Tampoi,1/6/2022,6,2022,2022,6,C02,Liquid Chlorine (68kg / Cylinder),2.244,8400,18849.6,June
Bukit Tampoi,1/6/2022,6,2022,2022,6,E03,Sodium Aluminosilicate (25kg / bag),1.525,3600,5490,June
Bukit Tampoi,1/6/2022,6,2022,2022,6,E08,Powdered Activated Carbon (25kg / bag),0.025,7000,175,June
Bukit Tampoi,1/6/2022,6,2022,2022,6,F01,Sodium Silico Fluoride (25kg / bag),0.2,3600,720,June
Bukit Tampoi,1/5/2022,5,2022,2022,5,B02,Hydrated Lime (25kg / bag),6.5,450,2925,May
Bukit Tampoi,1/5/2022,5,2022,2022,5,B04,Soda Ash (25kg / bag),0.375,1900,712.5,May
Bukit Tampoi,1/5/2022,5,2022,2022,5,C02,Liquid Chlorine (68kg / Cylinder),2.312,8400,19420.8,May
Bukit Tampoi,1/5/2022,5,2022,2022,5,E03,Sodium Aluminosilicate (25kg / bag),1.9,3600,6840,May
Bukit Tampoi,1/5/2022,5,2022,2022,5,E08,Powdered Activated Carbon (25kg / bag),0.075,7000,525,May
Bukit Tampoi,1/5/2022,5,2022,2022,5,F01,Sodium Silico Fluoride (25kg / bag),0.25,3600,900,May
Bukit Tampoi,1/4/2022,4,2022,2022,4,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),31.929,698,22286.442,April
Bukit Tampoi,1/4/2022,4,2022,2022,4,B02,Hydrated Lime (25kg / bag),5.75,450,2587.5,April
Bukit Tampoi,1/4/2022,4,2022,2022,4,C02,Liquid Chlorine (68kg / Cylinder),1.904,8400,15993.6,April
Bukit Tampoi,1/4/2022,4,2022,2022,4,E03,Sodium Aluminosilicate (25kg / bag),1.525,3600,5490,April
Bukit Tampoi,1/4/2022,4,2022,2022,4,F01,Sodium Silico Fluoride (25kg / bag),0.125,3600,450,April
Bukit Tampoi,1/5/2022,5,2022,2022,5,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),32.544,698,22715.712,May
Bukit Tampoi,1/3/2022,3,2022,2022,3,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),30.861,698,21540.978,March
Bukit Tampoi,1/3/2022,3,2022,2022,3,B02,Hydrated Lime (25kg / bag),6.9,450,3105,March
Bukit Tampoi,1/3/2022,3,2022,2022,3,B04,Soda Ash (25kg / bag),0.25,1900,475,March
Bukit Tampoi,1/3/2022,3,2022,2022,3,C02,Liquid Chlorine (68kg / Cylinder),2.108,8400,17707.2,March
Bukit Tampoi,1/3/2022,3,2022,2022,3,E03,Sodium Aluminosilicate (25kg / bag),1.275,3600,4590,March
Bukit Tampoi,1/3/2022,3,2022,2022,3,F01,Sodium Silico Fluoride (25kg / bag),0.25,3600,900,March
Bukit Tampoi,1/2/2022,2,2022,2022,2,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),31.147,698,21740.606,February
Bukit Tampoi,1/2/2022,2,2022,2022,2,B02,Hydrated Lime (25kg / bag),6.075,450,2733.75,February
Bukit Tampoi,1/2/2022,2,2022,2022,2,B04,Soda Ash (25kg / bag),0.125,1900,237.5,February
Bukit Tampoi,1/2/2022,2,2022,2022,2,C02,Liquid Chlorine (68kg / Cylinder),1.768,8400,14851.2,February
Bukit Tampoi,1/2/2022,2,2022,2022,2,E03,Sodium Aluminosilicate (25kg / bag),1.275,3600,4590,February
Bukit Tampoi,1/2/2022,2,2022,2022,2,F01,Sodium Silico Fluoride (25kg / bag),0.25,3600,900,February
Salak Tinggi,1/1/2022,1,2022,2022,1,A02,Kibbled Aluminium Sulphate (50kg / bag),3.6,1200,4320,January
Salak Tinggi,1/1/2022,1,2022,2022,1,B02,Hydrated Lime (25kg / bag),1.4,450,630,January
Salak Tinggi,1/1/2022,1,2022,2022,1,C02,Liquid Chlorine (68kg / Cylinder),0.748,8400,6283.2,January
Salak Tinggi,1/1/2022,1,2022,2022,1,F01,Sodium Silico Fluoride (25kg / bag),0.125,3600,450,January
Salak Tinggi,1/2/2022,2,2022,2022,2,A02,Kibbled Aluminium Sulphate (50kg / bag),3.65,1200,4380,February
Salak Tinggi,1/2/2022,2,2022,2022,2,B02,Hydrated Lime (25kg / bag),1.6,450,720,February
Salak Tinggi,1/11/2022,11,2022,2022,11,C02,Liquid Chlorine (68kg / Cylinder),0.544,8400,4569.6,November
Salak Tinggi,1/11/2022,11,2022,2022,11,F01,Sodium Silico Fluoride (25kg / bag),0.1,3600,360,November
Salak Tinggi,1/12/2022,12,2022,2022,12,B02,Hydrated Lime (25kg / bag),1.3,450,585,December
Salak Tinggi,1/12/2022,12,2022,2022,12,A02,Kibbled Aluminium Sulphate (50kg / bag),2.7,1200,3240,December
Salak Tinggi,1/12/2022,12,2022,2022,12,C02,Liquid Chlorine (68kg / Cylinder),0.816,8400,6854.4,December
Salak Tinggi,1/12/2022,12,2022,2022,12,F01,Sodium Silico Fluoride (25kg / bag),0.1,3600,360,December
Salak Tinggi,1/10/2022,10,2022,2022,10,A02,Kibbled Aluminium Sulphate (50kg / bag),3,1200,3600,October
Salak Tinggi,1/10/2022,10,2022,2022,10,B02,Hydrated Lime (25kg / bag),1.35,450,607.5,October
