,wtp,Date,Activated Carbon _avg,Aluminium Chlorohydrate _avg,Flopam AH 912 PWG _avg,Flopam FA 920 PWG _avg,Flopam FL 4520 PWG _avg,Flopam FO 4190 PWG _avg,Flopam FO 4290 PWG _avg,Hydrated Lime _avg,Hydrated Lime (Intermediate) _avg,Hydrated Lime (Post) _avg,Hydrated Lime (Powder) _avg,Hydrated Lime (Powder) (Intermediate) _avg,Hydrated Lime (Powder) (Post) _avg,Hydrated Lime (Powder) (Pre) _avg,Hydrated Lime (Pre) _avg,Kibbled Aluminium Sulphate _avg,Liquid Aluminium Sulphate _avg,Liquid Chlorine _avg,Liquid Chlorine (Intermediate) _avg,Liquid Chlorine (Post) _avg,Liquid Chlorine (Pre) _avg,Liquid Polyaluminium Chloride _avg,Microsand _avg,Modified Liquid Alum _avg,Polyelectrolyte AN 910 PWG _avg,Polymer Tianfloc C3080 _avg,Potassium Permanganate _avg,Soda Ash _avg,Soda Ash (Post) _avg,Soda Ash (Pre) _avg,Sodium Aluminosilicate _avg,Sodium Fluoride _avg,Sodium Hypochlorite _avg,Sodium Silico Fluoride _avg,Superfloc C 591 PWG _avg,Activated Carbon _max,Aluminium Chlorohydrate _max,Flopam AH 912 PWG _max,Flopam FA 920 PWG _max,Flopam FL 4520 PWG _max,Flopam FO 4190 PWG _max,Flopam FO 4290 PWG _max,Hydrated Lime _max,Hydrated Lime (Intermediate) _max,Hydrated Lime (Post) _max,Hydrated Lime (Powder) _max,Hydrated Lime (Powder) (Intermediate) _max,Hydrated Lime (Powder) (Post) _max,Hydrated Lime (Powder) (Pre) _max,Hydrated Lime (Pre) _max,Kibbled Aluminium Sulphate _max,Liquid Aluminium Sulphate _max,Liquid Chlorine _max,Liquid Chlorine (Intermediate) _max,Liquid Chlorine (Post) _max,Liquid Chlorine (Pre) _max,Liquid Polyaluminium Chloride _max,Microsand _max,Modified Liquid Alum _max,Polyelectrolyte AN 910 PWG _max,Polymer Tianfloc C3080 _max,Potassium Permanganate _max,Soda Ash _max,Soda Ash (Post) _max,Soda Ash (Pre) _max,Sodium Aluminosilicate _max,Sodium Fluoride _max,Sodium Hypochlorite _max,Sodium Silico Fluoride _max,Superfloc C 591 PWG _max,Activated Carbon _min,Aluminium Chlorohydrate _min,Flopam AH 912 PWG _min,Flopam FA 920 PWG _min,Flopam FL 4520 PWG _min,Flopam FO 4190 PWG _min,Flopam FO 4290 PWG _min,Hydrated Lime _min,Hydrated Lime (Intermediate) _min,Hydrated Lime (Post) _min,Hydrated Lime (Powder) _min,Hydrated Lime (Powder) (Intermediate) _min,Hydrated Lime (Powder) (Post) _min,Hydrated Lime (Powder) (Pre) _min,Hydrated Lime (Pre) _min,Kibbled Aluminium Sulphate _min,Liquid Aluminium Sulphate _min,Liquid Chlorine _min,Liquid Chlorine (Intermediate) _min,Liquid Chlorine (Post) _min,Liquid Chlorine (Pre) _min,Liquid Polyaluminium Chloride _min,Microsand _min,Modified Liquid Alum _min,Polyelectrolyte AN 910 PWG _min,Polymer Tianfloc C3080 _min,Potassium Permanganate _min,Soda Ash _min,Soda Ash (Post) _min,Soda Ash (Pre) _min,Sodium Aluminosilicate _min,Sodium Fluoride _min,Sodium Hypochlorite _min,Sodium Silico Fluoride _min,Superfloc C 591 PWG _min
7366,Sungai Gombak,14/6/2022,,,,0.1,,,,5.44,,,,,,,,10,,2.62,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,6.4,,,,,,,,10,,3.08,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,5.2,,,,,,,,10,,2.5,,,,,,,,,,,,,,,,0.3,
7367,Sungai Gombak,14/7/2022,,,,0.1,,,,5.57,,,,,,,,8,,2.97,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,6.35,,,,,,,,8,,3.39,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,5.21,,,,,,,,8,,2.74,,,,,,,,,,,,,,,,0.3,
7368,Sungai Gombak,14/8/2022,,,,0.1,,,,5.53,,,,,,,,10.5,,2.88,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,6.13,,,,,,,,14,,3.16,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,4.99,,,,,,,,10,,2.66,,,,,,,,,,,,,,,,0.29,
7369,Sungai Gombak,14/9/2022,,,,0.1,,,,5.34,,,,,,,,10,,2.88,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,6.16,,,,,,,,12,,3.33,,,,,,,,,,,,,,,,0.4,,,,,0.1,,,,4.55,,,,,,,,8,,2.4,,,,,,,,,,,,,,,,0.32,
7370,Sungai Gombak,15/1/2022,,,,0.1,,,,5.64,,,,,,,,8,,2.7,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,6.56,,,,,,,,8,,3.15,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,4.33,,,,,,,,8,,2,,,,,,,,,,,,,,,,0.25,
7371,Sungai Gombak,15/10/2022,,,,0.1,,,,5.39,,,,,,,,7.42,,2.89,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,6.54,,,,,,,,8,,3.49,,,,,,,,,,,,,,,,0.41,,,,,0.1,,,,4.65,,,,,,,,6,,2.6,,,,,,,,,,,,,,,,0.34,
7372,Sungai Gombak,15/11/2022,,,,0.1,,,,5.2,,,,,,,,8.5,,2.49,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,5.61,,,,,,,,22,,2.69,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,4.85,,,,,,,,5,,2.22,,,,,,,,,,,,,,,,0.3,
7373,Sungai Gombak,15/12/2022,,,,0.1,,,,5.3,,,,,,,,6,,2.58,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,5.84,,,,,,,,6,,3,,,,,,,,,,,,,,,,0.39,,,,,0.1,,,,4.57,,,,,,,,6,,2.41,,,,,,,,,,,,,,,,0.32,
7374,Sungai Gombak,15/2/2022,,,,0.1,,,,5.43,,,,,,,,9,,2.61,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,6.08,,,,,,,,10,,2.92,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,4.93,,,,,,,,8,,2.37,,,,,,,,,,,,,,,,0.29,
7375,Sungai Gombak,15/3/2022,,,,0.1,,,,5.89,,,,,,,,18,,2.71,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,7.47,,,,,,,,38,,2.99,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,5.15,,,,,,,,10,,2.23,,,,,,,,,,,,,,,,0.3,
7376,Sungai Gombak,15/4/2022,,,,0.1,,,,5.4,,,,,,,,13.33,,2.76,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,6.72,,,,,,,,34,,3.55,,,,,,,,,,,,,,,,0.39,,,,,0.1,,,,4.87,,,,,,,,8,,2.45,,,,,,,,,,,,,,,,0.28,
7377,Sungai Gombak,15/5/2022,,,,0.1,,,,5.12,,,,,,,,9.83,,2.32,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,5.64,,,,,,,,12,,2.82,,,,,,,,,,,,,,,,0.49,,,,,0.1,,,,4.69,,,,,,,,8,,1.78,,,,,,,,,,,,,,,,0.27,
7378,Sungai Gombak,15/6/2022,,,,0.1,,,,5.11,,,,,,,,10,,2.46,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,5.33,,,,,,,,10,,2.56,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,4.66,,,,,,,,10,,2.24,,,,,,,,,,,,,,,,0.27,
7379,Sungai Gombak,15/7/2022,,,,0.1,,,,5.68,,,,,,,,8,,3.04,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,6.46,,,,,,,,8,,3.45,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,5.24,,,,,,,,8,,2.83,,,,,,,,,,,,,,,,0.31,
7380,Sungai Gombak,15/8/2022,,,,0.1,,,,5.4,,,,,,,,9.5,,2.61,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,5.91,,,,,,,,10,,2.9,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,5.13,,,,,,,,8,,2.35,,,,,,,,,,,,,,,,0.3,
7381,Sungai Gombak,15/9/2022,,,,0.1,,,,5.42,,,,,,,,8,,2.75,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,5.85,,,,,,,,8,,3.13,,,,,,,,,,,,,,,,0.39,,,,,0.1,,,,4.99,,,,,,,,8,,2.53,,,,,,,,,,,,,,,,0.3,
7382,Sungai Gombak,16/1/2022,,,,0.1,,,,5.82,,,,,,,,8,,2.98,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,7.8,,,,,,,,8,,3.28,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,5.19,,,,,,,,8,,2.68,,,,,,,,,,,,,,,,0.27,
7383,Sungai Gombak,16/10/2022,,,,0.1,,,,5.14,,,,,,,,6.75,,2.61,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.56,,,,,,,,8,,2.97,,,,,,,,,,,,,,,,0.4,,,,,0.1,,,,4.91,,,,,,,,5,,2.36,,,,,,,,,,,,,,,,0.28,
7384,Sungai Gombak,16/11/2022,,,,0.1,,,,5.47,,,,,,,,6.08,,2.8,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,6,,,,,,,,15,,2.88,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,5.24,,,,,,,,5,,2.69,,,,,,,,,,,,,,,,0.32,
7385,Sungai Gombak,16/12/2022,,,,0.1,,,,5.61,,,,,,,,5.5,,2.9,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,5.99,,,,,,,,6,,3.2,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,4.98,,,,,,,,5,,2.64,,,,,,,,,,,,,,,,0.34,
7386,Sungai Gombak,16/2/2022,,,,0.1,,,,5.65,,,,,,,,13,,2.86,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,7.04,,,,,,,,28,,3.38,,,,,,,,,,,,,,,,0.41,,,,,0.1,,,,5.11,,,,,,,,10,,2.7,,,,,,,,,,,,,,,,0.3,
7387,Sungai Gombak,16/3/2022,,,,0.1,,,,5.25,,,,,,,,9.5,,2.52,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,5.8,,,,,,,,12,,2.79,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,4.56,,,,,,,,8,,2.19,,,,,,,,,,,,,,,,0.26,
7388,Sungai Gombak,16/4/2022,,,,0.1,,,,5.45,,,,,,,,11.67,,2.73,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,5.9,,,,,,,,20,,2.84,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.14,,,,,,,,8,,2.47,,,,,,,,,,,,,,,,0.27,
7389,Sungai Gombak,16/5/2022,,,,0.1,,,,5.57,,,,,,,,12.67,,2.9,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,6.63,,,,,,,,22,,3.54,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,5.09,,,,,,,,8,,2.63,,,,,,,,,,,,,,,,0.29,
7390,Sungai Gombak,16/6/2022,,,,0.1,,,,5.37,,,,,,,,10,,2.63,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,6.35,,,,,,,,10,,3.05,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,4.62,,,,,,,,10,,2.4,,,,,,,,,,,,,,,,0.28,
7391,Sungai Gombak,16/7/2022,,,,0.1,,,,5.54,,,,,,,,8,,2.66,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,6.58,,,,,,,,8,,3.16,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,4.92,,,,,,,,8,,2.36,,,,,,,,,,,,,,,,0.31,
7392,Sungai Gombak,16/8/2022,,,,0.1,,,,5.4,,,,,,,,10.33,,2.86,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,5.8,,,,,,,,14,,3.1,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.12,,,,,,,,10,,2.71,,,,,,,,,,,,,,,,0.29,
7393,Sungai Gombak,16/9/2022,,,,0.1,,,,5.55,,,,,,,,9.33,,2.68,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,5.87,,,,,,,,12,,2.94,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,5.2,,,,,,,,8,,2.49,,,,,,,,,,,,,,,,0.3,
7394,Sungai Gombak,17/1/2022,,,,0.1,,,,5.97,,,,,,,,8,,2.9,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,6.51,,,,,,,,8,,3.13,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,5.49,,,,,,,,8,,2.64,,,,,,,,,,,,,,,,0.29,
7395,Sungai Gombak,17/10/2022,,,,0.1,,,,5.35,,,,,,,,6.5,,2.65,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,8.29,,,,,,,,8,,3.54,,,,,,,,,,,,,,,,0.48,,,,,0.1,,,,4.9,,,,,,,,5,,2.35,,,,,,,,,,,,,,,,0.28,
7396,Sungai Gombak,17/11/2022,,,,0.1,,,,5.48,,,,,,,,7.75,,2.66,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,6.23,,,,,,,,10,,3,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,5.15,,,,,,,,5,,2.36,,,,,,,,,,,,,,,,0.31,
7397,Sungai Gombak,17/12/2022,,,,0.1,,,,5.37,,,,,,,,5,,2.95,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.92,,,,,,,,6,,3.4,,,,,,,,,,,,,,,,0.43,,,,,0.1,,,,4.87,,,,,,,,4,,2.56,,,,,,,,,,,,,,,,0.31,
7398,Sungai Gombak,17/2/2022,,,,0.1,,,,5.61,,,,,,,,14.33,,2.72,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,6.64,,,,,,,,30,,3.19,,,,,,,,,,,,,,,,0.39,,,,,0.1,,,,4.9,,,,,,,,10,,2.47,,,,,,,,,,,,,,,,0.28,
7399,Sungai Gombak,17/3/2022,,,,0.1,,,,5.89,,,,,,,,15.33,,2.56,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,8.27,,,,,,,,26,,2.87,,,,,,,,,,,,,,,,0.43,,,,,0.1,,,,4.83,,,,,,,,10,,2.19,,,,,,,,,,,,,,,,0.24,
7400,Sungai Gombak,17/4/2022,,,,0.1,,,,5.06,,,,,,,,9.83,,2.7,,,,,,,,,,,,,,,,0.29,,,,,0.1,,,,5.48,,,,,,,,14,,2.93,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,4.68,,,,,,,,8,,2.5,,,,,,,,,,,,,,,,0.27,
7401,Sungai Gombak,17/5/2022,,,,0.1,,,,5.03,,,,,,,,7.75,,2.4,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.62,,,,,,,,10,,2.56,,,,,,,,,,,,,,,,0.42,,,,,0.1,,,,4.65,,,,,,,,7,,2.18,,,,,,,,,,,,,,,,0.27,
7402,Sungai Gombak,17/6/2022,,,,0.1,,,,5.49,,,,,,,,10,,2.6,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,7.79,,,,,,,,10,,3.02,,,,,,,,,,,,,,,,0.45,,,,,0.1,,,,4.45,,,,,,,,10,,2.14,,,,,,,,,,,,,,,,0.26,
7403,Sungai Gombak,17/7/2022,,,,0.1,,,,5.35,,,,,,,,8,,2.54,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,5.81,,,,,,,,8,,2.79,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,4.77,,,,,,,,8,,2.4,,,,,,,,,,,,,,,,0.28,
7404,Sungai Gombak,17/8/2022,,,,0.1,,,,5.4,,,,,,,,8,,2.89,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,5.8,,,,,,,,8,,3.1,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.15,,,,,,,,8,,2.75,,,,,,,,,,,,,,,,0.3,
7405,Sungai Gombak,17/9/2022,,,,0.1,,,,5.65,,,,,,,,8,,2.77,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,5.92,,,,,,,,8,,2.94,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,5.46,,,,,,,,8,,2.67,,,,,,,,,,,,,,,,0.32,
7406,Sungai Gombak,18/1/2022,,,,0.1,,,,5.13,,,,,,,,8,,2.72,,,,,,,,,,,,,,,,0.29,,,,,0.1,,,,5.36,,,,,,,,8,,2.86,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,4.77,,,,,,,,8,,2.32,,,,,,,,,,,,,,,,0.27,
7407,Sungai Gombak,18/10/2022,,,,0.1,,,,5.5,,,,,,,,11.67,,2.84,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,7.1,,,,,,,,38,,3.79,,,,,,,,,,,,,,,,0.41,,,,,0.1,,,,4.87,,,,,,,,5,,2.4,,,,,,,,,,,,,,,,0.29,
7408,Sungai Gombak,18/11/2022,,,,0.1,,,,5.36,,,,,,,,5,,2.58,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,5.68,,,,,,,,5,,2.73,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,4.76,,,,,,,,5,,2.29,,,,,,,,,,,,,,,,0.28,
7409,Sungai Gombak,18/12/2022,,,,0.1,,,,5.51,,,,,,,,5.67,,2.81,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,6.33,,,,,,,,6,,3.38,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,4.83,,,,,,,,5,,2.47,,,,,,,,,,,,,,,,0.28,
7410,Sungai Gombak,18/2/2022,,,,0.1,,,,5.41,,,,,,,,10,,2.71,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,6.55,,,,,,,,10,,3.15,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,5,,,,,,,,10,,2.13,,,,,,,,,,,,,,,,0.29,
7411,Sungai Gombak,18/3/2022,,,,0.1,,,,5.08,,,,,,,,6.67,,2.44,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,5.53,,,,,,,,8,,2.66,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,4.48,,,,,,,,6,,2.15,,,,,,,,,,,,,,,,0.26,
7412,Sungai Gombak,18/4/2022,,,,0.1,,,,5.31,,,,,,,,8,,2.76,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,7.19,,,,,,,,8,,3.22,,,,,,,,,,,,,,,,0.45,,,,,0.1,,,,4.7,,,,,,,,8,,2.51,,,,,,,,,,,,,,,,0.27,
7413,Sungai Gombak,18/5/2022,,,,0.1,,,,5.23,,,,,,,,14,,2.79,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,6.18,,,,,,,,36,,3.3,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,4.63,,,,,,,,8,,2.48,,,,,,,,,,,,,,,,0.27,
7414,Sungai Gombak,18/6/2022,,,,0.1,,,,5.25,,,,,,,,10,,2.52,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,5.88,,,,,,,,10,,2.83,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.02,,,,,,,,10,,2.41,,,,,,,,,,,,,,,,0.29,
7415,Sungai Gombak,18/7/2022,,,,0.1,,,,5.9,,,,,,,,8,,2.74,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,6.87,,,,,,,,8,,3.3,,,,,,,,,,,,,,,,0.4,,,,,0.1,,,,4.78,,,,,,,,8,,2.45,,,,,,,,,,,,,,,,0.28,
7416,Sungai Gombak,18/8/2022,,,,0.1,,,,5.44,,,,,,,,8,,2.91,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,6.36,,,,,,,,8,,3.4,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,4.73,,,,,,,,8,,2.53,,,,,,,,,,,,,,,,0.27,
7417,Sungai Gombak,18/9/2022,,,,0.1,,,,5.31,,,,,,,,8,,2.78,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.76,,,,,,,,8,,3.08,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,4.4,,,,,,,,8,,2.41,,,,,,,,,,,,,,,,0.33,
7418,Sungai Gombak,19/1/2022,,,,0.1,,,,5.34,,,,,,,,14.4,,2.63,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,7.02,,,,,,,,20,,3.3,,,,,,,,,,,,,,,,0.43,,,,,0.1,,,,4.15,,,,,,,,8,,2.14,,,,,,,,,,,,,,,,0.25,
7419,Sungai Gombak,19/10/2022,,,,0.1,,,,5.02,,,,,,,,8,,2.55,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.57,,,,,,,,12,,2.85,,,,,,,,,,,,,,,,0.4,,,,,0.1,,,,4.78,,,,,,,,7,,2.3,,,,,,,,,,,,,,,,0.28,
7420,Sungai Gombak,19/11/2022,,,,0.1,,,,5.26,,,,,,,,9.25,,2.8,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,6.24,,,,,,,,27,,3.34,,,,,,,,,,,,,,,,0.41,,,,,0.1,,,,4.81,,,,,,,,5,,2.57,,,,,,,,,,,,,,,,0.29,
7421,Sungai Gombak,19/12/2022,,,,0.1,,,,5.82,,,,,,,,5,,2.75,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,6.2,,,,,,,,5,,3.11,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,5.42,,,,,,,,5,,2.48,,,,,,,,,,,,,,,,0.34,
7422,Sungai Gombak,19/2/2022,,,,0.1,,,,5.26,,,,,,,,10,,2.53,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,5.96,,,,,,,,10,,2.87,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,4.86,,,,,,,,10,,2.34,,,,,,,,,,,,,,,,0.28,
7423,Sungai Gombak,19/3/2022,,,,0.1,,,,5.49,,,,,,,,8,,2.68,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,6.88,,,,,,,,8,,2.88,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,4.83,,,,,,,,8,,2.32,,,,,,,,,,,,,,,,0.28,
7424,Sungai Gombak,19/4/2022,,,,0.1,,,,51,,,,,,,,11,,2.9,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,548,,,,,,,,20,,3.13,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,5.46,,,,,,,,8,,2.62,,,,,,,,,,,,,,,,0.32,
7425,Sungai Gombak,19/5/2022,,,,0.1,,,,5.23,,,,,,,,8.33,,2.29,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,5.53,,,,,,,,12,,2.52,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,4.73,,,,,,,,8,,2.02,,,,,,,,,,,,,,,,0.27,
7426,Sungai Gombak,19/6/2022,,,,0.1,,,,5.52,,,,,,,,10,,2.66,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,6,,,,,,,,10,,2.89,,,,,,,,,,,,,,,,0.43,,,,,0.1,,,,4.83,,,,,,,,10,,2.32,,,,,,,,,,,,,,,,0.28,
7427,Sungai Gombak,19/7/2022,,,,0.1,,,,5.19,,,,,,,,8,,2.36,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,5.54,,,,,,,,8,,2.52,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,4.87,,,,,,,,8,,2.21,,,,,,,,,,,,,,,,0.28,
7428,Sungai Gombak,19/8/2022,,,,0.1,,,,5.47,,,,,,,,8,,2.76,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,5.88,,,,,,,,8,,2.88,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.09,,,,,,,,8,,2.45,,,,,,,,,,,,,,,,0.29,
7429,Sungai Gombak,19/9/2022,,,,0.1,,,,5.62,,,,,,,,8,,2.87,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,6.33,,,,,,,,8,,3.27,,,,,,,,,,,,,,,,0.4,,,,,0.1,,,,4.84,,,,,,,,8,,2.63,,,,,,,,,,,,,,,,0.3,
7430,Sungai Gombak,2/1/2022,,,,0.1,,,,5.61,,,,,,,,8.83,,2.61,,,,,,,,,,,,,,,,0.31,,,,,0.1,,,,7.56,,,,,,,,10,,3.27,,,,,,,,,,,,,,,,0.38,,,,,0.1,,,,4.73,,,,,,,,8,,2.15,,,,,,,,,,,,,,,,0.27,
7431,Sungai Gombak,2/10/2022,,,,0.1,,,,5.47,,,,,,,,8.89,,2.71,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.93,,,,,,,,10,,2.9,,,,,,,,,,,,,,,,0.39,,,,,0.1,,,,4.73,,,,,,,,8,,2.45,,,,,,,,,,,,,,,,0.21,
7432,Sungai Gombak,2/11/2022,,,,0.1,,,,5.19,,,,,,,,7.58,,2.63,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.58,,,,,,,,9,,2.75,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,5.06,,,,,,,,7,,2.43,,,,,,,,,,,,,,,,0.29,
7433,Sungai Gombak,2/12/2022,,,,0.1,,,,5.91,,,,,,,,10.75,,2.78,,,,,,,,,,,,,,,,0.35,,,,,0.1,,,,9.29,,,,,,,,21,,4.27,,,,,,,,,,,,,,,,0.58,,,,,0.1,,,,5.25,,,,,,,,7,,2.29,,,,,,,,,,,,,,,,0.31,
7434,Sungai Gombak,2/2/2022,,,,0.1,,,,6.23,,,,,,,,8,,2.74,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,10.4,,,,,,,,8,,3.91,,,,,,,,,,,,,,,,0.61,,,,,0.1,,,,4.79,,,,,,,,8,,2.3,,,,,,,,,,,,,,,,0.28,
7435,Sungai Gombak,2/3/2022,,,,0.1,,,,5.46,,,,,,,,10,,2.62,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,6.21,,,,,,,,10,,2.99,,,,,,,,,,,,,,,,0.36,,,,,0.1,,,,5.13,,,,,,,,10,,2.46,,,,,,,,,,,,,,,,0.3,
7436,Sungai Gombak,2/4/2022,,,,0.1,,,,5.66,,,,,,,,8,,2.79,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,6.02,,,,,,,,8,,3.1,,,,,,,,,,,,,,,,0.33,,,,,0.1,,,,4.93,,,,,,,,8,,2.37,,,,,,,,,,,,,,,,0.29,
7437,Sungai Gombak,2/5/2022,,,,0.1,,,,6,,,,,,,,9.58,,2.67,,,,,,,,,,,,,,,,0.37,,,,,0.1,,,,8.23,,,,,,,,10,,3.08,,,,,,,,,,,,,,,,0.48,,,,,0.1,,,,4.87,,,,,,,,9,,1.96,,,,,,,,,,,,,,,,0.3,
7438,Sungai Gombak,2/6/2022,,,,0.1,,,,5.26,,,,,,,,8,,2.55,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,5.91,,,,,,,,8,,2.84,,,,,,,,,,,,,,,,0.34,,,,,0.1,,,,5.01,,,,,,,,8,,2.34,,,,,,,,,,,,,,,,0.29,
7439,Sungai Gombak,2/7/2022,,,,0.1,,,,5.44,,,,,,,,9,,2.9,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,7.05,,,,,,,,10,,3.77,,,,,,,,,,,,,,,,0.41,,,,,0.1,,,,4.59,,,,,,,,8,,2.45,,,,,,,,,,,,,,,,0.27,
7440,Sungai Gombak,2/8/2022,,,,0.1,,,,5.32,,,,,,,,12.5,,2.41,,,,,,,,,,,,,,,,0.32,,,,,0.1,,,,8.18,,,,,,,,28,,2.9,,,,,,,,,,,,,,,,0.5,,,,,0.1,,,,4.49,,,,,,,,10,,2.16,,,,,,,,,,,,,,,,0.26,
