Date,wtp,Liquid Polyaluminium Chloride (mg/L) _avg,Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L) _avg,Hydrated Lime (Post) (mg/L) _avg,Liquid Chlorine (Post) (mg/L) _avg,Sodium Silico Fluoride (mg/L) _avg,Liquid Chlorine (Pre) (mg/L) _avg,Hydrated Lime (Pre) (mg/L) _avg,Flopam FO 4190 PWG _avg
31/3/2022,Sungai Selangor Fasa 3 Stage 2,33.24,0.091,7.63,4.83,0.53,1.29,1.6,
1/4/2022,Sungai Selangor Fasa 3 Stage 2,39.81,0.088,6.44,2.48,0.55,0.59,1.44,
2/4/2022,Sungai Selangor Fasa 3 Stage 2,35.57,0.087,6.52,3.85,0.54,1.03,1.44,
3/4/2022,Sungai Selangor Fasa 3 Stage 2,38.08,0.088,6.63,3.73,0.56,0.64,1.45,
4/4/2022,Sungai Selangor Fasa 3 Stage 2,41.61,0.089,6.68,3.57,0.52,0.46,1.47,
5/4/2022,Sungai Selangor Fasa 3 Stage 2,38.96,0.089,6.76,3.39,0.58,0.86,1.48,
6/4/2022,Sungai Selangor Fasa 3 Stage 2,37.7,0.089,6.67,3.41,0.49,1.06,1.48,
7/4/2022,Sungai Selangor Fasa 3 Stage 2,40.13,0.086,6.56,3.41,0.55,1.39,1.44,
8/4/2022,Sungai Selangor Fasa 3 Stage 2,34.83,0.098,7.95,3.52,0.59,1.36,1.18,
9/4/2022,Sungai Selangor Fasa 3 Stage 2,32.57,0.095,7.66,3.48,0.61,1.14,1.28,
10/4/2022,Sungai Selangor Fasa 3 Stage 2,32.76,0.097,7.95,3.41,0.58,1.46,1.22,
11/4/2022,Sungai Selangor Fasa 3 Stage 2,32.86,0.095,7.72,3.61,0.57,0.23,1.2,
12/4/2022,Sungai Selangor Fasa 3 Stage 2,32.7,0.096,7.89,3.72,0.58,0,1.15,
13/4/2022,Sungai Selangor Fasa 3 Stage 2,28.27,0.095,7.55,3.19,0.56,0.39,1.12,
14/4/2022,Sungai Selangor Fasa 3 Stage 2,27.19,0.094,7.83,3.04,0.54,1.34,1.12,
15/4/2022,Sungai Selangor Fasa 3 Stage 2,32.18,0.094,7.89,2.86,0.55,1.18,1.45,
16/4/2022,Sungai Selangor Fasa 3 Stage 2,31.48,0.091,7.17,2.81,0.54,1.4,1.62,
17/4/2022,Sungai Selangor Fasa 3 Stage 2,31.44,0.078,6.67,3.56,0.52,1.54,1.49,
18/4/2022,Sungai Selangor Fasa 3 Stage 2,33.27,0.087,6.68,3.08,0.55,1.05,1.46,
19/4/2022,Sungai Selangor Fasa 3 Stage 2,38.36,0.087,6.64,2.93,0.43,1.16,1.45,
20/4/2022,Sungai Selangor Fasa 3 Stage 2,41.58,0.088,6.71,2.83,0.44,1.05,1.47,
21/4/2022,Sungai Selangor Fasa 3 Stage 2,40.81,0.088,6.45,2.63,0.42,1.37,1.6,
22/4/2022,Sungai Selangor Fasa 3 Stage 2,41.71,0.086,6.49,2.57,0.32,1.36,1.62,
23/4/2022,Sungai Selangor Fasa 3 Stage 2,41.67,0.085,6.52,2.99,0.32,1.18,1.4,
24/4/2022,Sungai Selangor Fasa 3 Stage 2,38.24,0.086,6.48,2.39,0.46,1.08,1.41,
25/4/2022,Sungai Selangor Fasa 3 Stage 2,36.02,0.078,7.65,3.38,0.58,0.62,1.23,
26/4/2022,Sungai Selangor Fasa 3 Stage 2,49.4,0.078,7.6,2.88,0.57,1.43,1.18,
27/4/2022,Sungai Selangor Fasa 3 Stage 2,38.64,0.081,7.6,3.38,0.7,1.15,1.22,
28/4/2022,Sungai Selangor Fasa 3 Stage 2,42.21,0.081,7.69,2.76,0.65,1.4,1.17,
29/4/2022,Sungai Selangor Fasa 3 Stage 2,38.49,0.082,7.52,2.51,0.55,1.21,1.2,
30/4/2022,Sungai Selangor Fasa 3 Stage 2,36.24,0.082,7.81,3.18,0.56,0.73,1.21,
1/5/2022,Sungai Selangor Fasa 3 Stage 2,34.42,0.064,5.46,5.21,0.49,0.9,1.33,
2/5/2022,Sungai Selangor Fasa 3 Stage 2,33.37,0.064,5.45,4.01,0.44,1.12,1.35,
3/5/2022,Sungai Selangor Fasa 3 Stage 2,29.08,0.085,7.38,4.89,0.49,1.01,1.96,
4/5/2022,Sungai Selangor Fasa 3 Stage 2,27.72,0.073,6.32,4.45,0.48,1.14,1.79,
5/5/2022,Sungai Selangor Fasa 3 Stage 2,24.35,0.066,6.07,4.25,0.48,1.11,1.67,
6/5/2022,Sungai Selangor Fasa 3 Stage 2,21.23,0.077,6.2,4.58,0.46,1.11,1.74,
7/5/2022,Sungai Selangor Fasa 3 Stage 2,27.3,0.074,5.71,3.46,0.45,1.3,1.25,
8/5/2022,Sungai Selangor Fasa 3 Stage 2,28.77,0.072,5.57,3.84,0.47,1.03,1.44,
9/5/2022,Sungai Selangor Fasa 3 Stage 2,27.77,0.075,6.58,3.8,0.49,1.18,1.43,
10/5/2022,Sungai Selangor Fasa 3 Stage 2,28.65,0.086,6.45,4.65,0.43,1.26,1.44,
11/5/2022,Sungai Selangor Fasa 3 Stage 2,33.86,0.086,6.24,4.43,0.52,0.77,1.36,
12/5/2022,Sungai Selangor Fasa 3 Stage 2,38.17,0.086,6.4,4.72,0.51,1.22,1.45,
13/5/2022,Sungai Selangor Fasa 3 Stage 2,33.22,0.074,6.43,2.95,0.52,1.91,1.43,
14/5/2022,Sungai Selangor Fasa 3 Stage 2,31.72,0.074,6.53,4.11,0.66,0,1.46,
15/5/2022,Sungai Selangor Fasa 3 Stage 2,31.36,0.074,6.48,4.98,0.61,1.02,1.45,
16/5/2022,Sungai Selangor Fasa 3 Stage 2,37.24,0.074,6.46,4.98,0.47,1.26,1.45,
17/5/2022,Sungai Selangor Fasa 3 Stage 2,48.23,0.077,6.02,4.48,0.5,1.56,1.5,
18/5/2022,Sungai Selangor Fasa 3 Stage 2,31.35,0.073,6.83,4.59,0.57,1.43,1.42,
19/5/2022,Sungai Selangor Fasa 3 Stage 2,31.25,0.069,6.36,4.39,0.55,1.34,1.49,
20/5/2022,Sungai Selangor Fasa 3 Stage 2,29.08,0.068,5.43,4.66,0.52,1.43,1.31,
21/5/2022,Sungai Selangor Fasa 3 Stage 2,26.92,0.068,5.31,4.2,0.53,1.33,1.31,
22/5/2022,Sungai Selangor Fasa 3 Stage 2,27.59,0.066,5.4,4.91,0.53,0.94,1.45,
23/5/2022,Sungai Selangor Fasa 3 Stage 2,25.88,0.065,5.38,4.3,0.52,1.03,1.54,
24/5/2022,Sungai Selangor Fasa 3 Stage 2,24.79,0.066,5.43,4.97,0.54,0.98,1.52,
25/5/2022,Sungai Selangor Fasa 3 Stage 2,34.17,0.065,5.33,4.63,0.54,1.49,1.49,
26/5/2022,Sungai Selangor Fasa 3 Stage 2,35.08,0.067,5.48,4.72,0.56,0.9,1.21,
27/5/2022,Sungai Selangor Fasa 3 Stage 2,27.54,0.067,5.51,4.08,0.55,1.38,1.46,
28/5/2022,Sungai Selangor Fasa 3 Stage 2,24.98,0.066,5.55,4.48,0.55,1.4,1.48,
29/5/2022,Sungai Selangor Fasa 3 Stage 2,22.4,0.066,5.63,4.12,0.52,1.52,1.47,
30/5/2022,Sungai Selangor Fasa 3 Stage 2,22.43,0.084,5.68,4.69,0.53,0.99,1.5,
31/5/2022,Sungai Selangor Fasa 3 Stage 2,22.87,0.085,5.76,4.3,0.54,1.46,1.43,
1/6/2022,Sungai Selangor Fasa 3 Stage 2,21.59,0.087,6.67,4.6,0.53,2.07,1.5,
2/6/2022,Sungai Selangor Fasa 3 Stage 2,20.85,0.086,6.61,5.35,0.53,2.01,1.49,
3/6/2022,Sungai Selangor Fasa 3 Stage 2,22.7,0.087,6.62,4.94,0.51,1.8,1.5,
4/6/2022,Sungai Selangor Fasa 3 Stage 2,21.84,0.087,6.63,4.52,0.5,2.14,1.5,
5/6/2022,Sungai Selangor Fasa 3 Stage 2,21.65,0.087,6.62,4.58,0.56,1.69,1.5,
6/6/2022,Sungai Selangor Fasa 3 Stage 2,21.73,0.086,8.15,4.24,0.54,1.34,1.32,
7/6/2022,Sungai Selangor Fasa 3 Stage 2,25.98,0.087,8.08,5.61,0.52,1.16,1.3,
8/6/2022,Sungai Selangor Fasa 3 Stage 2,32.69,0.088,8.16,4.75,0.51,1.35,1.29,
9/6/2022,Sungai Selangor Fasa 3 Stage 2,39.31,0.089,8.21,5.35,0.52,1.34,1.22,
10/6/2022,Sungai Selangor Fasa 3 Stage 2,39.89,0.09,7.71,4.34,0.52,1.36,1.08,
11/6/2022,Sungai Selangor Fasa 3 Stage 2,36.21,0.088,7.56,5.09,0.55,1.49,1.09,
12/6/2022,Sungai Selangor Fasa 3 Stage 2,42.45,0.089,7.76,5,0.53,1.22,1.32,
13/6/2022,Sungai Selangor Fasa 3 Stage 2,36.51,0.09,7.68,4.89,0.53,1.4,1.26,
14/6/2022,Sungai Selangor Fasa 3 Stage 2,31.9,0.093,7.55,4.36,0.55,1.42,1.2,
15/6/2022,Sungai Selangor Fasa 3 Stage 2,29.66,0.093,7.47,4.47,0.55,1.41,1.23,
16/6/2022,Sungai Selangor Fasa 3 Stage 2,26.42,0.095,7.47,4.83,0.54,1.71,1.17,
17/6/2022,Sungai Selangor Fasa 3 Stage 2,23.95,0.095,7.36,4.59,0.55,1.04,1.24,
18/6/2022,Sungai Selangor Fasa 3 Stage 2,26.63,0.095,7.2,4.85,0.56,1.32,1.22,
19/6/2022,Sungai Selangor Fasa 3 Stage 2,30.44,0.095,7.24,4.47,0.56,1.11,1.35,
20/6/2022,Sungai Selangor Fasa 3 Stage 2,26.16,0.095,6.54,4.99,0.46,1.29,1.45,
21/6/2022,Sungai Selangor Fasa 3 Stage 2,32.45,0.097,6.6,4.56,0.55,1.26,1.47,
22/6/2022,Sungai Selangor Fasa 3 Stage 2,24.73,0.09,6.78,5.06,0.52,1.26,1.5,
23/6/2022,Sungai Selangor Fasa 3 Stage 2,26.74,0.087,6.61,4.67,0.55,2.33,1.46,
24/6/2022,Sungai Selangor Fasa 3 Stage 2,29.03,0.086,6.47,4.73,0.55,3.44,1.44,
25/6/2022,Sungai Selangor Fasa 3 Stage 2,30.76,0.086,6.42,5.04,0.52,3.27,1.44,
26/6/2022,Sungai Selangor Fasa 3 Stage 2,25.47,0.086,6.47,4.61,0.56,1.25,1.44,
27/6/2022,Sungai Selangor Fasa 3 Stage 2,22.37,0.095,7.76,4.95,0.58,0.94,1.21,
28/6/2022,Sungai Selangor Fasa 3 Stage 2,23.42,0.095,7.76,4.52,0.54,1.24,1.13,
29/6/2022,Sungai Selangor Fasa 3 Stage 2,24.62,0.087,7.64,5.58,0.54,1.26,1.13,
30/6/2022,Sungai Selangor Fasa 3 Stage 2,24.95,0.087,7.74,4.05,0.56,1.14,1.11,
1/7/2022,Sungai Selangor Fasa 3 Stage 2,22.58,0.096,6.65,4.15,0.53,1.11,1.36,
2/7/2022,Sungai Selangor Fasa 3 Stage 2,23.85,0.096,6.68,4.83,0.53,0.84,1.43,
3/7/2022,Sungai Selangor Fasa 3 Stage 2,24.96,0.096,6.69,4.17,0.54,1.05,1.41,
4/7/2022,Sungai Selangor Fasa 3 Stage 2,23.52,0.096,6.63,4.07,0.52,0.99,1.44,
5/7/2022,Sungai Selangor Fasa 3 Stage 2,22.95,0.095,6.59,4.35,0.55,1.12,1.44,
6/7/2022,Sungai Selangor Fasa 3 Stage 2,23.87,0.096,6.73,4.47,0.56,1.13,1.46,
7/7/2022,Sungai Selangor Fasa 3 Stage 2,24.34,0.089,6.71,4.53,0.56,1.04,1.48,
8/7/2022,Sungai Selangor Fasa 3 Stage 2,25.91,0.084,6.65,6.37,0.52,0.64,1.5,
9/7/2022,Sungai Selangor Fasa 3 Stage 2,24.7,0.093,6.68,4.91,0.51,1,1.53,
10/7/2022,Sungai Selangor Fasa 3 Stage 2,24.69,0.093,6.58,4.48,0.53,0.96,1.46,
11/7/2022,Sungai Selangor Fasa 3 Stage 2,24.87,0.087,6.66,4.24,0.54,1.12,1.48,
12/7/2022,Sungai Selangor Fasa 3 Stage 2,26.27,0.088,6.72,4.43,0.53,0.9,1.52,
13/7/2022,Sungai Selangor Fasa 3 Stage 2,27.38,0.089,6.81,4.34,0.61,0.9,1.54,
14/7/2022,Sungai Selangor Fasa 3 Stage 2,25.96,0.087,6.7,4.07,0.51,1.1,1.52,
15/7/2022,Sungai Selangor Fasa 3 Stage 2,25.07,0.088,6.73,4.37,0.57,0.95,1.53,
16/7/2022,Sungai Selangor Fasa 3 Stage 2,25.98,0.087,6.67,4.33,0.55,0.98,1.51,
17/7/2022,Sungai Selangor Fasa 3 Stage 2,24.66,0.087,6.65,4.03,0.58,0.87,1.49,
18/7/2022,Sungai Selangor Fasa 3 Stage 2,22.89,0.087,7.32,4.32,0.6,1.29,1.49,
19/7/2022,Sungai Selangor Fasa 3 Stage 2,23.91,0.087,7.77,5.02,0.55,1.4,1.49,
20/7/2022,Sungai Selangor Fasa 3 Stage 2,24.03,0.087,6.49,3.7,0.62,1.41,1.32,
21/7/2022,Sungai Selangor Fasa 3 Stage 2,25.44,0.087,6.22,4.42,0.59,1.43,1.49,
22/7/2022,Sungai Selangor Fasa 3 Stage 2,23.7,0.087,5.95,4.22,0.55,0.96,1.39,
23/7/2022,Sungai Selangor Fasa 3 Stage 2,34.3,0.076,7.37,4.43,0.66,1.4,1.42,
24/7/2022,Sungai Selangor Fasa 3 Stage 2,39.11,0.087,6.78,4.12,0.52,1.81,1.18,
25/7/2022,Sungai Selangor Fasa 3 Stage 2,41.13,0.079,6.84,4.44,0.55,0.55,1.49,
26/7/2022,Sungai Selangor Fasa 3 Stage 2,34.61,0.081,6.76,4.51,0.51,1.47,1.43,
27/7/2022,Sungai Selangor Fasa 3 Stage 2,32.43,0.083,7.38,4.74,0.54,0.37,1.37,
28/7/2022,Sungai Selangor Fasa 3 Stage 2,29.59,0.083,6.98,3.86,0.53,1.6,1.37,
29/7/2022,Sungai Selangor Fasa 3 Stage 2,32.74,0.083,7,6.67,0.52,1.35,1.35,
30/7/2022,Sungai Selangor Fasa 3 Stage 2,31.34,0.087,6.91,4.25,0.52,1.59,1.3,
31/7/2022,Sungai Selangor Fasa 3 Stage 2,28.47,0.087,6.91,3.62,0.51,1.48,1.23,
1/8/2022,Sungai Selangor Fasa 3 Stage 2,26.61,0.07,6.32,4.32,0.46,1.34,1.11,
2/8/2022,Sungai Selangor Fasa 3 Stage 2,27.16,0.069,9.95,4.58,0.59,1.17,1.41,
3/8/2022,Sungai Selangor Fasa 3 Stage 2,29.89,0.069,6.76,4.78,0.51,1.19,1.02,
4/8/2022,Sungai Selangor Fasa 3 Stage 2,30.27,0.07,8.59,4.47,0.67,1.16,1.79,
5/8/2022,Sungai Selangor Fasa 3 Stage 2,28.4,0.077,7.1,4.77,0.6,0.97,1.51,
6/8/2022,Sungai Selangor Fasa 3 Stage 2,28.08,0.087,6.66,4.34,0.54,1.22,1.48,
7/8/2022,Sungai Selangor Fasa 3 Stage 2,27.73,0.087,7.08,4.63,0.51,1.18,1.43,
8/8/2022,Sungai Selangor Fasa 3 Stage 2,27.62,0.087,7.92,5.02,0.51,0.67,1.47,
9/8/2022,Sungai Selangor Fasa 3 Stage 2,27.44,0.078,7.62,3.92,0.52,1.14,1.5,
10/8/2022,Sungai Selangor Fasa 3 Stage 2,27.09,0.064,7.87,4.5,0.52,0.84,1.48,
11/8/2022,Sungai Selangor Fasa 3 Stage 2,27.34,0.066,7.64,3.66,0.53,0.98,1.45,
12/8/2022,Sungai Selangor Fasa 3 Stage 2,27.04,0.068,7.57,3.29,0.54,0.99,1.43,
13/8/2022,Sungai Selangor Fasa 3 Stage 2,26.3,0.067,7.45,4.63,0.54,0.85,1.41,
14/8/2022,Sungai Selangor Fasa 3 Stage 2,28.82,0.067,7.39,4.56,0.53,1.71,1.45,
15/8/2022,Sungai Selangor Fasa 3 Stage 2,33.12,0.079,7.82,4.95,0.52,1.92,1.41,
16/8/2022,Sungai Selangor Fasa 3 Stage 2,31.35,0.079,8.04,3.85,0.52,1.4,1.41,
17/8/2022,Sungai Selangor Fasa 3 Stage 2,31.95,0.086,7.31,4.25,0.53,1.96,1.44,
18/8/2022,Sungai Selangor Fasa 3 Stage 2,28.73,0.086,6.22,4.22,0.54,1.8,1.46,
19/8/2022,Sungai Selangor Fasa 3 Stage 2,29.25,0.087,5.18,4.9,0.55,1.29,1.51,
20/8/2022,Sungai Selangor Fasa 3 Stage 2,29.03,0.087,6.77,4.69,0.55,2.03,1.52,
21/8/2022,Sungai Selangor Fasa 3 Stage 2,41.9,0.088,7.18,5.07,0.54,1.44,1.39,
22/8/2022,Sungai Selangor Fasa 3 Stage 2,37.88,0.086,4.8,4.54,0.55,0.1,1.24,
23/8/2022,Sungai Selangor Fasa 3 Stage 2,40.64,0.086,7.13,4.95,0.57,1.84,1.44,
24/8/2022,Sungai Selangor Fasa 3 Stage 2,35.3,0.086,6.85,4.58,0.55,1.96,1.42,
25/8/2022,Sungai Selangor Fasa 3 Stage 2,34.36,0.086,5.32,4.97,0.52,1.81,1.13,
26/8/2022,Sungai Selangor Fasa 3 Stage 2,35.05,0.082,7.04,4.19,0.54,1.74,1.47,
27/8/2022,Sungai Selangor Fasa 3 Stage 2,34.62,0.073,7.03,4.31,0.56,2.03,1.47,
28/8/2022,Sungai Selangor Fasa 3 Stage 2,44.5,0.073,7.4,4.54,0.65,1.76,1.5,
29/8/2022,Sungai Selangor Fasa 3 Stage 2,43.2,0.073,7.48,4.73,0.58,1.92,1.2,
30/8/2022,Sungai Selangor Fasa 3 Stage 2,41.81,0.074,7.43,4.23,0.57,1.74,1.18,
31/8/2022,Sungai Selangor Fasa 3 Stage 2,41.79,0.074,7.49,4.6,0.59,1.59,1.23,
1/9/2022,Sungai Selangor Fasa 3 Stage 2,30.15,0.063,10.23,2.85,0.57,1.3,1.54,
2/9/2022,Sungai Selangor Fasa 3 Stage 2,30.86,0.044,10.5,3.37,0.58,0.67,1.53,
3/9/2022,Sungai Selangor Fasa 3 Stage 2,31.01,0.045,10.16,2.96,0.59,1.1,1.53,
4/9/2022,Sungai Selangor Fasa 3 Stage 2,35.89,0.053,10.5,3.93,0.58,0.07,1.53,
5/9/2022,Sungai Selangor Fasa 3 Stage 2,34.97,0.047,11.32,3.4,0.58,1.12,1.53,
6/9/2022,Sungai Selangor Fasa 3 Stage 2,37.19,0.06,8.21,3.45,0.55,0.44,1.53,
7/9/2022,Sungai Selangor Fasa 3 Stage 2,35.71,0.059,9.18,3.51,0.54,0,1.53,
8/9/2022,Sungai Selangor Fasa 3 Stage 2,34.19,0.068,8.67,3.61,0.54,0,1.56,
9/9/2022,Sungai Selangor Fasa 3 Stage 2,32.71,0.058,8.74,3.62,0.56,1.09,1.56,
10/9/2022,Sungai Selangor Fasa 3 Stage 2,31.11,0.057,8.63,3.43,0.55,1.2,1.56,
11/9/2022,Sungai Selangor Fasa 3 Stage 2,30.67,0.078,7.08,3.47,0.57,0.08,1.51,
12/9/2022,Sungai Selangor Fasa 3 Stage 2,31.66,0.078,6.99,2.81,0.49,1.92,1.51,
13/9/2022,Sungai Selangor Fasa 3 Stage 2,27.49,0.078,7.11,3.3,0.51,1.13,1.51,
14/9/2022,Sungai Selangor Fasa 3 Stage 2,26.38,0.078,7.1,3.88,0.53,1.18,1.51,
15/9/2022,Sungai Selangor Fasa 3 Stage 2,28.23,0.078,6.55,3.14,0.52,1.07,1.52,
16/9/2022,Sungai Selangor Fasa 3 Stage 2,26.19,0.078,6.36,3.41,0.53,1.91,1.52,
17/9/2022,Sungai Selangor Fasa 3 Stage 2,27.33,0.078,7.59,3.24,0.56,1.61,1.52,
18/9/2022,Sungai Selangor Fasa 3 Stage 2,23.24,0.078,7.59,3.36,0.64,1.18,1.52,
19/9/2022,Sungai Selangor Fasa 3 Stage 2,23.64,0.078,7.65,3.53,0.61,0.98,1.52,
20/9/2022,Sungai Selangor Fasa 3 Stage 2,24.11,0.078,7.63,3.55,0.59,0.75,1.54,
21/9/2022,Sungai Selangor Fasa 3 Stage 2,26.06,0.078,7.53,3.65,0.58,0.8,1.54,
22/9/2022,Sungai Selangor Fasa 3 Stage 2,26.5,0.074,7.58,2.9,0.56,0.81,1.51,
23/9/2022,Sungai Selangor Fasa 3 Stage 2,28.32,0.049,7.5,3.28,0.58,0.57,1.54,
24/9/2022,Sungai Selangor Fasa 3 Stage 2,27.4,0.056,6.99,3.2,0.59,1.02,1.54,
25/9/2022,Sungai Selangor Fasa 3 Stage 2,29.06,0.039,7.85,3.01,0.61,0.98,1.54,
26/9/2022,Sungai Selangor Fasa 3 Stage 2,28.65,0.052,8.23,3.28,0.6,0.88,1.54,
27/9/2022,Sungai Selangor Fasa 3 Stage 2,27.44,0.064,8.1,2.81,0.59,0.98,1.54,
28/9/2022,Sungai Selangor Fasa 3 Stage 2,30.07,0.044,8.05,3.57,0.57,0.92,1.53,
29/9/2022,Sungai Selangor Fasa 3 Stage 2,35.01,0.043,8.07,3.62,0.58,0.24,1.55,
30/9/2022,Sungai Selangor Fasa 3 Stage 2,32.14,0.043,8.1,3.41,0.55,0.87,1.53,
1/10/2022,Sungai Selangor Fasa 3 Stage 2,37.97,0.077,7.46,3.15,0.52,0,1.59,
2/10/2022,Sungai Selangor Fasa 3 Stage 2,32.53,0.077,7.47,2.3,0.51,0.7,1.58,
3/10/2022,Sungai Selangor Fasa 3 Stage 2,34.01,0.077,7.5,2.09,0.47,0.3,1.55,
4/10/2022,Sungai Selangor Fasa 3 Stage 2,37.16,0.078,7.51,1.95,0.54,0,1.56,
5/10/2022,Sungai Selangor Fasa 3 Stage 2,36.04,0.077,7.44,3.76,0.43,0,1.55,
6/10/2022,Sungai Selangor Fasa 3 Stage 2,29.62,0.077,7.44,2.5,0.48,0.73,1.56,
7/10/2022,Sungai Selangor Fasa 3 Stage 2,26.21,0.078,5.67,3.66,0.46,0,1.37,
8/10/2022,Sungai Selangor Fasa 3 Stage 2,14.61,0.078,6.98,4.06,0.47,0.65,1.51,
9/10/2022,Sungai Selangor Fasa 3 Stage 2,16.7,0.075,7.75,3.26,0.42,0.59,1.66,
10/10/2022,Sungai Selangor Fasa 3 Stage 2,15.61,0.062,7.79,4.44,0.41,0.66,1.67,
11/10/2022,Sungai Selangor Fasa 3 Stage 2,14.12,0.068,7.53,3.47,0.48,0.68,1.52,
12/10/2022,Sungai Selangor Fasa 3 Stage 2,15.73,0.068,7.16,3.4,0.46,0.66,1.62,
13/10/2022,Sungai Selangor Fasa 3 Stage 2,20.68,0.071,7.91,4.32,0.47,0.22,1.68,
14/10/2022,Sungai Selangor Fasa 3 Stage 2,14.55,0.069,8.37,3.49,0.47,0.46,1.61,
15/10/2022,Sungai Selangor Fasa 3 Stage 2,18.37,0.08,7.31,5.02,0.52,0.63,1.52,
16/10/2022,Sungai Selangor Fasa 3 Stage 2,20.81,0.074,7.19,3.44,0.54,0.49,1.54,
17/10/2022,Sungai Selangor Fasa 3 Stage 2,22.35,0.084,7.43,3.8,0.55,0.6,1.59,
18/10/2022,Sungai Selangor Fasa 3 Stage 2,25.66,0.083,7.86,3.74,0.53,0.36,1.59,
19/10/2022,Sungai Selangor Fasa 3 Stage 2,26.15,0.083,7.49,3.6,0.54,0.84,1.59,
20/10/2022,Sungai Selangor Fasa 3 Stage 2,25.22,0.082,7.73,3.45,0.52,0.6,1.56,
21/10/2022,Sungai Selangor Fasa 3 Stage 2,26.02,0.083,5.59,3.95,0.55,0.69,1.44,
22/10/2022,Sungai Selangor Fasa 3 Stage 2,26.09,0.083,7.34,3.93,0.51,0.45,1.47,
23/10/2022,Sungai Selangor Fasa 3 Stage 2,25.98,0.082,7.15,3.55,0.52,0.74,1.56,
24/10/2022,Sungai Selangor Fasa 3 Stage 2,39.56,0.082,6.47,4.24,0.53,0.32,1.51,
25/10/2022,Sungai Selangor Fasa 3 Stage 2,38.5,0.085,7.57,3.45,0.51,0.35,1.53,
26/10/2022,Sungai Selangor Fasa 3 Stage 2,37.38,0.079,7.92,5.3,0.49,0.63,1.52,
27/10/2022,Sungai Selangor Fasa 3 Stage 2,36.29,0.077,6.22,4.03,0.52,0.73,1.86,
28/10/2022,Sungai Selangor Fasa 3 Stage 2,40.46,0.077,6.51,3.87,0.53,0,1.5,
29/10/2022,Sungai Selangor Fasa 3 Stage 2,33.68,0.078,7.97,3.65,0.53,0.54,1.92,
30/10/2022,Sungai Selangor Fasa 3 Stage 2,26.44,0.076,7.65,3.81,0.56,0.95,1.88,
31/10/2022,Sungai Selangor Fasa 3 Stage 2,26.62,0.072,7.32,3.34,0.55,0.74,1.49,
1/11/2022,Sungai Selangor Fasa 3 Stage 2,29.85,0.083,7.65,3.13,0.51,1.08,1.64,
2/11/2022,Sungai Selangor Fasa 3 Stage 2,27.9,0.083,7.32,3.34,0.52,1.13,1.49,
3/11/2022,Sungai Selangor Fasa 3 Stage 2,31.9,0.083,7.11,3.11,0.54,1.05,1.59,
4/11/2022,Sungai Selangor Fasa 3 Stage 2,30.52,0.083,7.38,3.45,0.56,1.5,1.59,
5/11/2022,Sungai Selangor Fasa 3 Stage 2,34.99,0.083,8.17,3.21,0.55,1.16,1.56,
6/11/2022,Sungai Selangor Fasa 3 Stage 2,29.41,0.083,7.47,3.37,0.55,1.09,1.56,
7/11/2022,Sungai Selangor Fasa 3 Stage 2,27.22,0.068,7.06,3.59,0.54,0.74,1.51,
8/11/2022,Sungai Selangor Fasa 3 Stage 2,26.92,0.081,7.7,3.38,0.56,1.2,1.65,
9/11/2022,Sungai Selangor Fasa 3 Stage 2,33.39,0.074,7.62,3.41,0.57,1.06,1.64,
10/11/2022,Sungai Selangor Fasa 3 Stage 2,37.64,0.084,7.43,3.42,0.59,1.22,1.5,
11/11/2022,Sungai Selangor Fasa 3 Stage 2,41.46,0.083,7.13,3.45,0.52,1.27,1.59,
12/11/2022,Sungai Selangor Fasa 3 Stage 2,35.24,0.083,7.33,3.32,0.55,1.07,1.58,
13/11/2022,Sungai Selangor Fasa 3 Stage 2,38.86,0.083,8.15,3.52,0.56,1.16,1.57,
14/11/2022,Sungai Selangor Fasa 3 Stage 2,42.1,0.077,7.91,3.5,0.59,0.96,2.27,
15/11/2022,Sungai Selangor Fasa 3 Stage 2,44.74,0.077,7.12,3.35,0.67,1.31,2.05,
16/11/2022,Sungai Selangor Fasa 3 Stage 2,37.73,0.076,7.79,3.39,0.57,1.05,2.15,
17/11/2022,Sungai Selangor Fasa 3 Stage 2,44.71,0.075,7,2.88,0.59,0.88,2.22,
18/11/2022,Sungai Selangor Fasa 3 Stage 2,44.26,0.074,6.87,3.13,0.55,0.97,2.21,
19/11/2022,Sungai Selangor Fasa 3 Stage 2,53.92,0.089,7.15,3.37,0.46,1.15,2.15,
20/11/2022,Sungai Selangor Fasa 3 Stage 2,47.18,0.098,7.44,3.25,0.37,1.07,1.96,
21/11/2022,Sungai Selangor Fasa 3 Stage 2,39.77,0.095,6.92,3.73,0.44,0.96,2.04,
22/11/2022,Sungai Selangor Fasa 3 Stage 2,48.92,0.082,7.31,3.75,0.44,0.88,1.99,
23/11/2022,Sungai Selangor Fasa 3 Stage 2,44.65,0.068,7.01,3.46,0.45,1,1.98,
24/11/2022,Sungai Selangor Fasa 3 Stage 2,46.95,0.067,7.01,3.72,0.46,0.98,1.96,
25/11/2022,Sungai Selangor Fasa 3 Stage 2,44.1,0.067,7.09,3.58,0.48,1.18,1.97,
26/11/2022,Sungai Selangor Fasa 3 Stage 2,40.7,0.073,7.11,2.96,0.47,0.81,1.97,
27/11/2022,Sungai Selangor Fasa 3 Stage 2,40.97,0.077,7.09,3.55,0.46,0.64,2.07,
