Date,wtp,Liquid Polyaluminium Chloride (mg/L) _avg,Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L) _avg,Hydrated Lime (Post) (mg/L) _avg,Liquid Chlorine (Post) (mg/L) _avg,Sodium Silico Fluoride (mg/L) _avg,Liquid Chlorine (Pre) (mg/L) _avg,Hydrated Lime (Pre) (mg/L) _avg,Flopam FO 4190 PWG _avg
31/5/2021,Sungai Selangor Fasa 3 Stage 2,35.56,0.065,6.47,5.69,0.45,1.69,1.24,
1/6/2021,Sungai Selangor Fasa 3 Stage 2,41.29,0.074,6.61,5.42,0.48,1.77,1.09,
2/6/2021,Sungai Selangor Fasa 3 Stage 2,41.09,0.067,6.61,4.83,0.43,0.52,1.08,
3/6/2021,Sungai Selangor Fasa 3 Stage 2,36.68,0.073,6.35,5.07,0.46,1.73,1.13,
4/6/2021,Sungai Selangor Fasa 3 Stage 2,36.77,0.052,6.17,5.33,0.46,1.48,1.29,
5/6/2021,Sungai Selangor Fasa 3 Stage 2,42.21,0.066,6.32,5.66,0.46,1.08,1.35,
6/6/2021,Sungai Selangor Fasa 3 Stage 2,37.02,0.065,6.11,4.98,0.46,1.33,1.34,
7/6/2021,Sungai Selangor Fasa 3 Stage 2,34.01,0.066,6.18,5.39,0.46,1.21,1.29,
8/6/2021,Sungai Selangor Fasa 3 Stage 2,33.63,0.052,7.17,5.6,0.42,1.77,1.7,
9/6/2021,Sungai Selangor Fasa 3 Stage 2,32.28,0.053,7.03,5.8,0.41,1.61,1.63,
10/6/2021,Sungai Selangor Fasa 3 Stage 2,30.27,0.057,7.15,5.62,0.51,1.52,1.59,
11/6/2021,Sungai Selangor Fasa 3 Stage 2,33.96,0.075,8.3,5.18,0.45,1.79,1.62,
12/6/2021,Sungai Selangor Fasa 3 Stage 2,30.43,0.069,7.63,5.24,0.44,1.78,1.63,
13/6/2021,Sungai Selangor Fasa 3 Stage 2,29.11,0.065,7.6,5.89,0.44,1.67,1.6,
14/6/2021,Sungai Selangor Fasa 3 Stage 2,28.71,0.059,5.86,5.65,0.45,1.2,1.22,
15/6/2021,Sungai Selangor Fasa 3 Stage 2,36.79,0.055,5.77,5.37,0.6,1.75,1.2,
16/6/2021,Sungai Selangor Fasa 3 Stage 2,36.74,0.059,5.85,5.44,0.48,0.96,1.23,
17/6/2021,Sungai Selangor Fasa 3 Stage 2,33.22,0.057,5.82,5.63,0.47,1.76,1.2,
18/6/2021,Sungai Selangor Fasa 3 Stage 2,37.87,0.054,5.68,5.91,0.49,1.8,1.13,
19/6/2021,Sungai Selangor Fasa 3 Stage 2,32.34,0.066,5.77,5.46,0.48,1.49,1.15,
20/6/2021,Sungai Selangor Fasa 3 Stage 2,30.61,0.064,5.8,5.71,0.47,1.18,1.13,
21/6/2021,Sungai Selangor Fasa 3 Stage 2,37.02,0.065,6.54,5.37,0.43,1.43,1.14,
22/6/2021,Sungai Selangor Fasa 3 Stage 2,31.52,0.066,6.65,5.69,0.46,1.77,1.14,
23/6/2021,Sungai Selangor Fasa 3 Stage 2,28.84,0.067,6.63,5.07,0.49,1.56,1.15,
24/6/2021,Sungai Selangor Fasa 3 Stage 2,28.13,0.066,6.71,5.38,0.47,1.66,1.13,
25/6/2021,Sungai Selangor Fasa 3 Stage 2,28.32,0.064,7.1,5.38,0.47,1.53,1.18,
26/6/2021,Sungai Selangor Fasa 3 Stage 2,28.22,0.056,7.04,5.1,0.46,1.57,1.18,
27/6/2021,Sungai Selangor Fasa 3 Stage 2,28.39,0.042,7.28,5.38,0.47,1.65,1.43,
28/6/2021,Sungai Selangor Fasa 3 Stage 2,32.78,0.062,7.15,5.09,0.51,1.25,1.62,
29/6/2021,Sungai Selangor Fasa 3 Stage 2,30.93,0.057,6.2,5.55,0.51,1.48,1.18,
30/6/2021,Sungai Selangor Fasa 3 Stage 2,38.91,0.064,7.22,4.88,0.49,1.65,1.66,
1/7/2021,Sungai Selangor Fasa 3 Stage 2,37.86,0.07,7.45,5.62,0.56,1.57,1.73,
2/7/2021,Sungai Selangor Fasa 3 Stage 2,33.98,0.073,7.17,5.08,0.6,1.28,1.66,
3/7/2021,Sungai Selangor Fasa 3 Stage 2,30.4,0.074,7.24,5.66,0.56,1.67,1.66,
4/7/2021,Sungai Selangor Fasa 3 Stage 2,30.57,0.069,7.31,5.34,0.54,1.66,1.68,
5/7/2021,Sungai Selangor Fasa 3 Stage 2,30.69,0.069,5.87,5.59,0.51,1.64,1.22,
6/7/2021,Sungai Selangor Fasa 3 Stage 2,32.51,0.071,6.07,4.81,0.54,1.72,1.18,
7/7/2021,Sungai Selangor Fasa 3 Stage 2,35.6,0.071,6.36,5.13,0.53,0.67,1.17,
8/7/2021,Sungai Selangor Fasa 3 Stage 2,33.18,0.07,6.02,4.88,0.56,1.64,1.15,
9/7/2021,Sungai Selangor Fasa 3 Stage 2,30.53,0.072,6.73,4.7,0.51,1.28,1.17,
10/7/2021,Sungai Selangor Fasa 3 Stage 2,32.89,0.07,6.88,5.1,0.49,1.71,1.19,
11/7/2021,Sungai Selangor Fasa 3 Stage 2,32.19,0.06,6.83,4.59,0.55,1.67,1.17,
12/7/2021,Sungai Selangor Fasa 3 Stage 2,35.03,0.057,6.94,5.1,0.58,1.19,1.18,
13/7/2021,Sungai Selangor Fasa 3 Stage 2,28.96,0.059,7.38,4.68,0.57,1.67,1.22,
14/7/2021,Sungai Selangor Fasa 3 Stage 2,27.42,0.059,7.26,4.73,0.56,1.7,1.22,
15/7/2021,Sungai Selangor Fasa 3 Stage 2,26.11,0.056,7.17,5.19,0.54,1.3,1.72,
16/7/2021,Sungai Selangor Fasa 3 Stage 2,24.41,0.071,7.2,5.25,0.52,1.6,1.75,
17/7/2021,Sungai Selangor Fasa 3 Stage 2,23.98,0.067,6.98,5.73,0.51,1.67,1.68,
18/7/2021,Sungai Selangor Fasa 3 Stage 2,23.61,0.058,6.79,5.62,0.48,1.55,1.72,
19/7/2021,Sungai Selangor Fasa 3 Stage 2,23.36,0.076,7.36,4.97,0.4,1.52,1.7,
20/7/2021,Sungai Selangor Fasa 3 Stage 2,23.7,0.076,7.33,5.45,0.57,1.65,1.7,
21/7/2021,Sungai Selangor Fasa 3 Stage 2,23.56,0.069,7.41,4.72,0.5,1.73,1.7,
22/7/2021,Sungai Selangor Fasa 3 Stage 2,23.07,0.076,7.23,4.88,0.56,2.22,1.66,
23/7/2021,Sungai Selangor Fasa 3 Stage 2,26.44,0.079,6.39,4.71,0.54,2.22,1.64,
24/7/2021,Sungai Selangor Fasa 3 Stage 2,25.94,0.078,7.22,5.01,0.52,1.76,1.66,
25/7/2021,Sungai Selangor Fasa 3 Stage 2,26.13,0.07,7.35,4.55,0.53,1.79,1.7,
26/7/2021,Sungai Selangor Fasa 3 Stage 2,26.19,0.066,5.76,4.69,0.51,1.89,1.58,
27/7/2021,Sungai Selangor Fasa 3 Stage 2,26.28,0.065,5.6,4.64,0.48,1.87,1.48,
28/7/2021,Sungai Selangor Fasa 3 Stage 2,26.28,0.066,5.65,4.97,0.47,1.19,1.46,
29/7/2021,Sungai Selangor Fasa 3 Stage 2,26.23,0.064,5.77,4.85,0.47,1.54,1.55,
30/7/2021,Sungai Selangor Fasa 3 Stage 2,26.19,0.065,6.46,4.34,0.46,1.71,1.57,
31/7/2021,Sungai Selangor Fasa 3 Stage 2,26.28,0.066,6.47,3.79,0.51,1.09,1.52,
1/8/2021,Sungai Selangor Fasa 3 Stage 2,22.63,0.051,7.13,5.42,0.51,1.77,1.32,
2/8/2021,Sungai Selangor Fasa 3 Stage 2,24.54,0.057,7.17,4.83,0.47,0.34,1.29,
3/8/2021,Sungai Selangor Fasa 3 Stage 2,23.53,0.074,7.23,5.07,0.48,1.2,1.32,
4/8/2021,Sungai Selangor Fasa 3 Stage 2,24.88,0.067,7.09,5.33,0.45,1.04,1.39,
5/8/2021,Sungai Selangor Fasa 3 Stage 2,27.17,0.064,7.07,5.66,0.49,2.58,1.42,
6/8/2021,Sungai Selangor Fasa 3 Stage 2,26.86,0.059,7.18,4.98,0.44,2.02,1.54,
7/8/2021,Sungai Selangor Fasa 3 Stage 2,26.35,0.081,7.13,5.39,0.46,1.19,1.5,
8/8/2021,Sungai Selangor Fasa 3 Stage 2,25.96,0.077,7.05,5.6,0.43,0.47,1.48,
9/8/2021,Sungai Selangor Fasa 3 Stage 2,26.01,0.069,6.95,4.72,0.44,0.86,1.45,
10/8/2021,Sungai Selangor Fasa 3 Stage 2,31.56,0.069,7.49,5.28,0.44,1.07,1.69,
11/8/2021,Sungai Selangor Fasa 3 Stage 2,35.7,0.069,8.66,5.17,0.41,1.1,1.71,
12/8/2021,Sungai Selangor Fasa 3 Stage 2,31.39,0.063,8.45,5.63,0.41,1.1,1.27,
13/8/2021,Sungai Selangor Fasa 3 Stage 2,29.57,0.069,8.21,5.71,0.47,1,0.93,
14/8/2021,Sungai Selangor Fasa 3 Stage 2,16.69,0.059,8.55,4.98,0.45,1.11,1.09,
15/8/2021,Sungai Selangor Fasa 3 Stage 2,19.58,0.053,8.5,5.55,0.5,1.13,1.09,
16/8/2021,Sungai Selangor Fasa 3 Stage 2,27.79,0.038,8.28,5.44,0.51,0.96,1.18,
17/8/2021,Sungai Selangor Fasa 3 Stage 2,45.15,0.038,8.25,5.63,0.52,1.76,1.09,
18/8/2021,Sungai Selangor Fasa 3 Stage 2,45.96,0.077,7.91,5.91,0.53,1.8,1.26,
19/8/2021,Sungai Selangor Fasa 3 Stage 2,43.79,0.066,8.46,5.46,0.54,1.49,1.22,
20/8/2021,Sungai Selangor Fasa 3 Stage 2,36.73,0.075,8.41,5.71,0.55,1.18,1.23,
21/8/2021,Sungai Selangor Fasa 3 Stage 2,43.31,0.074,8.47,5.37,0.51,1.43,1.28,
22/8/2021,Sungai Selangor Fasa 3 Stage 2,41.74,0.072,8.31,5.69,0.4,1.77,1.28,
23/8/2021,Sungai Selangor Fasa 3 Stage 2,42.71,0.072,8.29,5.07,0.47,1.56,1.18,
24/8/2021,Sungai Selangor Fasa 3 Stage 2,43.62,0.072,8.42,5.38,0.48,1.66,1.26,
25/8/2021,Sungai Selangor Fasa 3 Stage 2,39.65,0.071,5.51,5.38,0.46,1.53,1.31,
26/8/2021,Sungai Selangor Fasa 3 Stage 2,41.14,0.073,7.36,5.1,0.44,1.57,1.31,
27/8/2021,Sungai Selangor Fasa 3 Stage 2,37.14,0.072,7.56,5.38,0.48,1.65,1.23,
28/8/2021,Sungai Selangor Fasa 3 Stage 2,38.38,0.061,7.42,5.09,0.49,1.25,1.26,
29/8/2021,Sungai Selangor Fasa 3 Stage 2,40.65,0.047,7.49,5.55,0.51,1.48,1.11,
30/8/2021,Sungai Selangor Fasa 3 Stage 2,38.03,0.067,6.53,5.39,0.45,1.28,0.95,
31/8/2021,Sungai Selangor Fasa 3 Stage 2,32.16,0.069,6.62,4.39,0.43,1.44,0.72,
1/9/2021,Sungai Selangor Fasa 3 Stage 2,38,0.071,6.68,4.96,0.44,1.4,0.86,
2/9/2021,Sungai Selangor Fasa 3 Stage 2,41.07,0.072,6.8,4.25,0.47,1.27,0.81,
3/9/2021,Sungai Selangor Fasa 3 Stage 2,32.06,0.077,6.75,5.09,0.53,1.4,0.97,
4/9/2021,Sungai Selangor Fasa 3 Stage 2,30.97,0.082,6.67,4.98,0.49,1.24,1.07,
5/9/2021,Sungai Selangor Fasa 3 Stage 2,31.3,0.083,6.69,5.34,0.52,1.35,1.14,
6/9/2021,Sungai Selangor Fasa 3 Stage 2,31.55,0.083,6.79,5,0.48,1.38,1.18,
7/9/2021,Sungai Selangor Fasa 3 Stage 2,32.78,0.082,6.78,5.32,0.52,1.11,1.21,
8/9/2021,Sungai Selangor Fasa 3 Stage 2,32.47,0.081,6.64,5.02,0.53,1.38,1.23,
9/9/2021,Sungai Selangor Fasa 3 Stage 2,32.33,0.079,6.83,5.17,0.48,1.4,1.29,
10/9/2021,Sungai Selangor Fasa 3 Stage 2,31.98,0.081,6.9,4.7,0.49,1.45,1.19,
11/9/2021,Sungai Selangor Fasa 3 Stage 2,30.7,0.08,6.88,4.81,0.51,1.15,1.28,
12/9/2021,Sungai Selangor Fasa 3 Stage 2,28.51,0.078,6.84,4.77,0.52,1.36,1.33,
13/9/2021,Sungai Selangor Fasa 3 Stage 2,28,0.08,6.95,4.65,0.56,1.37,1.33,
14/9/2021,Sungai Selangor Fasa 3 Stage 2,34.09,0.082,7.01,4.25,0.51,1.44,1.27,
15/9/2021,Sungai Selangor Fasa 3 Stage 2,29.53,0.078,7.11,4.98,0.55,1.44,1.29,
16/9/2021,Sungai Selangor Fasa 3 Stage 2,38.18,0.081,7.8,4.58,0.54,0.35,1.13,
17/9/2021,Sungai Selangor Fasa 3 Stage 2,31.49,0.055,7.63,4.31,0.53,0.95,0.96,
18/9/2021,Sungai Selangor Fasa 3 Stage 2,37.14,0.068,7.51,4.31,0.55,1.41,0.71,
19/9/2021,Sungai Selangor Fasa 3 Stage 2,39.34,0.069,7.39,3.96,0.5,1.36,1.04,
20/9/2021,Sungai Selangor Fasa 3 Stage 2,34.08,0.066,6.93,4.13,0.51,0.24,0.93,
21/9/2021,Sungai Selangor Fasa 3 Stage 2,32.96,0.071,6.32,5.72,0.48,1.39,1.16,
22/9/2021,Sungai Selangor Fasa 3 Stage 2,35.72,0.072,5.84,5.05,0.47,1.43,0.7,
23/9/2021,Sungai Selangor Fasa 3 Stage 2,36.69,0.075,6.25,5.34,0.45,1.37,0.63,
24/9/2021,Sungai Selangor Fasa 3 Stage 2,37.05,0.085,6.15,5.55,0.47,1.48,0.74,
25/9/2021,Sungai Selangor Fasa 3 Stage 2,39.78,0.084,6.13,5.67,0.42,1.42,0.74,
26/9/2021,Sungai Selangor Fasa 3 Stage 2,40.84,0.085,6.17,4.96,0.45,1.36,0.81,
27/9/2021,Sungai Selangor Fasa 3 Stage 2,44.11,0.084,6.2,5.56,0.52,1.43,0.81,
28/9/2021,Sungai Selangor Fasa 3 Stage 2,40.71,0.083,6.23,3.81,0.54,0.79,0.83,
29/9/2021,Sungai Selangor Fasa 3 Stage 2,47.46,0.084,6.3,4.97,0.49,0,0.79,
30/9/2021,Sungai Selangor Fasa 3 Stage 2,49.24,0.089,5.97,4.01,0.51,0.77,0.79,
1/10/2021,Sungai Selangor Fasa 3 Stage 2,45.39,0.085,7.26,3.14,0.48,1.49,1.5,
2/10/2021,Sungai Selangor Fasa 3 Stage 2,46.23,0.086,7.35,3.73,0.49,0.78,1.53,
3/10/2021,Sungai Selangor Fasa 3 Stage 2,42.48,0.08,7.35,3.27,0.51,1.27,1.52,
4/10/2021,Sungai Selangor Fasa 3 Stage 2,36.4,0.076,7.62,4.21,0.52,0.08,1.54,
5/10/2021,Sungai Selangor Fasa 3 Stage 2,32.61,0.076,7.72,3.63,0.54,1.24,1.56,
6/10/2021,Sungai Selangor Fasa 3 Stage 2,29.78,0.075,7.54,3.7,0.53,0.49,1.52,
7/10/2021,Sungai Selangor Fasa 3 Stage 2,32.16,0.074,7.44,4.14,0.52,0.81,1.55,
8/10/2021,Sungai Selangor Fasa 3 Stage 2,30.96,0.074,7.39,3.85,0.48,1.04,1.55,
9/10/2021,Sungai Selangor Fasa 3 Stage 2,29.47,0.08,7.39,3.62,0.47,0.91,1.55,
10/10/2021,Sungai Selangor Fasa 3 Stage 2,31.04,0.086,7.3,3.67,0.45,1.02,1.55,
11/10/2021,Sungai Selangor Fasa 3 Stage 2,29.06,0.086,7.31,3.62,0.46,1.04,1.58,
12/10/2021,Sungai Selangor Fasa 3 Stage 2,29.27,0.087,7.38,3.91,0.43,0.89,1.6,
13/10/2021,Sungai Selangor Fasa 3 Stage 2,29.21,0.086,7.21,3.73,0.46,0.74,1.58,
14/10/2021,Sungai Selangor Fasa 3 Stage 2,34.69,0.096,7.27,3.28,0.44,0,1.76,
15/10/2021,Sungai Selangor Fasa 3 Stage 2,27.75,0.086,7.09,4.02,0.43,1,1.52,
16/10/2021,Sungai Selangor Fasa 3 Stage 2,27.8,0.08,7.39,3.6,0.43,1.11,1.59,
17/10/2021,Sungai Selangor Fasa 3 Stage 2,25.96,0.083,7.34,3.72,0.42,1.24,1.58,
18/10/2021,Sungai Selangor Fasa 3 Stage 2,33.16,0.074,7.71,1.26,0.45,1.18,1.49,
19/10/2021,Sungai Selangor Fasa 3 Stage 2,33.95,0.08,8.23,1.2,0.44,1.97,1.59,
20/10/2021,Sungai Selangor Fasa 3 Stage 2,35.61,0.077,8.04,0.34,0.47,1.85,1.55,
21/10/2021,Sungai Selangor Fasa 3 Stage 2,40.71,0.078,8.11,3.51,0.49,3.16,1.55,
22/10/2021,Sungai Selangor Fasa 3 Stage 2,32.38,0.078,8.01,3.64,0.48,3.28,1.55,
23/10/2021,Sungai Selangor Fasa 3 Stage 2,34.61,0.075,7.75,2.81,0.43,1.06,1.5,
24/10/2021,Sungai Selangor Fasa 3 Stage 2,40.32,0.083,7.96,3.17,0.44,0.74,1.54,
25/10/2021,Sungai Selangor Fasa 3 Stage 2,41.23,0.091,8.09,3.55,0.51,1.05,1.64,
26/10/2021,Sungai Selangor Fasa 3 Stage 2,37.84,0.091,8.13,3.21,0.52,1.18,1.64,
27/10/2021,Sungai Selangor Fasa 3 Stage 2,38.54,0.089,7.91,4.05,0.54,1.12,1.61,
28/10/2021,Sungai Selangor Fasa 3 Stage 2,38.11,0.089,7.91,3.36,0.55,1.05,1.61,
29/10/2021,Sungai Selangor Fasa 3 Stage 2,36.67,0.086,7.66,3.68,0.48,1.17,1.55,
30/10/2021,Sungai Selangor Fasa 3 Stage 2,37.36,0.089,7.88,3.88,0.47,1.13,1.61,
31/10/2021,Sungai Selangor Fasa 3 Stage 2,37.7,0.087,7.76,3.28,0.42,0.93,1.57,
1/11/2021,Sungai Selangor Fasa 3 Stage 2,26.17,0.07,5.88,5.01,0.44,1.41,1.24,
2/11/2021,Sungai Selangor Fasa 3 Stage 2,26.2,0.071,5.89,4.22,0.47,1.26,1.26,
3/11/2021,Sungai Selangor Fasa 3 Stage 2,25.98,0.071,5.92,5.2,0.53,1.43,1.24,
4/11/2021,Sungai Selangor Fasa 3 Stage 2,25.8,0.071,5.94,5.09,0.49,1.27,1.24,
5/11/2021,Sungai Selangor Fasa 3 Stage 2,26.09,0.073,5.85,5.54,0.52,1.4,1.19,
6/11/2021,Sungai Selangor Fasa 3 Stage 2,25.53,0.07,5.93,5.22,0.48,1.44,1.2,
7/11/2021,Sungai Selangor Fasa 3 Stage 2,29.89,0.061,6.02,5.49,0.52,1.14,1.18,
8/11/2021,Sungai Selangor Fasa 3 Stage 2,36.02,0.057,6.78,5.18,0.53,1.43,1.18,
9/11/2021,Sungai Selangor Fasa 3 Stage 2,34.01,0.06,6.69,5.27,0.48,1.43,1.18,
10/11/2021,Sungai Selangor Fasa 3 Stage 2,36.63,0.06,6.77,4.73,0.49,1.46,1.19,
11/11/2021,Sungai Selangor Fasa 3 Stage 2,37.23,0.058,6.94,4.93,0.51,1.17,1.2,
12/11/2021,Sungai Selangor Fasa 3 Stage 2,39.19,0.071,7.43,4.99,0.52,1.42,1.24,
13/11/2021,Sungai Selangor Fasa 3 Stage 2,45.35,0.069,7.18,4.66,0.56,1.37,1.22,
14/11/2021,Sungai Selangor Fasa 3 Stage 2,47.12,0.069,7.18,4.23,0.51,1.43,1.22,
15/11/2021,Sungai Selangor Fasa 3 Stage 2,50.82,0.071,7.3,5.08,0.55,1.47,1.24,
16/11/2021,Sungai Selangor Fasa 3 Stage 2,52.79,0.071,7.21,4.69,0.54,0.36,1.24,
17/11/2021,Sungai Selangor Fasa 3 Stage 2,47.23,0.07,7.11,4.4,0.53,0.97,1.22,
18/11/2021,Sungai Selangor Fasa 3 Stage 2,47.64,0.07,7.24,4.38,0.55,1.43,1.23,
19/11/2021,Sungai Selangor Fasa 3 Stage 2,41.43,0.068,7.12,4.01,0.5,1.38,1.21,
20/11/2021,Sungai Selangor Fasa 3 Stage 2,41.68,0.068,7.04,4.18,0.51,0.24,1.22,
21/11/2021,Sungai Selangor Fasa 3 Stage 2,37.26,0.069,6.99,5.91,0.48,1.44,1.22,
22/11/2021,Sungai Selangor Fasa 3 Stage 2,38.48,0.068,7.04,5.16,0.47,1.46,1.23,
23/11/2021,Sungai Selangor Fasa 3 Stage 2,40.31,0.069,7.21,5.44,0.45,1.39,1.22,
24/11/2021,Sungai Selangor Fasa 3 Stage 2,41.04,0.069,7.1,5.72,0.47,1.53,1.16,
25/11/2021,Sungai Selangor Fasa 3 Stage 2,40.33,0.069,7.12,5.86,0.42,1.47,1.16,
26/11/2021,Sungai Selangor Fasa 3 Stage 2,50.69,0.072,7.01,5.09,0.45,1.39,1.16,
27/11/2021,Sungai Selangor Fasa 3 Stage 2,45.83,0.068,6.89,5.76,0.52,1.48,1.16,
28/11/2021,Sungai Selangor Fasa 3 Stage 2,41.53,0.06,6.85,3.94,0.54,0.82,1.16,
29/11/2021,Sungai Selangor Fasa 3 Stage 2,40.5,0.06,6.77,4.98,0.49,0,1.15,
30/11/2021,Sungai Selangor Fasa 3 Stage 2,41.62,0.08,6.92,4.1,0.51,0.79,1.16,
1/12/2021,Sungai Selangor Fasa 3 Stage 2,46.45,0.075,6.36,3.24,0.47,0,1.44,
2/12/2021,Sungai Selangor Fasa 3 Stage 2,42.07,0.085,6.37,2.37,0.47,0.73,1.44,
3/12/2021,Sungai Selangor Fasa 3 Stage 2,25.4,0.078,6.52,2.22,0.47,0.32,1.47,
4/12/2021,Sungai Selangor Fasa 3 Stage 2,37.77,0.079,6.47,2.08,0.46,0,1.47,
5/12/2021,Sungai Selangor Fasa 3 Stage 2,36.28,0.08,6.45,3.84,0.48,0,1.42,
6/12/2021,Sungai Selangor Fasa 3 Stage 2,34.84,0.07,6.11,2.54,0.45,0.75,1.34,
7/12/2021,Sungai Selangor Fasa 3 Stage 2,42.51,0.08,6.14,3.33,0.46,0,1.49,
8/12/2021,Sungai Selangor Fasa 3 Stage 2,43.06,0.079,6.25,4.21,0.48,0.69,1.53,
9/12/2021,Sungai Selangor Fasa 3 Stage 2,43.03,0.079,6.13,3.32,0.44,0.62,1.49,
10/12/2021,Sungai Selangor Fasa 3 Stage 2,43.16,0.079,6.19,4.51,0.47,0.7,1.52,
11/12/2021,Sungai Selangor Fasa 3 Stage 2,42.35,0.08,6.27,3.5,0.49,0.7,1.51,
12/12/2021,Sungai Selangor Fasa 3 Stage 2,43.1,0.08,6.28,3.52,0.5,0.7,1.52,
13/12/2021,Sungai Selangor Fasa 3 Stage 2,42.59,0.077,6.25,4.34,0.44,0.22,1.51,
14/12/2021,Sungai Selangor Fasa 3 Stage 2,40.9,0.077,6.59,3.71,0.43,0.5,1.48,
15/12/2021,Sungai Selangor Fasa 3 Stage 2,45.94,0.074,6.51,5.05,0.47,0.65,1.47,
16/12/2021,Sungai Selangor Fasa 3 Stage 2,44.12,0.077,6.51,3.46,0.48,0.5,1.48,
17/12/2021,Sungai Selangor Fasa 3 Stage 2,43.88,0.074,6.26,3.96,0.49,0.65,1.55,
18/12/2021,Sungai Selangor Fasa 3 Stage 2,40.01,0.074,6.59,3.78,0.48,0.37,1.51,
19/12/2021,Sungai Selangor Fasa 3 Stage 2,42.05,0.079,6.3,3.59,0.47,0.85,1.58,
20/12/2021,Sungai Selangor Fasa 3 Stage 2,44.72,0.076,6.31,3.6,0.44,0.63,1.63,
21/12/2021,Sungai Selangor Fasa 3 Stage 2,54.38,0.076,6.2,3.99,0.51,0.71,1.6,
22/12/2021,Sungai Selangor Fasa 3 Stage 2,62.23,0.063,6.28,3.81,0.55,0.44,1.63,
23/12/2021,Sungai Selangor Fasa 3 Stage 2,53.96,0.066,6.16,3.39,0.58,0.72,1.66,
24/12/2021,Sungai Selangor Fasa 3 Stage 2,54.44,0.049,6.03,4.11,0.59,0.31,1.62,
25/12/2021,Sungai Selangor Fasa 3 Stage 2,47.46,0.074,6.2,3.33,0.55,0.34,1.52,
26/12/2021,Sungai Selangor Fasa 3 Stage 2,51.23,0.076,6.33,5.07,0.52,0.62,1.55,
27/12/2021,Sungai Selangor Fasa 3 Stage 2,51.12,0.072,6.32,3.71,0.54,0.69,1.49,
28/12/2021,Sungai Selangor Fasa 3 Stage 2,57.56,0.074,6.04,3.65,0.55,0,1.55,
29/12/2021,Sungai Selangor Fasa 3 Stage 2,49.21,0.067,6.28,3.54,0.51,0.54,1.48,
30/12/2021,Sungai Selangor Fasa 3 Stage 2,49.91,0.071,6.24,3.6,0.55,0.93,1.47,
31/12/2021,Sungai Selangor Fasa 3 Stage 2,49.65,0.069,6.19,3.24,0.5,0.75,1.46,
1/1/2022,Rasa,19.3,,4.5,2.9,0.65,,2.5,0.03
2/1/2022,Rasa,19.1,,4.5,2.61,0.65,,2.5,0.03
3/1/2022,Rasa,23.6,,4.5,2.43,0.65,,2.5,0.03
4/1/2022,Rasa,16.6,,4.5,2.83,0.65,,2.5,0.03
5/1/2022,Rasa,17.6,,4.5,2.83,0.65,,2.5,0.03
6/1/2022,Rasa,22.7,,4.5,2.67,0.65,,2.5,0.03
7/1/2022,Rasa,17.4,,4.5,2.64,0.65,,2.5,0.03
8/1/2022,Rasa,14.9,,4.5,2.85,0.65,,2.5,0.03
9/1/2022,Rasa,27,,4.5,2.51,0.65,,2.5,0.03
10/1/2022,Rasa,21,,4.5,2.95,0.65,,2.5,0.03
11/1/2022,Rasa,19,,4.5,2.96,0.65,,2.5,0.03
12/1/2022,Rasa,20,,4.5,3,0.65,,2.5,0.03
13/1/2022,Rasa,22,,4.5,2.28,0.65,,2.5,0.03
14/1/2022,Rasa,18,,4.5,2.67,0.65,,2.5,0.03
15/1/2022,Rasa,17,,4.5,2.9,0.65,,2.5,0.03
16/1/2022,Rasa,23,,4.5,2.63,0.65,,2.5,0.03
17/1/2022,Rasa,20,,4.5,2.78,0.65,,2.5,0.03
18/1/2022,Rasa,21,,4.5,2.64,0.65,,2.5,0.03
19/1/2022,Rasa,17.3,,4.5,3.07,0.65,,2.5,0.03
20/1/2022,Rasa,19,,4.5,2.24,0.65,,2.5,0.03
21/1/2022,Rasa,17,,4.5,2.91,0.65,,2.5,0.03
22/1/2022,Rasa,20,,4.5,2.59,0.65,,2.5,0.03
23/1/2022,Rasa,19,,4.5,2.92,0.65,,2.5,0.03
24/1/2022,Rasa,18,,4.5,3.32,0.65,,2.5,0.03
25/1/2022,Rasa,19,,4.5,2.99,0.65,,2.5,0.03
26/1/2022,Rasa,17,,4.5,3.17,0.65,,2.5,0.03
27/1/2022,Rasa,22,,4.5,3.4,0.65,,2.5,0.03
28/1/2022,Rasa,25,,4.5,3.18,0.65,,2.5,0.03
29/1/2022,Rasa,21,,4.5,3,0.65,,2.5,0.03
30/1/2022,Rasa,18,,4.5,3.05,0.65,,2.5,0.03
31/1/2022,Rasa,22,,4.5,3.02,0.65,,2.5,0.03
1/2/2022,Rasa,19.3,,4.5,1.67,0.65,,2.5,0.03
2/2/2022,Rasa,19.1,,4.5,3.86,0.65,,2.5,0.03
3/2/2022,Rasa,23.6,,4.5,3.05,0.65,,2.5,0.03
4/2/2022,Rasa,16.6,,4.5,3.12,0.65,,2.5,0.03
5/2/2022,Rasa,17.6,,4.5,2.87,0.65,,2.5,0.03
6/2/2022,Rasa,22.7,,4.5,2.98,0.65,,2.5,0.03
7/2/2022,Rasa,17.4,,4.5,2.78,0.65,,2.5,0.03
8/2/2022,Rasa,14.9,,4.5,2.47,0.65,,2.5,0.03
9/2/2022,Rasa,27,,4.5,3.03,0.65,,2.5,0.03
10/2/2022,Rasa,21,,4.5,2.92,0.65,,2.5,0.03
11/2/2022,Rasa,19,,4.5,2.83,0.65,,2.5,0.03
